S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)",Element_w_A
8436.78,2.18,6506.36,4.44,-31522.33,300.02,11179.66,4.33,2776.91,8.29,9215.73,1.5,105Cd
11529.22,11.76,2961.16,10.38,,,11721.85,10.41,4883.17,10.38,8252.52,13.11,105In
9782.26,6.98,4444.3,7.01,,,12005.41,10.41,2220.95,6.06,11968.1,4.31,105Sn
12913.18,124.37,-322.59,22.47,,,13667.91,73.95,5783.46,102.46,12325.8,22.3,105Sb
,,926.86,324.04,,,14078.0,423.0,,,17769.78,316.28,105Te
4251.0,783.0,,,41344.0,600.0,,,3682.0,721.0,,,106Sr
2854.0,1428.0,14732.0,711.0,33723.0,503.0,8764.0,585.0,6233.0,540.0,-6798.0,643.0,106Y
5156.57,433.31,14568.6,1405.12,27773.24,433.18,6225.0,590.0,4771.64,433.29,-5481.0,475.0,106Zr
4359.12,5.73,12027.59,12.8,20159.27,6.78,10231.51,10.2,6476.03,10.11,-2099.38,11.94,106Nb
6868.7,12.86,13507.95,9.99,13773.0,9.21,6395.29,9.52,3758.2,9.95,-2672.79,12.98,106Mo
5557.45,37.3,9728.05,15.24,7166.16,12.55,11284.55,15.15,6048.5,15.34,898.85,12.86,106Tc
8460.05,5.48,11322.11,35.64,808.92,5.34,6891.03,25.43,3144.7,10.95,283.85,10.69,106Ru
6582.7,5.69,7717.11,5.48,-5754.49,13.29,12443.89,5.48,5768.6,5.4,3887.64,10.95,106Rh
9560.96,0.28,9345.26,2.36,-12553.84,5.21,7762.63,2.55,2988.24,2.55,3006.04,1.19,106Pd
7942.86,5.44,5813.46,2.83,-20469.09,8.04,13163.53,2.91,5378.86,3.16,6735.73,3.79,106Ag
10869.62,1.77,7350.27,4.66,-28912.39,100.55,8695.12,4.07,2534.61,4.24,5971.45,1.45,106Cd
9038.88,15.95,3563.27,12.3,,,14071.05,12.34,4907.54,12.36,9840.96,12.9,106In
12087.01,6.46,5002.09,11.44,,,9539.78,7.7,2142.96,10.89,8944.33,5.4,106Sn
10529.13,23.06,424.27,8.44,,,15864.56,9.41,5363.35,71.05,13805.7,12.17,106Sb
13479.55,316.42,1493.24,102.88,,,11664.68,158.43,2823.0,315.0,14399.24,122.89,106Te
2181.0,922.0,,,43652.0,700.0,,,,,,,107Sr
4383.0,711.0,14863.0,783.0,36386.0,503.0,6957.0,711.0,6606.0,585.0,,,107Y
3901.02,1203.12,15616.0,1230.0,29482.82,1122.48,7601.48,1745.46,4548.0,1192.0,-4627.0,1161.0,107Zr
5591.77,9.0,12462.79,433.22,23139.89,14.48,8451.73,14.53,6864.31,12.3,-4013.0,401.0,107Nb
4488.35,12.98,13637.17,10.11,15821.08,9.31,8074.8,10.07,4131.51,9.61,-1181.1,13.11,107Mo
7045.01,14.83,9904.36,12.6,9656.76,8.97,9298.03,12.54,6464.11,12.43,-1284.5,9.09,107Tc
5610.61,9.94,11375.26,14.83,3127.75,8.83,9138.38,36.24,3504.99,26.28,2133.86,12.43,107Ru
8572.39,13.2,7829.45,13.2,-3299.44,16.4,9781.59,12.31,6096.06,12.31,1286.14,27.65,107Rh
6536.43,0.5,9298.98,5.36,-9860.41,5.44,10189.41,2.41,3450.76,2.59,5369.47,2.63,107Pd
9535.6,3.56,5788.11,2.33,-17753.43,4.78,10722.02,2.34,5852.49,2.45,4199.08,3.31,107Ag
7929.44,1.94,7336.85,3.39,-26450.93,70.85,10791.38,4.82,2990.25,4.51,8051.25,2.08,107Cd
11027.44,16.52,3721.09,11.17,-34135.0,300.0,11480.38,11.21,5268.17,11.25,7198.59,11.89,107In
9229.86,7.36,5193.06,13.33,,,11839.15,11.54,2534.49,7.85,11102.55,5.57,107Sn
12251.26,8.53,588.52,6.57,,,13395.56,5.74,5837.86,7.09,11175.83,7.11,107Sb
10390.9,122.99,1355.0,71.22,,,14186.96,74.12,3498.35,100.12,16734.12,71.06,107Te
,,-1501.0,316.0,,,14093.0,424.0,,,15390.0,324.0,107I
3004.0,780.0,15686.0,919.0,38626.0,596.0,8204.0,846.0,6177.0,780.0,,,108Y
5045.0,1192.0,16278.0,643.0,32308.0,401.0,5411.0,643.0,4781.0,1395.0,-7096.0,643.0,108Zr
3893.27,11.5,12455.05,1122.48,25485.96,16.2,9715.03,433.22,6783.02,14.65,-2629.0,1336.72,108Nb
6275.7,13.04,14321.1,12.23,18768.26,9.3,6158.22,10.11,4023.66,10.07,-3644.81,15.22,108Mo
5244.18,11.79,10660.19,12.73,11683.99,9.06,10922.56,12.67,6278.42,12.6,-360.83,9.64,108Tc
7870.16,11.72,12200.41,11.72,5591.06,8.75,6825.68,14.83,3492.79,36.24,-677.81,12.54,108Ru
6239.34,18.47,8458.18,16.46,-911.9,16.45,12002.31,15.0,5766.82,14.22,2904.77,37.94,108Rh
9222.88,1.63,9949.47,12.0,-7454.27,5.49,7549.23,5.5,3191.09,2.74,2056.69,2.73,108Pd
7271.41,0.17,6523.09,2.32,-15161.43,5.99,13011.57,2.33,5675.18,2.35,5890.88,3.28,108Ag
10333.47,2.01,8134.71,2.63,-23470.75,5.53,8400.78,3.22,2682.48,4.68,4811.88,1.6,108Cd
8626.88,14.09,4418.53,8.8,-31470.21,132.54,13723.13,8.71,5078.07,8.75,8597.42,9.76,108In
11629.03,7.56,5794.65,12.36,,,9249.0,13.36,2434.69,11.57,7910.3,5.56,108Sn
9863.41,6.89,1222.07,7.64,,,15619.16,7.49,5756.72,6.78,12841.64,11.63,108Sb
13313.66,71.04,2417.4,6.82,,,11402.43,9.21,3097.87,21.15,13202.73,6.71,108Te
11291.0,328.0,-600.75,111.91,,,16280.95,166.14,5025.96,327.88,17012.28,134.05,108I
3975.0,919.0,,,41082.0,700.0,6410.0,989.0,6454.0,922.0,,,109Y
2911.0,643.0,16185.0,780.0,34546.0,503.0,6882.0,711.0,4724.0,711.0,-5756.0,783.0,109Zr
5215.35,258.62,12625.0,477.0,28309.66,258.52,8400.7,1151.83,6724.25,504.41,-4990.0,566.0,109Nb
3981.37,14.49,14409.2,13.89,20940.48,11.24,7768.62,13.77,4401.42,11.92,-2469.61,433.29,109Mo
6431.31,12.53,10815.8,13.37,14436.65,9.75,8979.59,13.37,6715.81,13.31,-2433.02,10.5,109Tc
5148.37,11.92,12104.59,11.99,7765.92,9.08,8722.32,11.92,3901.88,14.99,1042.53,12.79,109Ru
8039.05,14.55,8627.08,9.57,1490.06,5.66,9573.86,9.57,6187.82,6.74,423.17,12.9,109Rh
6153.59,0.15,9863.73,14.04,-4976.29,8.03,9968.03,12.0,3620.21,5.5,4363.15,5.5,109Pd
9183.98,2.71,6484.19,1.4,-12468.45,5.42,10364.02,1.76,6052.16,1.7,3289.6,5.54,109Ag
7323.22,1.83,8186.53,2.84,-20788.93,4.64,10613.16,2.83,3302.12,3.38,7049.61,1.89,109Cd
10441.01,9.42,4526.07,3.9,-28817.01,7.81,11211.56,4.3,5506.68,4.12,6099.27,4.98,109In
8631.56,9.6,5799.34,11.74,-36460.64,300.21,11644.88,13.67,2842.01,14.58,10148.36,8.03,109Sn
11876.96,7.61,1470.01,7.53,,,12972.06,7.48,5966.76,7.32,10003.56,13.31,109Sb
10005.04,6.96,2559.03,7.03,,,13648.65,6.03,3621.96,8.65,15284.7,6.72,109Te
13094.21,132.43,-820.2,4.0,,,13577.64,71.15,5411.31,100.77,14447.2,10.04,109I
,,808.91,327.96,,,13971.0,424.0,,,17696.6,316.5,109Xe
4765.0,780.0,16975.0,919.0,37187.0,596.0,5122.0,843.0,4342.0,780.0,-8340.0,919.0,110Zr
3691.43,877.29,13406.0,978.0,30518.78,838.53,9754.0,929.0,6933.83,1400.97,-4299.0,978.0,110Nb
5947.91,26.67,15141.76,259.62,23788.32,24.23,5713.99,25.59,4045.28,25.52,-4516.5,1122.71,110Mo
4823.05,13.04,11657.49,14.67,16422.79,9.58,10432.24,13.25,6381.1,13.25,-1664.3,12.42,110Tc
7405.49,12.11,13078.77,12.65,10275.39,8.93,6561.01,11.98,3541.39,11.91,-1874.62,12.84,110Ru
5900.55,18.25,9379.26,19.89,3641.28,21.22,11543.47,19.77,5897.88,19.76,1567.63,19.76,110Rh
8795.75,1.26,10620.42,4.02,-2488.92,13.79,7411.62,14.01,3396.85,12.07,1178.01,8.69,110Pd
6809.19,0.1,7139.8,1.4,-10007.57,6.1,12777.71,1.4,5779.39,1.76,5052.8,12.08,110Ag
9914.97,1.57,8917.51,1.28,-18118.16,6.59,7969.6,2.42,2922.76,2.41,3671.07,1.26,110Cd
8051.77,12.22,5254.62,11.65,-26005.79,51.86,13493.25,11.61,5384.35,11.67,7583.1,11.8,110In
11283.12,15.91,6641.44,14.34,-33919.36,101.92,8988.64,16.26,2586.33,17.71,6794.68,13.88,110Sn
9270.07,7.95,2108.52,9.94,,,15331.01,8.03,5926.55,7.98,11760.93,12.62,110Sb
12585.74,7.9,3267.8,8.42,,,10926.33,8.57,3287.48,7.77,11928.82,8.45,110Te
10863.0,51.0,37.76,50.74,,,16028.3,50.84,4939.2,87.02,15835.46,50.72,110I
13824.39,316.64,1539.1,101.21,,,11437.79,166.41,2371.0,316.0,14263.1,123.35,110Xe
2745.0,919.0,,,39226.0,700.0,6351.0,989.0,4601.0,919.0,,,111Zr
4637.0,890.0,13278.0,667.0,33429.0,298.0,8028.0,585.0,7342.0,499.0,-5932.0,667.0,111Nb
3468.49,27.29,14918.82,838.44,26046.13,12.6,7460.84,258.8,4470.06,15.03,-2940.0,401.0,111Mo
6061.43,13.72,11771.01,26.43,19190.83,10.68,8352.18,15.4,6595.38,14.04,-3832.46,13.41,111Tc
4784.01,12.65,13039.73,13.04,12466.98,9.69,8208.31,13.17,4001.56,12.53,-382.93,13.38,111Ru
7547.08,19.08,9520.85,11.25,6087.59,7.66,9144.76,11.27,6220.95,11.06,-735.27,11.13,111Rh
5726.3,0.4,10446.17,17.8,-47.3,5.38,9724.37,4.04,3909.89,14.01,3321.86,8.71,111Pd
8829.46,1.91,7173.51,1.52,-7378.71,8.97,10101.83,1.82,6172.81,1.82,2462.67,14.07,111Ag
6975.6,0.17,9083.92,1.28,-15664.77,6.44,10177.98,1.28,3218.57,2.41,5918.36,1.15,111Cd
9993.39,12.04,5333.04,3.41,-23438.26,5.86,10823.08,3.63,5724.43,3.66,4861.12,4.17,111In
8167.92,14.77,6757.59,12.72,-31543.05,86.86,11261.73,6.65,3045.29,10.16,8960.23,5.45,111Sn
11458.32,10.67,2283.72,16.37,-38016.0,196.0,12504.25,11.9,6097.26,10.36,8929.48,12.37,111Sb
9428.98,9.19,3426.71,8.77,,,13374.31,8.31,3721.91,8.46,14128.86,8.38,111Te
12560.93,50.78,12.95,8.11,,,13472.41,6.47,5691.94,7.2,13137.95,7.27,111I
10544.23,133.1,1220.33,100.36,,,13987.77,86.96,3118.13,122.57,17032.53,86.87,111Xe
,,-1813.0,220.0,,,14060.0,358.0,,,15475.0,236.0,111Cs
4322.0,989.0,,,41820.0,700.0,,,4254.0,989.0,,,112Zr
3470.0,422.0,14003.0,760.0,35458.0,301.0,9323.0,667.0,6783.0,585.0,-5427.0,760.0,112Nb
5595.0,196.0,15877.0,357.0,28858.0,196.0,5557.0,861.0,4090.0,324.0,-5625.0,540.0,112Mo
4305.63,11.92,12608.15,13.73,21324.78,6.02,9994.45,24.84,6271.11,12.47,-2922.74,258.55,112Tc
6916.86,13.11,13895.17,13.79,14944.04,9.6,6114.5,12.98,3516.01,13.11,-3318.42,14.74,112Ru
5498.37,44.6,10235.2,45.14,8258.63,44.29,11051.88,44.98,5870.95,44.99,197.67,45.13,112Rh
8406.99,6.58,11306.08,9.41,2333.49,6.55,7217.93,18.97,3541.95,7.66,63.24,11.09,112Pd
6439.59,2.83,7886.8,2.53,-4984.75,17.99,12457.99,2.5,5886.81,2.67,4062.14,4.71,112Ag
9393.93,0.28,9648.38,1.44,-13007.35,8.39,7593.25,1.29,3008.62,1.29,2678.02,1.13,112Cd
7669.4,5.45,6026.85,4.25,-20926.8,11.09,13068.64,4.26,5378.24,4.52,6375.7,4.43,112In
10787.79,5.33,7551.98,3.43,-28628.72,8.29,8525.72,11.55,2698.51,3.98,5495.67,1.56,112Sn
8833.55,19.9,2949.35,18.61,-35308.69,88.61,14953.83,22.53,5895.27,19.52,10536.95,18.27,112Sb
12051.35,10.56,4019.74,12.19,,,10593.03,10.29,3547.52,9.9,10709.08,11.55,112Te
10180.86,11.3,764.82,12.1,,,15877.29,12.17,5516.12,11.14,14834.05,11.52,112I
13702.12,87.09,2361.52,9.55,,,11148.64,51.23,2510.21,7.44,13335.45,9.37,112Xe
11541.0,214.0,-816.29,4.07,,,16343.15,133.16,4743.33,312.41,17028.62,87.06,112Cs
4308.0,499.0,13989.0,806.0,38257.0,401.0,7760.0,806.0,7239.0,718.0,,,113Nb
3097.0,358.0,15505.0,423.0,31101.0,300.0,7097.0,423.0,4684.0,890.0,-3957.0,667.0,113Mo
5623.92,6.45,12637.0,196.0,24215.28,16.98,7839.03,13.02,6595.1,24.45,-4855.23,838.35,113Tc
4308.62,37.95,13898.15,37.28,17175.16,36.88,7867.31,38.21,4030.45,37.93,-1679.13,44.12,113Ru
7107.35,44.65,10425.69,11.96,10599.58,7.13,8728.54,12.02,6169.1,11.42,-2086.62,11.88,113Rh
5340.85,9.48,11148.56,44.62,4737.04,7.12,9424.17,9.68,4101.65,19.11,2127.89,11.31,113Pd
8514.42,16.82,7994.23,17.88,-2609.85,23.93,9669.87,16.66,6168.14,16.65,1448.27,24.37,113Ag
6539.74,0.22,9748.54,2.43,-10696.25,27.95,9882.97,1.46,3278.07,1.29,4934.02,0.62,113Cd
9448.3,4.25,6081.23,0.24,-18247.61,8.01,10595.94,0.36,5844.91,0.38,3736.59,1.29,113In
7744.39,1.56,7626.97,4.52,-26124.51,7.02,10774.72,3.76,3005.89,11.66,7666.24,1.6,113Sn
10889.32,24.77,3050.88,17.19,-32652.44,19.21,12232.43,18.0,6289.07,22.03,7699.4,20.71,113Sb
8850.84,29.18,4037.04,33.15,-38563.0,299.0,13200.51,29.31,3966.76,28.57,13141.36,31.16,113Te
12127.49,13.01,840.97,11.6,,,13178.78,10.27,5974.36,10.36,11976.63,9.99,113I
10248.6,10.74,2429.26,12.32,,,13460.97,8.33,3124.61,51.01,15672.59,9.49,113Xe
13545.57,87.22,-972.84,2.23,,,13341.81,87.12,5022.15,101.35,14346.05,51.27,113Cs
,,783.0,310.0,,,13747.0,357.0,,,17785.0,315.0,113Ba
2948.0,643.0,,,40323.0,508.0,9134.0,862.0,7036.0,862.0,,,114Nb
5389.0,423.0,16585.0,499.0,33684.0,298.0,5178.0,422.0,3933.0,422.0,-6601.0,760.0,114Mo
3860.06,433.16,13400.0,527.0,26330.51,433.17,9574.0,475.0,6203.53,433.33,-4078.0,526.0,114Tc
6425.01,37.05,14699.24,4.88,19793.12,3.56,5747.93,6.56,3666.87,11.16,-4635.65,13.07,114Ru
5014.41,71.91,11131.48,80.5,12859.18,71.56,10631.0,72.2,5938.7,72.21,-1039.6,72.34,114Rh
7971.17,9.75,12012.38,9.88,7068.78,6.95,6951.37,44.62,3677.56,9.68,-1059.27,11.92,114Pd
5975.29,17.26,8628.68,8.31,-434.23,22.31,12101.57,7.98,5919.14,4.62,3020.05,8.23,114Ag
9042.97,0.14,10277.08,16.64,-8126.36,27.95,7279.59,2.44,3064.57,1.46,1617.36,0.75,114Cd
7274.0,0.25,6815.49,0.36,-15774.0,149.0,12715.86,0.34,5546.5,0.43,5292.05,1.48,114In
10302.91,1.57,8481.58,0.19,-23473.83,11.18,8141.21,4.25,2696.37,3.42,4338.93,0.36,114Sn
8150.92,27.79,3457.41,21.89,-29814.31,74.38,14869.29,21.84,6306.07,22.48,9541.87,22.1,114Sb
11612.86,39.52,4760.57,32.81,-35983.14,106.41,10421.2,33.15,3812.22,29.31,9696.42,28.45,114Te
9748.0,149.0,1738.0,152.0,,,15482.0,149.0,5655.0,149.0,13687.0,149.0,114I
12953.59,13.1,3255.35,13.75,,,10688.25,15.16,2731.95,12.15,12147.99,12.89,114Xe
10989.05,71.62,-232.39,71.43,,,16054.88,71.58,4577.33,112.13,15917.93,71.26,114Cs
14193.0,315.0,1429.87,103.03,,,11095.66,134.45,1779.0,221.0,14136.51,134.38,114Ba
4038.0,711.0,,,42876.0,503.0,,,7320.0,862.0,,,115Nb
3013.0,499.0,16650.0,643.0,35677.0,401.0,6473.0,566.0,4389.0,499.0,-5292.0,806.0,115Mo
5791.02,900.46,13802.0,844.0,28662.66,789.65,6881.0,845.0,6008.0,813.0,-6400.0,844.0,115Tc
4039.24,88.56,14878.42,442.09,21894.74,88.5,7332.61,88.56,3933.26,88.67,-3079.0,215.0,115Ru
6590.52,71.93,11296.99,8.04,15306.51,7.32,8349.09,37.59,6265.04,12.07,-3324.49,9.16,115Rh
5006.76,15.18,12004.73,72.83,9607.45,13.55,9051.96,15.26,4169.17,46.11,850.83,16.6,115Pd
8123.17,18.83,8780.68,19.54,2020.75,24.3,9319.24,19.54,6202.96,19.4,395.25,47.72,115Ag
6140.86,0.59,10442.65,4.61,-6021.72,27.95,9653.15,16.65,3363.29,2.51,3883.48,6.57,115Cd
9037.86,0.3,6810.38,0.28,-13198.55,28.88,10217.74,0.24,5902.57,0.25,2693.77,2.42,115In
7545.43,0.02,8753.0,0.3,-21377.09,12.11,10044.09,0.19,2820.35,4.25,6187.43,0.25,115Sn
10578.15,27.09,3732.65,16.03,-27304.0,104.0,12035.53,16.1,6515.71,16.03,6633.13,16.58,115Sb
8245.51,39.52,4855.16,35.47,-33043.0,202.0,13065.02,32.81,4400.26,33.15,12238.7,27.95,115Te
11613.0,152.0,1738.2,40.18,,,12720.04,40.18,6093.77,30.07,10907.57,33.94,115I
9642.18,16.48,3149.0,150.0,,,13173.57,14.52,3270.64,15.86,14557.16,14.73,115Xe
13089.0,125.0,-97.0,103.0,,,13215.0,103.0,5191.0,103.0,13010.0,103.0,115Cs
11186.0,225.0,1627.0,213.0,,,13455.0,200.0,2134.0,218.0,16653.0,200.0,115Ba
4822.0,641.0,17435.0,709.0,38332.0,500.0,4598.0,709.0,3875.0,641.0,,,116Mo
3207.0,844.0,13996.0,499.0,31087.0,298.0,9062.0,422.0,5898.0,423.0,-5299.0,499.0,116Tc
5950.49,88.57,15037.89,789.45,24643.57,3.73,5242.18,433.16,3606.69,5.01,-5933.0,300.0,116Ru
4577.61,74.19,11835.36,115.25,17513.63,73.83,10196.5,73.91,5996.05,82.53,-2278.18,73.91,116Rh
7476.57,15.26,12890.77,10.14,11694.33,7.13,6589.8,71.91,3799.96,10.01,-2317.11,37.56,116Pd
5631.32,18.56,9405.24,13.93,4279.5,6.1,11659.1,7.67,5912.49,7.67,1871.28,7.84,116Ag
8699.32,0.67,11018.8,18.27,-3443.52,27.95,6929.13,4.57,3178.4,16.64,525.01,6.95,116Cd
6784.72,0.22,7454.24,0.69,-10757.51,96.59,12475.99,0.35,5657.59,0.33,4423.48,16.64,116In
9563.45,0.09,9278.59,0.1,-18479.25,13.04,7754.64,0.32,2705.2,0.21,3163.72,0.26,116Sn
7890.06,16.84,4077.29,5.16,-24780.0,100.0,14448.38,5.16,6370.04,5.4,8191.37,5.16,116Sb
11277.52,39.52,5554.53,32.21,-30689.0,202.0,9938.42,35.47,4012.06,32.81,8705.57,27.99,116Te
9225.76,100.82,2718.45,100.55,-36847.0,327.0,15107.14,100.55,5718.85,100.55,12571.13,98.11,116I
12461.29,17.8,3997.9,31.68,,,10460.0,150.0,2936.84,15.3,10946.71,30.84,116Xe
10414.0,143.0,675.0,101.0,,,15754.0,101.0,5025.0,101.0,14723.0,101.0,116Cs
13631.0,283.0,2169.0,225.0,,,10813.0,213.0,2049.0,200.0,13270.0,200.0,116Ba
,,-1086.0,371.0,,,15971.0,329.0,4003.0,432.0,16766.0,312.0,116La
2741.0,707.0,,,40255.0,500.0,5895.0,709.0,4082.0,709.0,,,117Mo
4997.0,499.0,14171.0,641.0,33800.0,401.0,7078.0,566.0,6289.0,499.0,-7348.0,643.0,117Tc
3492.27,433.16,15323.0,526.0,26928.52,433.15,7540.93,900.46,3974.48,612.56,-4036.0,526.0,117Ru
6232.57,74.36,12117.43,9.64,20045.67,10.14,8003.17,88.93,6188.49,9.5,-4650.68,433.24,117Rh
4664.16,10.1,12977.33,74.18,13973.27,7.26,8516.16,10.23,4150.2,71.92,-556.26,7.99,117Pd
7710.68,13.96,9639.35,15.32,6457.53,15.98,8955.18,19.17,6172.98,15.24,-824.99,72.84,117Ag
5777.23,1.0,11164.71,3.41,-1322.98,13.49,9275.07,18.3,3376.47,4.68,2718.96,7.02,117Cd
8764.61,4.89,7519.53,4.88,-8506.96,26.65,9852.24,4.92,5935.95,4.89,1634.16,6.68,117In
6943.1,0.47,9436.97,0.53,-16212.41,10.39,9849.4,0.48,3036.11,0.57,5263.58,0.55,117Sn
9888.71,9.89,4402.54,8.44,-22146.45,62.98,12105.1,8.44,6784.24,8.44,5576.66,8.44,117Sb
7897.77,31.02,5562.23,14.41,-27637.66,250.7,12618.8,20.93,4265.22,25.65,11110.71,13.46,117Te
11015.16,100.08,2456.09,38.3,-33965.0,202.0,12337.49,38.3,6316.55,38.3,9706.9,34.11,117I
9209.93,16.67,3982.07,97.15,,,12863.27,30.68,3475.0,149.0,13349.63,29.81,117Xe
12522.0,118.0,735.34,63.76,,,12874.46,63.57,5456.85,63.4,11950.0,162.0,117Cs
10949.0,321.0,2704.0,270.0,,,12953.0,270.0,2088.56,260.24,15274.54,250.59,117Ba
13897.0,371.0,-820.1,3.0,,,13260.0,283.0,4299.0,225.0,13858.0,213.0,117La
4532.0,707.0,,,42759.0,500.0,,,3588.0,709.0,,,118Mo
3479.0,566.0,14909.0,641.0,35764.0,401.0,8421.0,641.0,5823.0,566.0,-6789.0,643.0,118Tc
5841.0,477.0,16167.0,448.0,29442.0,201.0,4907.0,359.0,3924.0,814.0,-6864.0,448.0,118Ru
4061.4,25.78,12686.57,433.82,22340.75,25.44,9892.26,24.52,6166.33,91.75,-2921.07,789.81,118Rh
7035.59,7.61,13780.34,9.18,16264.11,2.53,6058.18,73.87,3705.14,7.67,-3552.61,88.53,118Pd
5443.09,13.8,10418.28,7.68,8442.42,3.93,10988.65,7.56,5736.65,13.78,322.44,7.74,118Ag
8354.57,20.02,11808.6,24.17,994.94,27.23,6551.82,20.26,3145.07,27.09,-628.85,24.16,118Cd
6356.49,6.02,8098.79,7.82,-6257.16,21.23,12195.08,7.75,5720.32,7.78,3400.84,19.84,118In
9326.42,0.13,9998.78,4.86,-13573.8,10.39,7307.7,0.55,2747.55,0.5,2078.03,0.82,118Sn
7427.99,8.95,4887.43,2.98,-19586.85,13.1,14240.56,3.01,6901.68,3.02,7186.53,3.02,118Sb
10672.49,22.86,6346.02,20.32,-25342.0,196.0,9836.37,19.16,4170.87,24.46,7983.65,18.48,118Te
8606.29,32.81,3164.61,23.91,-31411.0,301.0,15008.72,34.23,5955.77,34.23,11678.76,25.44,118I
11965.04,14.68,4931.95,28.18,,,10123.99,97.15,3122.79,30.68,9630.1,29.81,118Xe
9987.59,63.7,1513.0,16.44,,,15348.16,18.24,5111.44,17.59,13574.83,31.57,118Cs
12968.0,318.0,3150.0,205.0,,,10399.0,220.0,2209.0,221.0,11949.0,196.0,118Ba
11161.0,361.0,-609.0,391.0,,,15731.0,361.0,4324.0,361.0,15786.0,317.0,118La
4653.0,643.0,15030.0,709.0,38275.0,503.0,6510.0,709.0,5993.0,709.0,,,119Tc
3376.0,359.0,16064.0,499.0,31413.0,300.0,6528.0,499.0,3756.0,422.0,-5418.0,582.0,119Ru
6006.65,25.96,12852.0,200.0,24876.49,11.84,7377.88,433.24,6110.17,10.03,-5721.0,298.0,119Rh
4090.47,8.56,13809.41,25.57,18657.12,8.27,8200.28,12.06,4192.28,74.28,-1692.59,9.05,119Pd
7163.29,14.92,10545.99,14.91,10828.41,16.6,8489.52,16.39,6049.92,16.34,-2263.24,75.28,119Ag
5346.74,42.67,11712.25,37.78,3204.11,38.53,8915.75,40.06,3429.64,37.84,1500.97,38.36,119Cd
8542.39,8.38,8286.61,21.29,-3933.75,28.88,9429.91,7.38,5877.25,7.31,489.77,8.0,119In
6483.49,0.55,10125.78,7.72,-11270.61,10.4,9588.83,4.89,3048.78,0.76,4293.86,0.73,119Sn
9549.28,8.24,5110.3,7.69,-17169.13,15.93,11634.38,7.69,6915.85,7.7,4421.97,7.7,119Sb
7555.91,20.12,6473.94,8.48,-22591.09,200.43,12169.17,11.59,4505.03,9.48,9991.19,7.96,119Te
10865.8,34.23,3357.92,33.5,-28976.0,301.0,12040.69,31.02,6367.49,39.52,8703.02,28.42,119I
8786.67,14.68,5112.34,22.32,-34854.0,500.0,12352.47,28.18,3561.88,97.15,12120.95,29.81,119Xe
11967.0,18.89,1514.97,17.38,,,12591.09,17.38,5605.73,19.09,10833.59,97.59,119Cs
10307.0,280.0,3469.69,200.67,,,12613.81,209.77,2317.0,224.0,14103.04,200.69,119Ba
13301.0,424.0,-276.0,358.0,,,13379.0,391.0,4654.0,361.0,12899.0,316.0,119La
,,1669.0,583.0,,,13241.0,539.0,1569.0,590.0,16286.0,539.0,119Ce
3218.0,711.0,,,40134.0,503.0,7823.0,709.0,5516.0,709.0,,,120Tc
5519.0,499.0,16930.0,643.0,33945.0,401.0,4488.0,566.0,3234.0,566.0,-8196.0,641.0,120Ru
4063.0,196.0,13539.0,357.0,26914.0,200.0,9156.0,280.0,5539.0,475.0,-4786.0,446.0,120Rh
6943.47,8.49,14746.23,9.59,20818.32,2.22,5318.22,24.32,3481.38,9.12,-5143.78,433.15,120Pd
5077.05,15.37,11532.57,9.38,12766.26,8.47,10448.05,5.12,5637.03,8.52,-1107.73,9.95,120Ag
8051.6,37.88,12600.56,15.17,5410.63,4.84,6307.24,4.5,3088.71,14.07,-1886.48,8.15,120Cd
6100.41,40.65,9040.27,54.97,-1975.38,42.84,11684.08,44.73,5554.07,40.02,2100.05,42.25,120In
9104.66,1.09,10688.06,7.25,-8925.95,11.85,6840.65,7.8,2708.73,4.96,966.42,1.35,120Sn
7014.9,10.54,5641.71,7.22,-14529.12,12.3,13945.9,7.21,6844.04,7.21,6171.68,8.69,120Sb
10258.12,8.53,7182.78,8.3,-20479.35,300.18,9339.03,4.31,4135.61,8.98,6676.17,3.12,120Te
8058.77,31.87,3860.78,17.26,-26183.0,300.0,14654.4,23.6,6206.48,20.39,10532.95,17.48,120I
11449.33,15.73,5695.86,30.34,-32572.0,500.0,9509.43,23.02,3127.71,28.74,8569.39,17.91,120Xe
9654.9,17.14,2383.2,14.39,,,14901.22,14.39,5160.75,14.39,12193.84,28.03,120Cs
12369.87,360.84,3872.56,300.49,,,10231.53,300.44,2468.51,306.59,10943.1,300.34,120Ba
10852.0,424.0,269.0,361.0,,,15495.0,358.0,4752.0,391.0,14569.0,306.0,120La
13731.0,707.0,2100.0,583.0,,,10671.0,583.0,1735.0,539.0,13504.0,559.0,120Ce
4333.0,709.0,,,42623.0,500.0,,,5715.0,707.0,,,121Tc
3106.0,566.0,16818.0,643.0,36027.0,401.0,6035.0,643.0,3607.0,566.0,-6770.0,641.0,121Ru
5507.0,650.0,13527.0,738.0,29585.85,620.05,7025.0,687.0,5874.0,651.0,-6814.0,738.0,121Rh
3973.6,4.06,14657.0,196.0,23014.94,3.49,7351.27,9.9,3569.19,24.47,-3276.0,200.0,121Pd
6822.64,12.91,11411.74,12.32,15197.5,12.38,7715.89,14.65,5849.98,12.36,-3868.96,27.09,121Ag
5187.79,4.2,12711.29,4.87,7471.68,25.92,8282.75,14.83,3344.02,3.18,-38.68,3.16,121Cd
