N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
91,62,153,Sm,-n,-72559.686,1.219,8228.534,0.008,807.5360000000001,0.708,152922103.96899998,1.3090000000000002,153Sm,14126.04,0.62,16194.64,0.67,-609.14,1.94,322.87,0.25,-9699.25,24.46,-7742.75,0.7,5868.4,0.13,8594.47,25.89,-3416.74,3.91,11537.18,4.52,5901.51,20.01,6766.47,0.66,-8594.47,-5868.4,-14533.9139,-12309.3479,-13912.3549,-13811.149399999998,-16194.64,-14126.04,-609.14,25.189500000000066,-8594.47,-5868.4,-3643.834,-8525.0965,-5644.2451,-6815.8735000000015,-8916.9035,-8594.47,-6369.9039999999995,-5868.4,-6052.118900000001,-8476.5996,388.82900000000063,-3100.9955999999993,788.9440000000001,14709.2194,11219.394900000001
90,63,153,Eu,Other,-73367.22200000001,1.33,8228.699,0.009000000000000001,-484.671,0.7170000000000001,152921237.04299998,1.4280000000000002,153Eu,14857.0,0.16,14559.1,4.51,272.12,1.99,-2053.88,3.88,-9402.01,25.89,-6731.62,0.71,8550.28,0.12,5893.59,0.69,-8355.12,5.02,11919.86,0.55,8547.97,0.56,5876.32,20.01,-5893.59,-8550.28,-14151.2339,-11926.6679,-11265.894900000001,-14701.2994,-14559.1,-14857.0,272.12,-1267.0175,-5893.59,-8550.28,-6325.714000000001,-7513.9664999999995,-6375.205099999999,-6433.193500000001,-8619.6635,-5893.59,-3669.0240000000003,-8550.28,-5669.438900000001,-6841.0596000000005,-2293.0510000000004,-400.1156000000001,-503.263,12027.339399999999,13920.2749
89,64,153,Gd,Other,-72882.55099999999,1.203,8220.418,0.008,-1569.213,3.845,152921757.359,1.291,153Gd,14836.45,2.86,12884.21,0.64,1828.27,0.74,-3739.61,3.91,-5408.92,0.22,-10236.95,40.0,6246.95,0.13,7283.27,0.71,-12413.95,9.3,12481.11,0.71,6773.74,6.2,9814.99,0.64,-7283.27,-6246.95,-13589.9839,-11365.4179,-13040.1249,-10762.6294,-12884.21,-14836.45,1828.27,-2351.5595,-7283.27,-6246.95,-4022.384,-11019.2965,-6354.6551,-5871.943500000001,-4626.5735,-7283.27,-5058.704000000001,-6246.95,-5108.188900000001,-5166.169599999999,10.279000000000451,-1789.7956000000004,-1587.805,14330.669399999999,12530.5949
88,65,153,Tb,Other,-71313.338,3.995,8205.048,0.026000000000000002,-2170.394,1.933,152923441.978,4.289,153Tb,15832.47,5.51,11238.43,3.88,2702.86,5.02,-6301.23,6.15,-5714.05,3.88,-9266.78,5.86,8667.74,40.18,3895.39,3.85,-17340.01,12.58,13586.21,4.75,9314.65,7.11,9125.3,7.25,-3895.39,-8667.74,-12484.8839,-10260.317900000002,-10499.2149,-11452.3194,-11238.43,-15832.47,2702.86,-2952.7405,-3895.39,-8667.74,-6443.174,-10049.1265,-7350.675099999999,-4766.843500000003,-4931.7035000000005,-3895.39,-1670.824,-8667.74,-4003.0889000000025,-3520.3896000000004,-2410.5109999999995,1598.0844000000002,-2188.986,11909.8794,15918.474900000001
87,66,153,Dy,Other,-69142.943,4.048,8185.749,0.026000000000000002,-4130.84,6.157,152925771.992,4.346,153Dy,16533.17,4.91,9532.15,4.8,3559.15,3.62,-8674.34,10.0,-1725.0,3.91,-13609.49,13.14,7096.39,5.88,5715.0,40.19,-21935.0,196.0,13191.37,5.54,6826.83,8.28,12267.39,7.13,-5715.0,-7096.39,-12879.723899999999,-10655.1579,-12987.0349,-8310.2294,-9532.15,-16533.17,3559.15,-4913.1865,-5715.0,-7096.39,-4871.8240000000005,-14391.8365,-8051.3750999999975,-5161.683500000001,-942.6535,-5715.0,-3490.434,-7096.39,-4397.928900000001,-1814.1095999999998,-839.1610000000001,-221.52559999999994,-4149.432,13481.2294,14098.8649
86,67,153,Ho,-a,-65012.102999999996,5.093999999999999,8153.637,0.033,-4543.499,9.916,152930206.632,5.468,153Ho,17532.0,9.63,7966.54,6.32,4051.65,3.54,-11038.77,12.81,-1584.16,40.31,-12583.04,10.12,9478.65,13.47,2183.2,6.53,-26639.26,150.12,14451.11,5.67,9161.55,6.36,11740.02,8.79,-2183.2,-9478.65,-11619.9839,-9395.4179,-10652.314900000001,-8837.5994,-7966.54,-17532.0,4051.65,-5325.845499999999,-2183.2,-9478.65,-7254.084,-13365.3865,-9050.2051,-3901.943500000001,-801.8135000000001,-2183.2,41.365999999999985,-9478.65,-3138.188900000001,-248.4996000000001,-3221.4209999999994,3310.2744000000002,-4562.090999999999,11098.9694,17630.6649
85,68,153,Er,Other,-60468.60400000001,9.321,8118.826999999999,0.061,-6495.276,12.890999999999998,152935084.27899998,10.006,153Er,18344.95,18.92,6294.14,9.69,4802.39,1.4,-13260.0,196.0,2360.3,10.21,-16819.65,54.82,8039.54,12.23,4152.8,15.17,-33168.0,300.0,13864.94,12.41,6341.33,16.93,14487.4,10.1,-4152.8,-8039.54,-12206.1539,-9981.5879,-13472.5349,-6090.2194,-6294.14,-18344.95,4802.39,-7277.6224999999995,-4152.8,-8039.54,-5814.974,-17601.9965,-9863.1551,-4488.113500000001,3142.6465000000003,-4152.8,-1928.2340000000004,-8039.54,-3724.358900000001,1423.9003999999995,-1782.3109999999997,1340.6743999999999,-6513.8679999999995,12538.079399999999,15661.064900000001
84,69,153,Tm,Other,-53973.329000000005,11.982999999999999,8071.2609999999995,0.078,-6765.0,196.0,152942057.244,12.864,153Tm,19343.21,22.81,4928.53,14.55,5248.33,1.45,-15600.48,150.51,2342.47,15.5,-15774.27,150.19,10324.37,55.34,761.92,12.4,,,15003.76,20.37,8722.04,20.95,13618.95,18.55,-761.92,-10324.37,-11067.3339,-8842.7679,-11091.8249,-6958.669399999999,-4928.53,-19343.21,5248.33,-7547.3465,-761.92,-10324.37,-8099.804000000001,-16556.6165,-10861.415099999998,-3349.2935000000016,3124.8165,-761.92,1462.6459999999997,-10324.37,-2585.5389000000014,2789.5104,-4067.1410000000005,4731.5544,-6783.592,10253.249399999999,19051.944900000002
83,70,153,Yb,x,-47208.0,196.0,8022.0,1.0,-8835.0,247.0,152949320.0,210.0,153Yb,21808.0,359.0,3520.0,196.0,4109.0,198.0,-19908.0,358.0,6003.0,196.0,-21857.0,277.0,9009.0,246.0,2777.0,203.0,,,14275.0,197.0,4147.0,277.0,16270.0,196.0,-2777.0,-9009.0,-11796.0939,-9571.527900000001,-15666.8649,-4307.6194,-3520.0,-21808.0,4109.0,-9617.3465,-2777.0,-9009.0,-6784.434,-22639.3465,-13326.2051,-4078.053500000002,6785.3465,-2777.0,-552.4340000000002,-9009.0,-3314.2989000000016,4198.0404,-2751.7709999999997,2716.4744,-8853.592,11568.6194,17036.8649
82,71,153,Lu,+a,-38372.844,150.034,7959.07,0.981,-11073.0,335.0,152958805.054,161.06799999999998,153Lu,24407.0,335.0,2178.03,151.29,3085.0,247.0,,,6058.46,139.97,,,13022.0,247.0,-608.57,9.88,,,13880.3,335.87,5130.0,335.0,13764.0,247.0,608.57,-13022.0,-12190.7939,-9966.227900000002,-14683.8649,-6813.6194,-2178.03,-24407.0,3085.0,-11855.3465,608.57,-13022.0,-10797.434000000001,,-15925.2051,-4472.7535000000025,6840.8065,608.57,2833.136,-13022.0,-3708.9989000000023,5540.010399999999,-6764.771,6102.0444,-11091.592,7555.6194,20422.4349
81,72,153,Hf,x,-27300.0,300.0,7882.0,2.0,,,152970692.0,322.0,153Hf,,,336.0,425.0,3473.0,424.0,,,11681.0,335.0,,,,,1167.0,358.0,,,13519.0,424.0,2204.0,424.0,16985.0,424.0,-1167.0,,-12552.0939,-10327.527900000001,-17609.8649,-3592.6193999999996,-336.0,,3473.0,,-1167.0,,,,,-4834.053500000002,12463.3465,-1167.0,1057.5659999999998,,-4070.2989000000016,7382.0404,,4326.4744,,,18646.8649
98,56,154,Ba,x,-32820.0,500.0,8000.0,3.0,8709.0,583.0,153964766.0,537.0,154Ba,7252.0,640.0,,,,,19399.0,539.0,,,5168.0,583.0,4422.0,640.0,,,33005.0,503.0,6821.0,707.0,6273.0,707.0,,,,-4422.0,-19250.0939,-17025.5279,-13540.8649,,,-7252.0,,7926.6535,,-4422.0,-2197.434,4385.6535,1229.7949000000008,-11532.053500000002,,,,-4422.0,-10768.298900000002,,1835.2290000000003,,8690.408,16155.6194,
97,57,154,La,x,-41530.0,300.0,8051.0,2.0,10690.0,361.0,153955416.0,322.0,154La,8382.0,424.0,27177.0,583.0,-5785.0,500.0,16575.0,321.0,,,5309.0,361.0,3541.0,424.0,12349.0,500.0,26982.0,303.0,10892.0,500.0,8274.0,500.0,-1654.0,583.0,-12349.0,-3541.0,-15179.0939,-12954.527900000001,-11539.8649,-22231.6194,-27177.0,-8382.0,-5785.0,9907.6535,-12349.0,-3541.0,-1316.4340000000002,4526.6535,99.79490000000078,-7461.053500000002,,-12349.0,-10124.434000000001,-3541.0,-6697.298900000002,-19458.959600000002,2716.2290000000003,-6855.5256,10671.408,17036.6194,7464.8649000000005
96,58,154,Ce,x,-52220.0,200.0,8116.0,1.0,5885.0,230.0,153943940.0,215.0,154Ce,9382.0,283.0,25087.0,447.0,-4744.0,361.0,13605.0,207.0,-23039.0,447.0,1278.0,201.0,5381.0,283.0,13449.0,361.0,20236.0,200.0,7781.0,361.0,5955.0,479.0,-1633.0,447.0,-13449.0,-5381.0,-18290.0939,-16065.527900000001,-13858.8649,-22210.6194,-25087.0,-9382.0,-4744.0,5102.6535,-13449.0,-5381.0,-3156.434,495.6535,-900.2050999999992,-10572.053500000002,-22256.6535,-13449.0,-11224.434000000001,-5381.0,-9808.298900000002,-17368.959600000002,876.2290000000003,-7955.5256,5866.408,15196.6194,6364.8649000000005
95,59,154,Pr,+,-58104.975999999995,113.009,8148.892,0.7340000000000001,7720.0,100.0,153937621.738,121.32,154Pr,10489.55,114.52,23393.0,321.0,-4399.93,449.9,10407.0,103.08,-19334.0,321.0,1154.0,113.04,4607.83,113.63,10484.0,230.0,13633.14,113.01,11586.0,230.0,7984.13,114.39,851.76,449.9,-10484.0,-4607.83,-14485.0939,-12260.527900000001,-11829.7349,-19725.8594,-23393.0,-10489.55,-4399.93,6937.6535,-10484.0,-4607.83,-2383.264,371.6535,-2007.7550999999985,-6767.053500000002,-18551.6535,-10484.0,-8259.434000000001,-4607.83,-6003.298900000002,-15674.9596,1649.3990000000003,-4990.5256,7701.408,15969.7894,9329.8649
94,60,154,Nd,+,-65824.976,52.641999999999996,8193.942,0.342,2687.0,25.0,153929333.977,56.513000000000005,154Nd,11818.2,58.03,21423.0,207.0,-3403.04,53.93,6630.2,52.62,-18204.0,207.0,-3248.47,53.4,6566.0,52.71,11545.48,53.97,7880.98,52.63,8643.89,55.81,5818.71,53.91,1046.48,55.54,-11545.48,-6566.0,-17427.2039,-15202.637900000002,-13995.154900000001,-19531.1394,-21423.0,-11818.2,-3403.04,1904.6535,-11545.48,-6566.0,-4341.434,-4030.8165,-3336.4051,-9709.163500000002,-17421.6535,-11545.48,-9320.914,-6566.0,-8945.408900000002,-13704.9596,-308.77099999999973,-6052.0055999999995,2668.408,14011.6194,8268.384900000001
93,61,154,Pm,IT,-68511.976,46.326,8206.31,0.301,3943.2,46.303000000000004,153926449.364,49.733000000000004,154Pm,13400.42,53.05,19331.85,49.9,-2636.41,47.19,3226.14,46.32,-14232.48,47.83,-4023.61,46.31,5935.47,47.19,8470.65,46.41,1644.33,64.78,12348.24,52.37,7295.07,46.32,3914.06,47.76,-8470.65,-5935.47,-13722.8539,-11498.287900000001,-12518.7949,-16663.5594,-19331.85,-13400.42,-2636.41,3160.8534999999997,-8470.65,-5935.47,-3710.9040000000005,-4805.9565,-4918.625099999999,-6004.813500000002,-13450.1335,-8470.65,-6246.084,-5935.47,-5241.058900000002,-11613.809599999999,321.759,-2977.1755999999996,3924.6079999999997,14642.149399999998,11343.2149
92,62,154,Sm,Other,-72455.17599999999,1.462,8226.835,0.009000000000000001,-717.056,1.103,153922216.164,1.569,154Sm,13835.21,0.84,16883.71,24.47,-1200.34,1.05,1250.78,0.86,-12413.85,3.11,-7159.27,1.08,7966.81,0.85,9096.32,9.1,-2061.27,7.46,9509.82,25.9,5794.94,4.59,4134.21,1.06,-9096.32,-7966.81,-16561.2739,-14336.707900000001,-14018.924900000002,-16443.4094,-16883.71,-13835.21,-1200.34,-1499.4025000000001,-9096.32,-7966.81,-5742.244000000001,-7941.6165,-5353.415099999998,-8843.233500000002,-11631.5035,-9096.32,-6871.754,-7966.81,-8079.478900000002,-9165.6696,-1709.5810000000001,-3602.8455999999996,-735.648,12610.809399999998,10717.5449
91,63,154,Eu,Other,-71738.121,1.3459999999999999,8217.098,0.009000000000000001,1967.8339999999998,0.755,153922985.955,1.444,154Eu,14992.5,0.27,15061.88,25.89,-565.9,20.01,-1581.82,45.3,-8379.27,9.11,-6926.89,0.74,6442.22,0.24,6467.41,0.74,-7098.81,8.21,13735.29,0.72,7702.21,0.6,7294.34,4.52,-6467.41,-6442.22,-12335.803899999999,-10111.2379,-12111.654900000001,-13283.2794,-15061.88,-14992.5,-565.9,1185.4874999999997,-6467.41,-6442.22,-4217.654,-7709.2365,-6510.705099999999,-4617.763500000001,-7596.923500000001,-6467.41,-4242.844,-6442.22,-3854.0089000000007,-7343.839599999999,-184.99099999999999,-973.9355999999998,1949.2419999999997,14135.399399999998,13346.4549
90,64,154,Gd,Other,-73705.954,1.197,8224.796,0.008,-3549.651,45.298,153920873.398,1.285,154Gd,15141.67,0.21,13521.29,0.27,920.27,0.66,-3312.05,7.42,-8435.24,0.3,-10463.93,3.85,8894.72,0.17,7627.7,0.73,-11100.93,4.93,9893.11,0.72,5810.95,0.72,6516.73,0.65,-7627.7,-8894.72,-16177.9839,-13953.4179,-14002.9149,-14060.8894,-13521.29,-15141.67,920.27,-4331.9974999999995,-7627.7,-8894.72,-6670.1539999999995,-11246.2765,-6659.875099999999,-8459.943500000001,-7652.8935,-7627.7,-5403.134,-8894.72,-7696.188900000001,-5803.249600000001,-2637.490999999999,-2134.2255999999998,-3568.243,11682.8994,12186.1649
89,65,154,Tb,-,-70156.303,45.31399999999999,8196.666,0.294,237.604,45.901,153924684.106,48.646,154Tb,15582.02,60.43,11845.99,45.3,2211.02,45.72,-5516.99,46.04,-4078.05,45.3,-9084.68,45.47,6914.28,45.46,4562.72,45.3,-15729.17,47.55,15261.42,45.3,8896.49,45.39,10142.95,45.3,-4562.72,-6914.28,-10809.6739,-8585.1079,-10917.3749,-10434.669399999999,-11845.99,-15582.02,2211.02,-544.7425,-4562.72,-6914.28,-4689.714,-9867.0265,-7100.2251,-3091.6335000000017,-3295.7035,-4562.72,-2338.1540000000005,-6914.28,-2327.8789000000015,-4127.9496,-657.0509999999995,930.7543999999998,219.012,13663.3394,15251.1449
88,66,154,Dy,Other,-70393.907,7.445,8193.129,0.048,-5754.596,10.177999999999999,153924429.028,7.992000000000001,154Dy,16418.67,8.61,10264.93,7.41,2945.11,4.95,-7788.89,8.82,-4800.33,7.42,-13453.12,8.87,9322.28,8.34,6369.54,8.32,-20461.82,18.8,11033.82,40.68,6093.65,8.37,9441.23,7.9,-6369.54,-9322.28,-15037.2739,-12812.707900000001,-13720.2149,-11136.3894,-10264.93,-16418.67,2945.11,-6536.942499999999,-6369.54,-9322.28,-7097.714000000001,-14235.4665,-7936.8750999999975,-7319.233500000002,-4017.9835,-6369.54,-4144.974,-9322.28,-6555.478900000002,-2546.8896000000004,-3065.0510000000004,-876.0655999999999,-5773.187999999999,11255.339399999999,13444.3249
87,67,154,Ho,-a,-64639.310999999994,8.228,8150.681,0.053,-2034.2910000000002,9.463,153930606.841,8.833,154Ho,17177.17,14.97,8500.34,40.83,4041.49,3.63,-10212.18,16.57,-614.94,9.02,-12242.02,12.33,7698.53,9.51,2785.34,9.04,-24924.0,196.0,16189.37,9.26,8977.15,8.68,12630.59,9.07,-2785.34,-7698.53,-9881.723899999999,-7657.1579,-10836.7149,-7947.029399999999,-8500.34,-17177.17,4041.49,-2816.6375000000003,-2785.34,-7698.53,-5473.964,-13024.3665,-8695.375099999997,-2163.683500000001,167.40649999999994,-2785.34,-560.7740000000003,-7698.53,-1399.9289000000008,-782.2996000000003,-1441.3009999999995,2708.1344,-2052.8830000000003,12879.0894,17028.5249
86,68,154,Er,Other,-62605.02,4.986000000000001,8132.392,0.032,-8177.888000000001,14.915999999999999,153932790.743,5.353,154Er,18247.28,10.11,7065.09,6.46,4279.66,2.61,-12672.94,17.77,-751.05,6.19,-16703.01,12.92,10207.73,10.39,4881.89,6.82,-29935.0,300.0,11710.56,13.46,5881.77,9.28,11793.79,5.59,-4881.89,-10207.73,-14360.5339,-12135.967900000001,-13932.0949,-8783.829399999999,-7065.09,-18247.28,4279.66,-8960.2345,-4881.89,-10207.73,-7983.164,-17485.356499999998,-9765.485099999998,-6642.493500000002,31.296500000000037,-4881.89,-2657.3240000000005,-10207.73,-5878.738900000002,652.9503999999997,-3950.5009999999993,611.5843999999997,-8196.480000000001,10369.8894,14931.974900000001
85,69,154,Tm,-a,-54427.130999999994,14.412,8074.2080000000005,0.094,-4495.048,13.953,153941570.067,15.472000000000001,154Tm,18849.49,55.92,5400.3,19.09,5093.83,2.64,-14712.0,197.0,3296.0,15.25,-15290.0,196.0,8525.12,18.73,1247.5,17.13,,,16784.05,16.9,8703.21,21.89,14842.01,16.57,-1247.5,-8525.12,-9287.0439,-7062.477900000002,-11110.654900000001,-5735.609399999999,-5400.3,-18849.49,5093.83,-5277.394499999999,-1247.5,-8525.12,-6300.554000000001,-16072.3465,-10367.6951,-1569.0035000000025,4078.3465,-1247.5,977.0659999999998,-8525.12,-805.2489000000023,2317.7403999999997,-2267.8910000000005,4245.9744,-4513.639999999999,12052.499399999999,18566.3649
84,70,154,Yb,Other,-49932.083,17.281,8039.939,0.11199999999999999,-10217.0,197.0,153946395.701,18.552,154Yb,19804.34,150.7,4009.65,19.4,5474.31,1.73,-17262.0,300.0,3247.55,19.61,-19630.56,151.03,10795.0,196.0,3247.72,21.02,,,12499.0,56.72,5704.73,8.85,13980.6,23.87,-3247.72,-10795.0,-13572.0939,-11347.527900000001,-14109.134900000001,-6597.019399999999,-4009.65,-19804.34,5474.31,-10999.3465,-3247.72,-10795.0,-8570.434000000001,-20412.9065,-11322.5451,-5854.053500000002,4029.8965000000003,-3247.72,-1023.154,-10795.0,-5090.298900000002,3708.3903999999998,-4537.771,2245.7544000000003,-10235.592,9782.6194,16566.1449
83,71,154,Lu,+a,-39715.0,196.0,7969.0,1.0,-7045.0,358.0,153957364.0,211.0,154Lu,22436.0,277.0,2573.0,203.0,4351.0,277.0,,,6969.0,196.0,-20486.0,358.0,9414.0,247.0,-204.06,13.96,,,17266.0,247.0,6691.0,359.0,16704.0,197.0,204.06,-9414.0,-8805.0939,-6580.527900000001,-13122.8649,-3873.6193999999996,-2573.0,-22436.0,4351.0,-7827.3465,204.06,-9414.0,-7189.434,-21268.3465,-13954.2051,-1087.0535000000018,7751.3465,204.06,2428.6259999999997,-9414.0,-323.2989000000016,5145.0404,-3156.7709999999997,5697.5344000000005,-7063.592,11163.6194,20017.9249
82,72,154,Hf,x,-32670.0,300.0,7918.0,2.0,,,153964927.0,322.0,154Hf,,,978.0,335.0,3543.0,424.0,,,7249.0,358.0,,,13441.0,424.0,1586.0,335.0,,,11463.0,358.0,2302.0,424.0,14518.0,425.0,-1586.0,-13441.0,-14608.0939,-12383.527900000001,-17511.8649,-6059.6194,-978.0,,3543.0,,-1586.0,-13441.0,-11216.434000000001,,,-6890.053500000002,8031.3465,-1586.0,638.5659999999998,-13441.0,-6126.298900000002,6740.0404,-7183.771,3907.4744,,7136.6194,18227.8649
98,57,155,La,x,-37930.0,400.0,8028.0,3.0,9850.0,500.0,154959280.0,429.0,155La,8013.0,500.0,,,-6126.0,640.0,17485.0,400.0,,,6218.0,447.0,4472.0,500.0,12399.0,640.0,29009.0,400.0,9250.0,565.0,8644.0,565.0,-3354.0,640.0,-12399.0,-4472.0,-16821.0939,-14596.527900000001,-11169.8649,-23931.6194,,-8013.0,-6126.0,9067.6535,-12399.0,-4472.0,-2247.434,5435.6535,468.7949000000008,-9103.053500000002,,-12399.0,-10174.434000000001,-4472.0,-8339.298900000002,,1785.2290000000003,-6905.5256,9831.408,16105.6194,7414.8649000000005
97,58,155,Ce,x,-47780.0,300.0,8087.0,2.0,7635.0,300.0,154948706.0,322.0,155Ce,9013.0,361.0,25888.0,500.0,-5265.0,500.0,14504.0,300.0,-22249.0,583.0,2254.0,321.0,3632.0,361.0,13539.0,424.0,22411.0,300.0,8990.0,424.0,6374.0,424.0,-423.0,500.0,-13539.0,-3632.0,-17081.0939,-14856.527900000001,-13439.8649,-21000.6194,-25888.0,-9013.0,-5265.0,6852.6535,-13539.0,-3632.0,-1407.4340000000002,1471.6535,-531.2050999999992,-9363.053500000002,-21466.6535,-13539.0,-11314.434000000001,-3632.0,-8599.298900000002,-18169.959600000002,2625.2290000000003,-8045.5256,7616.408,16945.6194,6274.8649000000005
96,59,155,Pr,Other,-55415.268,17.198,8131.039000000001,0.111,6868.456,19.472,154940509.259,18.462,155Pr,9989.44,20.9,23934.0,300.0,-4529.85,435.81,11524.66,17.82,-21175.0,300.0,2338.39,55.38,5381.61,114.31,10485.0,201.0,16402.82,17.25,10205.0,201.0,8429.0,201.0,-479.0,300.0,-10485.0,-5381.61,-15866.0939,-13641.527900000001,-11384.8649,-21056.6194,-23934.0,-9989.44,-4529.85,6086.1095000000005,-10485.0,-5381.61,-3157.044,1556.0434999999998,-1507.6450999999997,-8148.053500000002,-20392.6535,-10485.0,-8260.434000000001,-5381.61,-7384.298900000002,-16215.9596,875.6190000000006,-4991.5256,6849.8640000000005,15196.009399999999,9328.8649
95,60,155,Nd,Other,-62283.724,9.152999999999999,8170.304,0.059000000000000004,4656.207,10.277999999999999,154933135.66799998,9.826,155Nd,11096.06,9.53,21952.0,200.0,-3483.59,19.93,7907.1,9.27,-17353.0,200.0,-1843.06,47.22,4530.06,53.43,11467.72,113.38,9786.16,9.23,9995.55,14.99,6338.39,20.67,2343.0,200.0,-11467.72,-4530.06,-16075.5439,-13850.977900000002,-13475.474900000001,-18234.6194,-21952.0,-11096.06,-3483.59,3873.8605000000002,-11467.72,-4530.06,-2305.4940000000006,-2625.4065,-2614.2650999999987,-8357.503500000003,-16570.6535,-11467.72,-9243.153999999999,-4530.06,-7593.748900000002,-14233.9596,1727.1689999999999,-5974.245599999999,4637.615000000001,16047.559399999998,8346.144900000001
94,61,155,Pm,Other,-66939.931,4.718,8195.296,0.03,3250.888,4.946000000000001,154928137.024,5.065,155Pm,12434.74,10.21,19949.41,12.78,-2585.22,12.57,4878.16,4.92,-16123.93,113.11,-2556.07,4.94,6499.27,46.57,8403.93,52.85,4310.12,10.92,11101.17,5.42,8073.53,24.94,2464.53,19.13,-8403.93,-6499.27,-14969.9239,-12745.3579,-11740.334900000002,-18113.0894,-19949.41,-12434.74,-2585.22,2468.5415,-8403.93,-6499.27,-4274.704000000001,-3338.4165000000003,-3952.945099999999,-7251.883500000002,-15341.5835,-8403.93,-6179.3640000000005,-6499.27,-6488.1289000000015,-12231.3696,-242.04100000000017,-2910.4556000000002,3232.296,14078.3494,11409.9349
93,62,155,Sm,-n,-70190.819,1.4869999999999999,8211.223,0.01,1627.273,1.202,154924647.051,1.595,155Sm,13773.77,0.89,17438.46,3.12,-1672.75,1.09,1879.06,0.92,-11654.81,52.62,-6524.02,1.13,5806.96,0.27,8967.81,46.3,-1035.27,9.65,11167.81,9.11,5927.42,25.9,5604.99,24.47,-8967.81,-5806.96,-14903.2839,-12678.717900000001,-13886.4449,-14972.6294,-17438.46,-13773.77,-1672.75,844.9264999999999,-8967.81,-5806.96,-3582.3940000000002,-7306.3665,-5291.9751,-7185.243500000002,-10872.4635,-8967.81,-6743.244,-5806.96,-6421.488900000002,-9720.4196,450.26900000000023,-3474.3355999999994,1608.6809999999998,14770.6594,10846.054900000001
92,63,155,Eu,Other,-71818.092,1.401,8216.674,0.009000000000000001,251.78799999999998,0.87,154922900.102,1.504,155Eu,14593.5,0.47,15748.21,9.12,-856.94,4.53,-568.04,9.83,-10595.09,46.32,-6183.45,0.85,8151.29,0.4,6651.89,1.17,-5778.55,17.48,11452.4,0.84,7808.57,0.83,5082.5,25.89,-6651.89,-8151.29,-14618.6939,-12394.127900000001,-12005.2949,-15495.1194,-15748.21,-14593.5,-856.94,-530.5585,-6651.89,-8151.29,-5926.724,-6965.7964999999995,-6111.705099999999,-6900.653500000002,-9812.7435,-6651.89,-4427.3240000000005,-8151.29,-6136.898900000002,-8030.169599999999,-1894.0609999999997,-1158.4156000000003,233.19599999999997,12426.329399999999,13161.974900000001
91,64,155,Gd,Other,-72069.88,1.1909999999999998,8213.251,0.008,-819.83,9.789,154922629.796,1.278,155Gd,15329.96,0.25,14088.14,0.35,81.48,0.67,-2914.33,9.6,-6903.67,0.88,-9984.89,45.3,6435.24,0.18,7620.73,0.77,-9860.69,6.04,12008.15,0.75,5682.43,0.74,8339.12,0.32,-7620.73,-6435.24,-14062.9439,-11838.377900000001,-14131.4349,-12238.499399999999,-14088.14,-15329.96,81.48,-1602.1765,-7620.73,-6435.24,-4210.674,-10767.236499999999,-6848.165099999998,-6344.903500000002,-6121.3235,-7620.73,-5396.164,-6435.24,-5581.148900000002,-6370.0996,-178.0109999999995,-2127.2555999999995,-838.422,14142.3794,12193.134900000001
90,65,155,Tb,+,-71250.05,9.849,8202.914,0.064,-2094.5,1.8969999999999998,154923509.921,10.573,155Tb,16079.35,10.52,12460.77,9.82,977.89,9.82,-5210.51,16.7,-6800.9,9.82,-8927.46,12.28,9165.06,46.34,4833.07,9.79,-14624.14,13.95,12343.31,9.79,8320.92,9.79,7284.61,9.82,-4833.07,-9165.06,-13727.7839,-11503.217900000001,-11492.9449,-13293.009399999999,-12460.77,-16079.35,977.89,-2876.8465,-4833.07,-9165.06,-6940.494,-9709.806499999999,-7597.5551,-6009.743500000002,-6018.5535,-4833.07,-2608.504,-9165.06,-5245.988900000002,-4742.729600000001,-2907.830999999999,660.4044000000004,-2113.092,11412.5594,14980.7949
89,66,155,Dy,Other,-69155.55,9.665,8184.354,0.062,-3116.011,16.59,154925758.459,10.375,155Dy,16155.24,10.37,10850.94,9.61,2608.27,10.02,-6946.36,11.34,-2738.57,9.6,-12587.56,12.63,6832.96,12.13,6288.22,46.31,-18652.94,19.21,12868.59,10.35,6425.42,41.14,11197.77,9.61,-6288.22,-6832.96,-13202.5039,-10977.9379,-13388.4449,-9379.8494,-10850.94,-16155.24,2608.27,-3898.3575,-6288.22,-6832.96,-4608.394,-13369.9065,-7673.445099999999,-5484.463500000002,-1956.2235,-6288.22,-4063.6540000000005,-6832.96,-4720.708900000001,-3132.8996000000006,-575.7309999999998,-794.7456000000002,-3134.603,13744.6594,13525.6449
