N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
88,67,155,Ho,Other,-66039.539,17.474,8159.203,0.113,-3830.35,18.474,154929103.634,18.759,155Ho,17170.07,18.17,9304.14,17.88,3159.05,17.92,-9413.63,20.08,-3172.21,48.55,-11505.84,18.14,9471.54,19.29,2934.6,18.96,-23494.49,25.99,13814.21,17.89,8942.39,18.04,10323.78,43.65,-2934.6,-9471.54,-12256.8839,-10032.317900000002,-10871.474900000001,-10253.839399999999,-9304.14,-17170.07,3159.05,-4612.6965,-2934.6,-9471.54,-7246.974000000001,-12288.1865,-8688.275099999999,-4538.843500000003,-2389.8635,-2934.6,-710.0340000000001,-9471.54,-3775.0889000000025,-1586.0995999999996,-3214.3110000000006,2558.8744,-3848.942,11106.079399999999,16879.264900000002
87,68,155,Er,-a,-62209.189000000006,6.098,8129.444,0.039,-5583.276,11.515,154933215.684,6.546,155Er,17883.22,10.96,7644.19,7.1,4118.3,5.13,-11706.58,17.68,895.75,9.48,-15853.38,15.61,7675.49,7.59,4858.85,10.08,-28039.0,298.0,13513.72,7.65,6259.64,13.91,13555.09,7.33,-4858.85,-7675.49,-12557.3739,-10332.807900000002,-13554.224900000001,-7022.529399999999,-7644.19,-17883.22,4118.3,-6365.6224999999995,-4858.85,-7675.49,-5450.924,-16635.7265,-9401.4251,-4839.3335000000025,1678.0965,-4858.85,-2634.2840000000006,-7675.49,-4075.5789000000022,73.85040000000026,-1418.2609999999995,634.6243999999997,-5601.8679999999995,12902.1294,14955.0149
86,69,155,Tm,-a,-56625.913,9.925,8088.375,0.064,-6123.305,19.340999999999998,154939209.57799998,10.654000000000002,155Tm,18795.22,15.54,6191.75,11.06,4571.91,5.44,-14080.87,21.62,724.43,12.83,-14765.15,19.89,10270.1,17.44,1309.86,10.75,-32698.0,300.0,14553.5,13.55,8738.52,13.27,12625.26,15.97,-1309.86,-10270.1,-11517.5939,-9293.027900000001,-11075.3449,-7952.359399999999,-6191.75,-18795.22,4571.91,-6905.6515,-1309.86,-10270.1,-8045.534000000001,-15547.4965,-10313.4251,-3799.553500000002,1506.7765,-1309.86,914.7059999999999,-10270.1,-3035.7989000000016,1526.2903999999999,-4012.871,4183.6144,-6141.897,10307.5194,18504.0049
85,70,155,Yb,-a,-50502.608,16.6,8043.823,0.107,-7957.561,25.416,154945783.217,17.82,155Yb,19437.0,196.0,4611.94,19.04,5338.76,2.07,-16333.0,299.0,4813.44,17.33,-18859.0,197.0,8641.84,23.96,3364.45,21.98,,,14181.53,20.47,6081.72,56.52,15644.17,18.8,-3364.45,-8641.84,-11889.5639,-9664.9979,-13732.1449,-4933.4493999999995,-4611.94,-19437.0,5338.76,-8739.9075,-3364.45,-8641.84,-6417.274,-19641.3465,-10955.2051,-4171.523500000001,5595.786499999999,-3364.45,-1139.884,-8641.84,-3407.768900000001,3106.1004000000003,-2384.611,2129.0244000000002,-7976.152999999999,11935.7794,16449.4149
84,71,155,Lu,+a,-42545.047,19.246,7987.436,0.124,-8375.0,299.0,154954326.011,20.660999999999998,155Lu,20314.84,151.26,3149.66,22.66,5802.79,2.57,-18617.0,301.0,4593.11,16.32,-17946.0,301.0,10901.0,197.0,-98.07,8.47,,,15374.0,197.0,8589.39,150.94,14821.63,57.35,98.07,-10901.0,-10697.0939,-8472.527900000001,-11224.474900000001,-5755.9894,-3149.66,-20314.84,5802.79,-9157.3465,98.07,-10901.0,-8676.434000000001,-18728.3465,-11833.0451,-2979.053500000002,5375.456499999999,98.07,2322.636,-10901.0,-2215.2989000000016,4568.3804,-4643.771,5591.5444,-8393.592,9676.6194,19911.9349
83,72,155,Hf,x,-34170.0,298.0,7928.0,2.0,-10242.0,423.0,154963317.0,320.0,155Hf,23012.0,423.0,1540.0,357.0,4947.0,423.0,,,8473.0,299.0,,,9571.0,423.0,1744.0,357.0,,,14914.0,334.0,4116.0,357.0,17747.0,334.0,-1744.0,-9571.0,-11157.0939,-8932.527900000001,-15697.8649,-2830.6193999999996,-1540.0,-23012.0,4947.0,-11024.3465,-1744.0,-9571.0,-7346.434,,-14530.2051,-3439.053500000002,9255.3465,-1744.0,480.5659999999998,-9571.0,-2675.2989000000016,6178.0404,-3313.7709999999997,3749.4744,-10260.592,11006.6194,18069.8649
82,73,155,Ta,-p,-23928.0,300.0,7857.0,2.0,,,154974312.0,322.0,155Ta,,,133.0,336.0,3755.0,424.0,,,8498.0,359.0,,,,,-1453.0,15.0,,,14083.0,424.0,,,15140.0,358.0,1453.0,,-11988.0939,-9763.527900000001,,-5437.6194,-133.0,,3755.0,,1453.0,,,,,-4270.053500000002,9280.3465,1453.0,3677.566,,-3506.2989000000016,7585.0404,,6946.4744,,,21266.8649
99,57,156,La,x,-33050.0,400.0,7997.0,3.0,11769.0,500.0,155964519.0,429.0,156La,7663.0,500.0,,,-6545.0,640.0,18517.0,447.0,,,6658.0,500.0,3191.0,565.0,,,31113.0,400.0,10481.0,640.0,8284.0,565.0,,,,-3191.0,-15590.0939,-13365.527900000001,-11529.8649,,,-7663.0,-6545.0,10986.6535,,-3191.0,-966.4340000000002,5875.6535,818.7949000000008,-7872.053500000002,,,,-3191.0,-7108.298900000002,,3066.2290000000003,,11750.408,17386.6194,
98,58,156,Ce,x,-44820.0,300.0,8068.0,2.0,6748.0,361.0,155951884.0,322.0,156Ce,8743.0,361.0,26577.0,583.0,-5534.0,500.0,15654.0,361.0,,,2524.0,300.0,5111.0,424.0,14178.0,500.0,24541.0,300.0,7421.0,424.0,6104.0,424.0,-2704.0,500.0,-14178.0,-5111.0,-18650.0939,-16425.5279,-13709.8649,-23281.6194,-26577.0,-8743.0,-5534.0,5965.6535,-14178.0,-5111.0,-2886.434,1741.6535,-261.2050999999992,-10932.053500000002,,-14178.0,-11953.434000000001,-5111.0,-10168.298900000002,-18858.959600000002,1146.2290000000003,-8684.5256,6729.408,15466.6194,5635.8649000000005
97,59,156,Pr,x,-51568.0,200.0,8106.0,1.0,8906.0,283.0,155944640.0,215.0,156Pr,9605.0,230.0,24616.0,361.0,-4702.0,361.0,12596.0,200.0,-20926.0,447.0,2645.0,200.0,4224.0,201.0,11076.0,361.0,18515.0,200.0,11363.0,283.0,8206.0,283.0,138.0,361.0,-11076.0,-4224.0,-14708.0939,-12483.527900000001,-11607.8649,-20439.6194,-24616.0,-9605.0,-4702.0,8123.6535,-11076.0,-4224.0,-1999.4340000000002,1862.6535,-1123.2050999999992,-6990.053500000002,-20143.6535,-11076.0,-8851.434000000001,-4224.0,-6226.298900000002,-16897.959600000002,2033.2290000000003,-5582.5256,8887.408,16353.6194,8737.8649
96,60,156,Nd,+,-60473.644,200.033,8158.066,1.2819999999999998,3690.0,200.0,155935078.868,214.74400000000003,156Nd,10791.3,206.84,22832.0,283.0,-3918.0,283.0,8886.79,200.22,-19983.0,361.0,-1605.03,200.09,6261.24,200.24,12347.35,200.77,12061.27,200.04,8342.14,229.75,5958.87,200.39,82.0,283.0,-12347.35,-6261.24,-17728.9539,-15504.387900000002,-13854.994900000002,-20495.6194,-22832.0,-10791.3,-3918.0,2907.6535,-12347.35,-6261.24,-4036.674,-2387.3765,-2309.5050999999985,-10010.913500000002,-19200.6535,-12347.35,-10122.784,-6261.24,-9247.158900000002,-15113.9596,-4.0109999999995125,-6853.8756,3671.408,14316.3794,7466.5149
95,61,156,Pm,Other,-64163.644,3.6310000000000002,8176.705,0.023,5196.786,9.285,155931117.49,3.897,156Pm,11794.3,46.47,20636.61,113.07,-2830.5,18.89,5918.9,5.1,-16037.35,17.57,-2044.14,3.92,5295.03,5.92,9168.89,9.82,5927.15,5.27,12372.14,52.77,8030.71,4.5,3051.22,12.42,-9168.89,-5295.03,-13698.9539,-11474.387900000002,-11783.154900000001,-17526.3994,-20636.61,-11794.3,-2830.5,4414.4395,-9168.89,-5295.03,-3070.464,-2826.4865,-3312.5050999999985,-5980.913500000002,-15255.0035,-9168.89,-6944.324,-5295.03,-5217.158900000002,-12918.5696,962.1990000000005,-3675.4155999999994,5178.194,15282.5894,10644.974900000001
94,62,156,Sm,Other,-69360.43,8.546,8205.003,0.055,722.118,7.902,155925538.511,9.174,156Sm,13047.89,8.5,18113.4,53.3,-1635.94,25.88,3174.48,8.47,-14365.68,12.52,-5613.66,8.47,7240.93,8.5,9709.47,9.76,1168.53,8.47,9862.35,47.08,6151.45,12.42,3616.27,8.98,-9709.47,-7240.93,-16208.7439,-13984.1779,-13662.4149,-16961.3494,-18113.4,-13047.89,-1635.94,-60.22849999999994,-9709.47,-7240.93,-5016.3640000000005,-6396.0064999999995,-4566.095099999999,-8490.703500000001,-13583.3335,-9709.47,-7484.9039999999995,-7240.93,-7726.948900000001,-10395.359600000002,-983.701,-4215.995599999999,703.5260000000001,13336.6894,10104.394900000001
93,63,156,Eu,Other,-70082.548,3.59,8204.617,0.023,2452.366,3.409,155924763.285,3.853,156Eu,14487.06,3.37,16148.51,46.44,-1253.28,26.11,8.25,5.01,-10431.59,5.93,-6083.99,3.41,6335.77,3.39,7180.7,3.51,-4603.58,60.1,13083.43,3.5,7341.19,3.41,6211.68,9.7,-7180.7,-6335.77,-12987.6639,-10763.0979,-12472.674900000002,-14365.9394,-16148.51,-14487.06,-1253.28,1670.0194999999999,-7180.7,-6335.77,-4111.204000000001,-6866.336499999999,-6005.265099999999,-5269.6235000000015,-9649.2435,-7180.7,-4956.134,-6335.77,-4505.868900000001,-8430.4696,-78.54100000000017,-1687.2255999999998,2433.774,14241.8494,12633.1649
92,64,156,Gd,Other,-72534.914,1.19,8215.322,0.008,-2444.117,3.679,155922130.562,1.2770000000000001,156Gd,14971.59,0.19,14657.68,0.88,-197.23,0.33,-2005.95,0.1,-9633.07,0.92,-9356.18,9.79,8536.35,0.07,8005.79,0.87,-8323.2,24.66,9914.01,0.78,5696.36,0.75,5671.17,0.36,-8005.79,-8536.35,-16157.0839,-13932.5179,-14117.5049,-14906.4494,-14657.68,-14971.59,-197.23,-3226.4635000000003,-8005.79,-8536.35,-6311.784000000001,-10138.5265,-6489.795099999999,-8439.043500000002,-8850.7235,-8005.79,-5781.224,-8536.35,-7675.288900000001,-6939.6396,-2279.121,-2512.3156,-2462.7090000000003,12041.2694,11808.0749
91,65,156,Tb,Other,-70090.797,3.8139999999999996,8194.639000000001,0.024,438.167,3.681,155924754.43,4.093999999999999,156Tb,16077.13,45.45,12930.62,3.76,372.54,3.75,-4611.83,60.11,-5561.68,3.78,-9006.56,10.28,6912.06,10.46,5309.89,3.68,-13256.25,14.77,14325.96,3.68,7655.81,3.69,8922.83,3.75,-5309.89,-6912.06,-11745.1339,-9520.567900000002,-12158.0549,-11654.7894,-12930.62,-16077.13,372.54,-344.1795,-5309.89,-6912.06,-4687.494000000001,-9788.9065,-7595.335099999998,-4027.0935000000027,-4779.333500000001,-5309.89,-3085.3240000000005,-6912.06,-3263.3389000000025,-5212.579600000001,-654.8310000000001,183.58439999999973,419.575,13665.559399999998,14503.974900000001
90,66,156,Dy,Other,-70528.964,1.194,8192.433,0.008,-5050.0,60.0,155924284.038,1.281,156Dy,16277.69,7.42,11400.95,0.22,1753.04,0.3,-6317.26,24.66,-5748.05,0.12,-12560.74,17.47,9444.73,9.6,6567.89,9.79,-17263.24,9.37,10338.14,45.3,5648.43,3.85,7999.99,0.27,-6567.89,-9444.73,-15732.9539,-13508.387900000002,-14165.4349,-12577.6294,-11400.95,-16277.69,1753.04,-5832.3465,-6567.89,-9444.73,-7220.164,-13343.0865,-7795.8951,-8014.913500000002,-4965.7035000000005,-6567.89,-4343.3240000000005,-9444.73,-7251.158900000002,-3682.909600000001,-3187.5009999999993,-1074.4156000000003,-5068.592,11132.8894,13245.974900000001
89,67,156,Ho,-,-65478.96400000001,60.012,8155.045999999999,0.385,-1267.255,64.869,155929705.436,64.425,156Ho,16982.29,60.56,9900.6,75.18,2813.04,72.11,-8644.41,61.68,-1517.89,60.79,-11341.09,60.3,7510.74,62.49,3612.39,60.76,-21779.42,80.81,15625.75,60.46,8528.03,60.13,11480.77,60.12,-3612.39,-7510.74,-10445.3439,-8220.777900000001,-11285.8349,-9096.8494,-9900.6,-16982.29,2813.04,-2049.6015,-3612.39,-7510.74,-5286.174,-12123.4365,-8500.4951,-2727.303500000002,-735.5435000000001,-3612.39,-1387.824,-7510.74,-1963.5489000000016,-2182.5596000000005,-1253.5109999999995,1881.0844000000002,-1285.8470000000002,13066.8794,16201.474900000001
88,68,156,Er,Other,-64211.709,24.629,8141.908,0.158,-7377.159000000001,26.71,155931065.89,26.44,156Er,17749.32,25.13,8395.74,25.73,3481.25,25.06,-10945.99,25.72,-2345.13,26.46,-15657.11,26.55,10073.84,25.37,5461.14,30.2,-26394.81,151.77,11138.41,25.96,5664.45,25.14,10577.64,24.96,-5461.14,-10073.84,-14932.6839,-12708.117900000001,-14149.4149,-9999.9794,-8395.74,-17749.32,3481.25,-8159.5055,-5461.14,-10073.84,-7849.274,-16439.4565,-9267.525099999999,-7214.643500000002,-1562.7835,-5461.14,-3236.5740000000005,-10073.84,-6450.888900000002,-677.6995999999999,-3816.611,32.33439999999973,-7395.751,10503.7794,14352.724900000001
87,69,156,Tm,Other,-56834.55,14.279000000000002,8089.603,0.092,-3568.83,12.548,155938985.597,15.328,156Tm,18550.05,20.28,6773.18,16.46,4345.31,7.2,-13135.01,55.97,1916.02,22.56,-14403.26,21.9,8279.95,17.38,1914.33,15.5,-30973.0,298.0,16481.28,15.1,8498.11,16.65,13823.95,15.11,-1914.33,-8279.95,-9589.813900000001,-7365.247900000002,-11315.7549,-6753.669399999999,-6773.18,-18550.05,4345.31,-4351.1765,-1914.33,-8279.95,-6055.384000000001,-15185.6065,-10068.255099999998,-1871.773500000003,2698.3665,-1914.33,310.2359999999999,-8279.95,-1108.0189000000028,944.8603999999996,-2022.7210000000005,3579.1444,-3587.422,12297.669399999999,17899.5349
86,70,156,Yb,Other,-53265.721,9.308,8061.710999999999,0.06,-9566.176,54.916000000000004,155942816.893,9.992,156Yb,19476.27,19.63,5238.64,10.53,4809.74,3.54,-15448.82,150.05,1654.5,11.1,-18791.99,21.38,10834.43,19.03,3928.78,13.6,,,11872.22,17.15,5571.66,12.37,12849.29,12.5,-3928.78,-10834.43,-14198.8739,-11974.307900000002,-14242.2049,-7728.329399999999,-5238.64,-19476.27,4809.74,-10348.5225,-3928.78,-10834.43,-8609.864000000001,-19574.3365,-10994.4751,-6480.8335000000025,2436.8465,-3928.78,-1704.2140000000004,-10834.43,-5717.078900000002,2479.4003999999995,-4577.201,1564.6943999999999,-9584.768,9743.1894,15885.0849
85,71,156,Lu,-a,-43699.544,54.122,7995.374,0.34700000000000003,-5882.648,139.709,155953086.606,58.102,156Lu,20127.0,203.0,3850.35,56.01,5595.81,3.21,-17838.0,303.0,5637.4,55.02,-17601.0,303.0,9225.81,57.44,485.91,56.61,,,16943.34,56.81,8373.0,203.0,15920.19,55.43,-485.91,-9225.81,-9127.7539,-6903.187900000001,-11440.8649,-4657.429399999999,-3850.35,-20127.0,5595.81,-6664.9945,-485.91,-9225.81,-7001.244,-18383.3465,-11645.2051,-1409.7135000000017,6419.746499999999,-485.91,1738.6559999999997,-9225.81,-645.9589000000014,3867.6904,-2968.580999999999,5007.5644,-5901.24,11351.8094,19327.9549
84,72,156,Hf,Other,-37816.896,149.757,7952.65,0.96,-11956.0,334.0,155959401.889,160.77,156Hf,21289.0,335.0,2462.75,150.75,6028.57,3.81,,,5396.74,150.67,-21960.0,336.0,11718.0,334.0,2560.82,150.99,,,12609.0,247.0,5420.0,9.12,15038.0,246.0,-2560.82,-11718.0,-13462.0939,-11237.527900000001,-14393.8649,-5539.6194,-2462.75,-21289.0,6028.57,-12738.3465,-2560.82,-11718.0,-9493.434000000001,-22742.3465,-12807.2051,-5744.053500000002,6179.086499999999,-2560.82,-336.25400000000036,-11718.0,-4980.298900000002,5255.2904,-5460.771,2932.6544,-11974.592,8859.6194,17253.0449
83,73,156,Ta,-p,-25861.0,298.0,7871.0,2.0,,,155972237.0,320.0,156Ta,,,724.0,357.0,5136.0,357.0,,,9395.0,299.0,,,10004.0,423.0,-1019.8,4.27,,,17520.0,423.0,6303.0,423.0,18158.0,334.0,1019.8,-10004.0,-8551.0939,-6326.527900000001,-13510.8649,-2419.6193999999996,-724.0,,5136.0,,1019.8,-10004.0,-7779.434,,,-833.0535000000018,10177.3465,1019.8,3244.366,-10004.0,-69.2989000000016,6994.0404,-3746.7709999999997,6513.2744,,10573.6194,20833.6649
99,58,157,Ce,x,-39930.0,400.0,8037.0,3.0,8610.0,500.0,156957133.0,429.0,157Ce,8293.0,500.0,,,-5885.0,565.0,16531.0,400.0,,,3566.0,447.0,3182.0,500.0,14169.0,565.0,26747.0,400.0,8711.0,565.0,6463.0,500.0,-1464.0,640.0,-14169.0,-3182.0,-17360.0939,-15135.527900000001,-13350.8649,-22041.6194,,-8293.0,-5885.0,7827.6535,-14169.0,-3182.0,-957.4340000000002,2783.6535,188.79490000000078,-9642.053500000002,,-14169.0,-11944.434000000001,-3182.0,-8878.298900000002,,3075.2290000000003,-8675.5256,8591.408,17395.6194,5644.8649000000005
98,59,157,Pr,x,-48540.0,300.0,8086.0,2.0,7921.0,301.0,156947890.0,322.0,157Pr,9268.0,300.0,25188.0,500.0,-4905.0,424.0,13757.0,300.0,-22779.0,500.0,3862.0,361.0,5044.0,361.0,11009.0,424.0,20919.0,300.0,9951.0,424.0,8543.0,361.0,-1364.0,424.0,-11009.0,-5044.0,-16120.0939,-13895.527900000001,-11270.8649,-21941.6194,-25188.0,-9268.0,-4905.0,7138.6535,-11009.0,-5044.0,-2819.434,3079.6535,-786.2050999999992,-8402.053500000002,-21996.6535,-11009.0,-8784.434000000001,-5044.0,-7638.298900000002,-17469.959600000002,1213.2290000000003,-5515.5256,7902.408,15533.6194,8804.8649
97,60,157,Nd,Other,-56461.543,24.918000000000003,8131.959,0.159,5835.5,25.877,156939386.037,26.75,157Nd,10320.45,26.54,23259.0,301.0,-3977.0,202.0,10216.03,25.3,-18931.0,301.0,-369.22,25.17,4059.22,201.58,12183.0,202.0,14361.93,24.95,9664.53,30.27,6507.49,115.72,1404.0,202.0,-12183.0,-4059.22,-16406.5639,-14181.9979,-13306.3749,-19173.6194,-23259.0,-10320.45,-3977.0,5053.1535,-12183.0,-4059.22,-1834.654,-1151.5665,-1838.6551,-8688.523500000001,-18148.6535,-12183.0,-9958.434000000001,-4059.22,-7924.768900000001,-15540.9596,2198.0090000000005,-6689.5256,5816.908,16518.3994,7630.8649000000005
96,61,157,Pm,Other,-62297.043,7.006,8164.145,0.045,4380.534000000001,8.265,156933121.37,7.521,157Pm,11499.75,8.42,21459.72,18.56,-3153.5,13.79,7161.86,8.19,-18019.0,200.0,-1007.93,11.05,6204.72,7.86,9112.37,200.15,8466.39,7.11,10697.49,11.51,8391.99,53.11,1454.34,113.23,-9112.37,-6204.72,-15373.6039,-13149.037900000001,-11421.8749,-19123.2794,-21459.72,-11499.75,-3153.5,3598.1875000000005,-9112.37,-6204.72,-3980.1540000000005,-1790.2765,-3017.955099999999,-7655.563500000002,-17236.6535,-9112.37,-6887.804000000001,-6204.72,-6891.808900000002,-13741.679600000001,52.509000000000015,-3618.8956000000007,4361.942000000001,14372.899399999998,10701.4949
95,62,157,Sm,Other,-66677.577,4.433,8187.063,0.027999999999999997,2781.3309999999997,6.136,156928418.67299998,4.7589999999999995,157Sm,12629.39,4.68,18971.79,10.15,-1772.2,5.17,4145.9,4.59,-13492.9,200.08,-4666.35,5.7,5388.46,9.63,9802.9,5.69,2746.98,6.82,10973.16,6.44,6698.45,46.54,4793.8,52.83,-9802.9,-5388.46,-15097.9339,-12873.367900000001,-13115.4149,-15783.8194,-18971.79,-12629.39,-1772.2,1998.9844999999996,-9802.9,-5388.46,-3163.8940000000002,-5448.6965,-4147.595099999999,-7379.893500000002,-12710.5535,-9802.9,-7578.334,-5388.46,-6616.138900000002,-11253.749600000001,868.7690000000002,-4309.4256,2762.7389999999996,15189.1594,10010.9649
94,63,157,Eu,Other,-69458.908,4.2589999999999995,8199.795,0.027000000000000003,1364.565,4.203,156925432.791,4.572,157Eu,13783.45,4.16,17096.92,6.35,-1236.0,9.98,1304.52,4.21,-12584.23,5.58,-4995.31,4.21,7447.68,5.35,7387.45,9.43,-2626.08,23.85,11442.72,4.29,7860.32,4.28,4699.47,46.5,-7387.45,-7447.68,-14628.3739,-12403.807900000002,-11953.5449,-15878.149399999998,-17096.92,-13783.45,-1236.0,582.2185000000001,-7387.45,-7447.68,-5223.1140000000005,-5777.6565,-5301.6551,-6910.3335000000025,-11801.8835,-7387.45,-5162.884,-7447.68,-6146.578900000002,-9378.879599999998,-1190.451,-1893.9755999999998,1345.973,13129.9394,12426.4149
93,64,157,Gd,Other,-70823.473,1.189,8203.504,0.008,-60.043,0.297,156923967.87,1.276,157Gd,14896.23,0.16,15210.59,0.93,-688.7,0.39,-1398.92,5.13,-8752.01,8.47,-8803.99,3.68,6359.88,0.15,8029.9,3.41,-7409.83,26.53,11705.43,0.88,5778.7,0.79,7278.1,0.89,-8029.9,-6359.88,-14365.6639,-12141.0979,-14035.1649,-13299.5194,-15210.59,-14896.23,-688.7,-842.3895,-8029.9,-6359.88,-4135.314,-9586.3365,-6414.435099999999,-6647.6235000000015,-7969.663500000001,-8029.9,-5805.334,-6359.88,-5883.868900000001,-7492.5496,-102.65099999999984,-2536.4255999999996,-78.63499999999999,14217.739399999999,11783.9649
92,65,157,Tb,Other,-70763.43,1.222,8198.138,0.008,-1338.872,5.1339999999999995,156924032.32799998,1.311,157Tb,15656.01,9.79,13523.28,0.93,178.88,0.82,-3930.6,23.49,-7969.85,3.42,-8305.78,0.35,8743.95,3.69,5517.49,0.33,-12054.16,27.97,12017.26,0.34,7806.58,0.38,6621.09,0.84,-5517.49,-8743.95,-14053.8339,-11829.2679,-12007.2849,-13956.5294,-13523.28,-15656.01,178.88,-2121.2185,-5517.49,-8743.95,-6519.384000000001,-9088.1265,-7174.215099999999,-6335.793500000002,-7187.503500000001,-5517.49,-3292.924,-8743.95,-5572.038900000001,-5805.239600000001,-2486.7210000000005,-24.015599999999722,-1357.4640000000002,11833.669399999999,14296.3749
91,66,157,Dy,Other,-69424.558,5.1770000000000005,8184.6269999999995,0.033,-2591.725,23.787,156925469.667,5.557,157Dy,16411.64,10.88,11932.62,5.13,1033.08,5.13,-6010.92,26.98,-4178.61,5.13,-12016.91,60.22,6966.91,5.13,6622.73,6.29,-16002.66,12.04,12536.3,11.05,5595.8,45.59,9927.8,5.13,-6622.73,-6966.91,-13534.7939,-11310.227900000002,-14218.064900000001,-10649.8194,-11932.62,-16411.64,1033.08,-3374.0715,-6622.73,-6966.91,-4742.344,-12799.2565,-7929.845099999999,-5816.7535000000025,-3396.2634999999996,-6622.73,-4398.164,-6966.91,-5052.998900000002,-4214.579600000001,-709.6809999999996,-1129.2555999999995,-2610.317,13610.7094,13191.134900000001
90,67,157,Ho,Other,-66832.832,23.469,8163.1359999999995,0.149,-3419.1940000000004,33.668,156928251.99899998,25.195,157Ho,16935.93,29.26,10160.72,25.44,2055.59,23.8,-8123.56,36.49,-4031.01,23.77,-10692.44,34.02,9425.19,64.43,3592.84,23.49,-20392.31,26.39,13033.52,25.37,8425.13,24.62,8969.87,51.03,-3592.84,-9425.19,-13037.5739,-10813.0079,-11388.734900000001,-11607.749399999999,-10160.72,-16935.93,2055.59,-4201.5405,-3592.84,-9425.19,-7200.624000000001,-11474.7865,-8454.1351,-5319.533500000001,-3248.6635,-3592.84,-1368.2740000000003,-9425.19,-4555.778900000001,-2442.6795999999995,-3167.9610000000002,1900.6344,-3437.7860000000005,11152.429399999999,16221.0249
89,68,157,Er,Other,-63413.639,26.505,8136.375,0.16899999999999998,-4704.366,38.515,156931922.655,28.454,157Er,17347.08,27.2,8836.03,28.21,3304.39,26.81,-9991.74,28.67,-173.64,26.53,-14650.41,30.11,7273.25,36.18,5223.64,65.6,-24510.0,197.0,13336.71,31.75,6089.73,27.75,12626.67,27.53,-5223.64,-7273.25,-12734.3839,-10509.817900000002,-13724.134900000001,-7950.9493999999995,-8836.03,-17347.08,3304.39,-5486.7125,-5223.64,-7273.25,-5048.684,-15432.7565,-8865.285100000001,-5016.343500000003,608.7065,-5223.64,-2999.0740000000005,-7273.25,-4252.5889000000025,-1117.9896000000008,-1016.0209999999997,269.83439999999973,-4722.958,13304.3694,14590.224900000001
88,69,157,Tm,x,-58709.273,27.945,8101.428000000001,0.17800000000000002,-5287.374,30.003,156936973.0,30.0,157Tm,18225.99,29.65,7247.67,32.96,3877.91,28.41,-12268.75,30.44,-519.28,66.2,-13514.87,29.45,9946.04,31.38,1786.53,37.25,-29115.94,152.65,14210.72,28.6,8759.8,28.39,11576.44,29.13,-1786.53,-9946.04,-11860.3739,-9635.807900000002,-11054.064900000001,-9001.179399999999,-7247.67,-18225.99,3877.91,-6069.720499999999,-1786.53,-9946.04,-7721.474000000001,-14297.2165,-9744.1951,-4142.3335000000025,263.0665,-1786.53,438.03599999999983,-9946.04,-3378.5789000000022,470.3703999999998,-3688.8110000000006,3706.9444000000003,-5305.965999999999,10631.579399999999,18027.3349
87,70,157,Yb,Other,-53421.898,10.92,8062.767,0.07,-6981.376,14.241,156942649.23,11.722999999999999,157Yb,19061.92,19.87,5790.65,12.35,4621.79,5.85,-14519.0,196.0,3500.84,26.88,-17793.67,55.21,8227.49,13.74,3876.32,17.6,-33952.0,400.0,13914.82,14.69,5869.29,18.05,14829.52,11.84,-3876.32,-8227.49,-12156.2739,-9931.707900000001,-13944.5749,-5748.099399999999,-5790.65,-19061.92,4621.79,-7763.7225,-3876.32,-8227.49,-6002.924,-18576.016499999998,-10580.125099999997,-4438.233500000002,4283.1865,-3876.32,-1651.7540000000004,-8227.49,-3674.478900000002,1927.3904000000002,-1970.2609999999995,1617.1544,-6999.968,12350.1294,15937.5449
