#  Theoretical Giant Dipole Resonance parameters
#  Z   A El    Eta    E1     W1     E2     W2
#                   [MeV]  [MeV]  [MeV]  [MeV] 
#--------------------------------------------------
  80 223 Hg  1.279  11.21   2.70  14.06   4.43
  80 224 Hg  1.287  11.14   2.70  14.06   4.51
  80 225 Hg  1.296  11.08   2.71  14.06   4.63
  80 226 Hg  1.296  11.06   2.73  14.04   4.68
  80 227 Hg  1.305  10.99   2.72  14.04   4.72
  80 228 Hg  1.293  11.04   2.73  13.98   4.75
  80 229 Hg  1.293  11.02   2.75  13.96   4.81
  80 230 Hg  1.265  11.16   2.81  13.85   4.83
  80 231 Hg  1.265  11.14   2.82  13.83   4.88
  80 232 Hg  1.265  11.12   2.82  13.80   4.88
  80 233 Hg  1.278  11.02   2.77  13.81   4.84
  80 234 Hg  1.257  11.12   2.78  13.73   4.76
  80 235 Hg  1.257  11.10   2.76  13.70   4.68
  80 236 Hg  1.257  11.08   2.72  13.68   4.59
  80 237 Hg  1.235  11.19   2.73  13.59   4.47
  80 238 Hg  1.235  11.17   2.69  13.56   4.35
  80 239 Hg  1.246  11.08   2.63  13.57   4.25
  80 240 Hg  1.215  11.25   2.67  13.45   4.17
  80 241 Hg  1.215  11.23   2.65  13.43   4.11
  80 242 Hg  1.208  11.25   2.65  13.38   4.08
  80 243 Hg  1.190  11.33   2.65  13.30   3.99
  80 244 Hg  1.165  11.47   2.77  13.20   4.09
  80 245 Hg  1.160  11.49   2.74  13.16   3.98
  80 246 Hg  1.157  11.49   2.70  13.12   3.87
  80 247 Hg  1.157  11.46   2.66  13.10   3.78
  80 248 Hg  1.153  11.46   2.63  13.06   3.67
  80 249 Hg  1.157  11.42   2.59  13.05   3.60
  80 250 Hg  1.150  11.44   2.57  13.00   3.51
  80 251 Hg  1.150  11.42   2.54  12.98   3.43
  80 252 Hg  1.102  12.43   3.75  12.43   3.75
  80 253 Hg  1.102  12.41   3.69  12.41   3.69
  80 254 Hg  1.098  12.39   3.63  12.39   3.63
  80 255 Hg  1.098  12.36   3.58  12.36   3.58
  80 256 Hg  1.062  12.34   3.58  12.34   3.58
  80 257 Hg  1.000  12.32   3.59  12.32   3.59
  80 258 Hg  1.000  12.29   3.53  12.29   3.53
  80 259 Hg  1.000  12.27   3.47  12.27   3.47
  80 260 Hg  1.000  12.25   3.42  12.25   3.42
  80 261 Hg  1.000  12.22   3.38  12.22   3.38
  80 262 Hg  1.000  12.20   3.33  12.20   3.33
  80 263 Hg  1.012  12.17   3.29  12.17   3.29
  80 264 Hg  1.000  12.15   3.25  12.15   3.25
  80 265 Hg  1.000  12.13   3.29  12.13   3.29
  81 179 Tl  1.088  14.03   5.92  14.03   5.92
  81 180 Tl  1.088  14.02   5.96  14.02   5.96
  81 181 Tl  1.082  14.00   6.01  14.00   6.01
  81 182 Tl  1.107  13.98   5.98  13.98   5.98
  81 183 Tl  1.079  13.97   6.00  13.97   6.00
  81 184 Tl  1.107  13.95   5.93  13.95   5.93
  81 185 Tl  1.082  13.93   5.93  13.93   5.93
  81 186 Tl  1.111  13.91   5.72  13.91   5.72
  81 187 Tl  1.088  13.89   5.52  13.89   5.52
  81 188 Tl  1.088  13.88   5.31  13.88   5.31
  81 189 Tl  1.088  13.86   5.12  13.86   5.12
  81 190 Tl  1.088  13.84   4.97  13.84   4.97
  81 191 Tl  1.082  13.82   4.84  13.82   4.84
  81 192 Tl  1.082  13.80   4.71  13.80   4.71
  81 193 Tl  1.082  13.78   4.59  13.78   4.59
  81 194 Tl  1.079  13.76   4.47  13.76   4.47
  81 195 Tl  1.079  13.74   4.35  13.74   4.35
  81 196 Tl  1.071  13.72   4.25  13.72   4.25
  81 197 Tl  1.075  13.71   4.13  13.71   4.13
  81 198 Tl  1.071  13.68   4.02  13.68   4.02
  81 199 Tl  1.000  13.66   3.95  13.66   3.95
  81 200 Tl  1.000  13.64   3.86  13.64   3.86
  81 201 Tl  1.000  13.62   3.77  13.62   3.77
  81 202 Tl  1.041  13.60   3.66  13.60   3.66
  81 203 Tl  1.000  13.58   3.61  13.58   3.61
  81 204 Tl  1.020  13.56   3.52  13.56   3.52
  81 205 Tl  1.016  13.54   3.46  13.54   3.46
  81 206 Tl  1.000  13.52   3.41  13.52   3.41
  81 207 Tl  1.000  13.50   3.35  13.50   3.35
  81 208 Tl  1.000  13.48   3.41  13.48   3.41
  81 209 Tl  1.001  13.45   3.46  13.45   3.46
  81 210 Tl  1.001  13.43   3.52  13.43   3.52
  81 211 Tl  1.001  13.41   3.58  13.41   3.58
  81 212 Tl  1.001  13.39   3.65  13.39   3.65
  81 213 Tl  1.020  13.37   3.72  13.37   3.72
  81 214 Tl  1.020  13.34   3.79  13.34   3.79
  81 215 Tl  1.020  13.32   3.86  13.32   3.86
  81 216 Tl  1.020  13.30   3.93  13.30   3.93
  81 217 Tl  1.000  13.28   4.00  13.28   4.00
  81 218 Tl  1.048  13.25   4.13  13.25   4.13
  81 219 Tl  1.044  13.23   4.24  13.23   4.24
  81 220 Tl  1.048  13.21   4.35  13.21   4.35
  81 221 Tl  1.048  13.19   4.48  13.19   4.48
  81 222 Tl  1.048  13.17   4.61  13.17   4.61
  81 223 Tl  1.054  13.14   4.69  13.14   4.69
  81 224 Tl  1.266  11.28   2.69  14.02   4.29
  81 225 Tl  1.279  11.19   2.68  14.03   4.38
  81 226 Tl  1.287  11.12   2.69  14.03   4.52
  81 227 Tl  1.296  11.05   2.69  14.03   4.56
  81 228 Tl  1.296  11.04   2.69  14.01   4.59
  81 229 Tl  1.280  11.11   2.73  13.94   4.61
  81 230 Tl  1.293  11.02   2.72  13.95   4.66
  81 231 Tl  1.301  10.95   2.68  13.95   4.65
  81 232 Tl  1.301  10.93   2.68  13.93   4.68
  81 233 Tl  1.265  11.12   2.75  13.80   4.68
  81 234 Tl  1.278  11.02   2.70  13.81   4.63
  81 235 Tl  1.278  11.00   2.69  13.79   4.60
  81 236 Tl  1.265  11.06   2.68  13.73   4.50
  81 237 Tl  1.265  11.04   2.66  13.70   4.44
  81 238 Tl  1.265  11.02   2.63  13.67   4.37
  81 239 Tl  1.246  11.10   2.63  13.60   4.23
  81 240 Tl  1.246  11.08   2.61  13.57   4.19
  81 241 Tl  1.208  11.29   2.69  13.43   4.17
  81 242 Tl  1.208  11.27   2.67  13.41   4.11
  81 243 Tl  1.165  11.52   2.83  13.25   4.25
  81 244 Tl  1.165  11.50   2.79  13.23   4.15
  81 245 Tl  1.160  11.51   2.77  13.19   4.05
  81 246 Tl  1.160  11.49   2.73  13.16   3.96
  81 247 Tl  1.165  11.44   2.68  13.16   3.87
  81 248 Tl  1.165  11.41   2.64  13.13   3.77
  81 249 Tl  1.102  12.54   4.07  12.54   4.07
  81 250 Tl  1.098  12.51   3.99  12.51   3.99
  81 251 Tl  1.102  12.49   3.89  12.49   3.89
  81 252 Tl  1.098  12.47   3.82  12.47   3.82
  81 253 Tl  1.091  12.44   3.75  12.44   3.75
  81 254 Tl  1.066  12.42   3.71  12.42   3.71
  81 255 Tl  1.062  12.40   3.66  12.40   3.66
  81 256 Tl  1.062  12.37   3.60  12.37   3.60
  81 257 Tl  1.000  12.35   3.60  12.35   3.60
  81 258 Tl  1.062  12.32   3.49  12.32   3.49
  81 259 Tl  1.000  12.30   3.49  12.30   3.49
  81 260 Tl  1.000  12.28   3.44  12.28   3.44
  81 261 Tl  1.000  12.25   3.39  12.25   3.39
  81 262 Tl  1.000  12.23   3.35  12.23   3.35
  81 263 Tl  1.000  12.21   3.31  12.21   3.31
  81 264 Tl  1.000  12.18   3.27  12.18   3.27
  81 265 Tl  1.000  12.16   3.23  12.16   3.23
  81 266 Tl  1.000  12.14   3.27  12.14   3.27
  82 179 Pb  1.000  14.02   5.68  14.02   5.68
  82 180 Pb  1.000  14.01   5.79  14.01   5.79
  82 181 Pb  1.000  13.99   5.81  13.99   5.81
  82 182 Pb  1.000  13.97   5.75  13.97   5.75
  82 183 Pb  1.000  13.96   5.86  13.96   5.86
  82 184 Pb  1.000  13.94   5.86  13.94   5.86
  82 185 Pb  1.000  13.92   5.81  13.92   5.81
  82 186 Pb  1.000  13.91   5.72  13.91   5.72
  82 187 Pb  1.000  13.89   5.61  13.89   5.61
  82 188 Pb  1.000  13.87   5.48  13.87   5.48
  82 189 Pb  1.000  13.85   5.34  13.85   5.34
  82 190 Pb  1.000  13.83   5.19  13.83   5.19
  82 191 Pb  1.000  13.82   5.05  13.82   5.05
  82 192 Pb  1.000  13.80   4.89  13.80   4.89
  82 193 Pb  1.000  13.78   4.74  13.78   4.74
  82 194 Pb  1.000  13.76   4.59  13.76   4.59
  82 195 Pb  1.016  13.74   4.44  13.74   4.44
  82 196 Pb  1.000  13.72   4.30  13.72   4.30
  82 197 Pb  1.000  13.70   4.18  13.70   4.18
  82 198 Pb  1.000  13.68   4.06  13.68   4.06
  82 199 Pb  1.020  13.66   3.94  13.66   3.94
  82 200 Pb  1.001  13.64   3.83  13.64   3.83
  82 201 Pb  1.005  13.63   3.76  13.63   3.76
  82 202 Pb  1.000  13.61   3.69  13.61   3.69
  82 203 Pb  1.000  13.59   3.62  13.59   3.62
  82 204 Pb  1.005  13.56   3.54  13.56   3.54
  82 205 Pb  1.005  13.54   3.47  13.54   3.47
  82 206 Pb  1.005  13.52   3.41  13.52   3.41
  82 207 Pb  1.001  13.50   3.36  13.50   3.36
  82 208 Pb  1.005  13.48   3.31  13.48   3.31
  82 209 Pb  1.000  13.46   3.37  13.46   3.37
  82 210 Pb  1.005  13.44   3.42  13.44   3.42
  82 211 Pb  1.005  13.42   3.48  13.42   3.48
  82 212 Pb  1.005  13.40   3.54  13.40   3.54
  82 213 Pb  1.005  13.38   3.60  13.38   3.60
  82 214 Pb  1.005  13.36   3.66  13.36   3.66
  82 215 Pb  1.005  13.33   3.72  13.33   3.72
  82 216 Pb  1.005  13.31   3.79  13.31   3.79
  82 217 Pb  1.005  13.29   3.85  13.29   3.85
  82 218 Pb  1.000  13.27   3.91  13.27   3.91
  82 219 Pb  1.020  13.25   4.03  13.25   4.03
  82 220 Pb  1.000  13.23   4.18  13.23   4.18
  82 221 Pb  1.011  13.20   4.29  13.20   4.29
  82 222 Pb  1.000  13.18   4.46  13.18   4.46
  82 223 Pb  1.000  13.16   4.60  13.16   4.60
  82 224 Pb  1.000  13.14   4.74  13.14   4.74
  82 225 Pb  1.266  11.27   2.66  14.01   4.20
  82 226 Pb  1.279  11.18   2.65  14.03   4.30
  82 227 Pb  1.287  11.12   2.66  14.03   4.40
  82 228 Pb  1.296  11.05   2.65  14.03   4.45
  82 229 Pb  1.305  10.98   2.65  14.03   4.50
  82 230 Pb  1.280  11.11   2.68  13.94   4.47
  82 231 Pb  1.305  10.95   2.65  13.98   4.52
  82 232 Pb  1.293  11.00   2.66  13.93   4.53
  82 233 Pb  1.293  10.98   2.67  13.90   4.56
  82 234 Pb  1.265  11.11   2.71  13.80   4.55
  82 235 Pb  1.265  11.09   2.71  13.78   4.55
  82 236 Pb  1.278  11.00   2.68  13.79   4.54
  82 237 Pb  1.257  11.10   2.67  13.70   4.42
  82 238 Pb  1.257  11.08   2.65  13.68   4.37
  82 239 Pb  1.257  11.06   2.64  13.65   4.31
  82 240 Pb  1.235  11.17   2.65  13.56   4.24
  82 241 Pb  1.246  11.08   2.59  13.57   4.14
  82 242 Pb  1.235  11.13   2.62  13.52   4.15
  82 243 Pb  1.215  11.23   2.63  13.43   4.06
  82 244 Pb  1.208  11.25   2.63  13.39   4.01
  82 245 Pb  1.208  11.23   2.62  13.36   4.00
  82 246 Pb  1.165  11.48   2.74  13.21   4.01
  82 247 Pb  1.165  11.46   2.70  13.18   3.92
  82 248 Pb  1.000  12.59   4.22  12.59   4.22
  82 249 Pb  1.000  12.57   4.12  12.57   4.12
  82 250 Pb  1.000  12.54   4.03  12.54   4.03
  82 251 Pb  1.044  12.52   3.94  12.52   3.94
  82 252 Pb  1.000  12.50   3.84  12.50   3.84
  82 253 Pb  1.000  12.47   3.80  12.47   3.80
  82 254 Pb  1.000  12.45   3.75  12.45   3.75
  82 255 Pb  1.000  12.43   3.70  12.43   3.70
  82 256 Pb  1.000  12.40   3.65  12.40   3.65
  82 257 Pb  1.000  12.38   3.60  12.38   3.60
  82 258 Pb  1.000  12.36   3.55  12.36   3.55
  82 259 Pb  1.000  12.33   3.49  12.33   3.49
  82 260 Pb  1.000  12.31   3.45  12.31   3.45
  82 261 Pb  1.000  12.29   3.40  12.29   3.40
  82 262 Pb  1.000  12.27   3.36  12.27   3.36
  82 263 Pb  1.000  12.24   3.32  12.24   3.32
  82 264 Pb  1.000  12.22   3.28  12.22   3.28
  82 265 Pb  1.012  12.20   3.25  12.20   3.25
  82 266 Pb  1.000  12.17   3.21  12.17   3.21
  82 267 Pb  1.000  12.15   3.24  12.15   3.24
  83 193 Bi  1.058  13.77   5.18  13.77   5.18
  83 194 Bi  1.082  13.76   4.92  13.76   4.92
  83 195 Bi  1.058  13.74   4.79  13.74   4.79
  83 196 Bi  1.079  13.72   4.60  13.72   4.60
  83 197 Bi  1.058  13.70   4.48  13.70   4.48
  83 198 Bi  1.054  13.68   4.34  13.68   4.34
  83 199 Bi  1.054  13.66   4.21  13.66   4.21
  83 200 Bi  1.048  13.64   4.09  13.64   4.09
  83 201 Bi  1.044  13.63   3.98  13.63   3.98
  83 202 Bi  1.025  13.61   3.87  13.61   3.87
  83 203 Bi  1.025  13.59   3.77  13.59   3.77
  83 204 Bi  1.025  13.57   3.69  13.57   3.69
  83 205 Bi  1.025  13.55   3.61  13.55   3.61
  83 206 Bi  1.025  13.53   3.54  13.53   3.54
  83 207 Bi  1.020  13.51   3.48  13.51   3.48
  83 208 Bi  1.020  13.49   3.43  13.49   3.43
  83 209 Bi  1.003  13.47   3.37  13.47   3.37
  83 210 Bi  1.025  13.45   3.43  13.45   3.43
  83 211 Bi  1.020  13.43   3.48  13.43   3.48
  83 212 Bi  1.020  13.41   3.55  13.41   3.55
  83 213 Bi  1.020  13.39   3.62  13.39   3.62
  83 214 Bi  1.020  13.37   3.69  13.37   3.69
  83 215 Bi  1.025  13.34   3.76  13.34   3.76
  83 216 Bi  1.025  13.32   3.84  13.32   3.84
  83 217 Bi  1.025  13.30   3.93  13.30   3.93
  83 218 Bi  1.025  13.28   4.01  13.28   4.01
  83 219 Bi  1.025  13.26   4.10  13.26   4.10
  83 220 Bi  1.029  13.24   4.21  13.24   4.21
  83 221 Bi  1.029  13.22   4.31  13.22   4.31
  83 222 Bi  1.109  13.19   4.38  13.19   4.38
  83 223 Bi  1.155  13.16   4.34  13.16   4.34
  83 224 Bi  1.138  13.14   4.52  13.14   4.52
  83 225 Bi  1.138  13.12   4.63  13.12   4.63
  83 226 Bi  1.266  11.27   2.73  14.00   4.40
  83 227 Bi  1.266  11.25   2.75  13.98   4.47
  83 228 Bi  1.279  11.16   2.77  14.00   4.66
  83 229 Bi  1.287  11.09   2.79  14.00   4.79
  83 230 Bi  1.296  11.03   2.80  14.00   4.92
  83 231 Bi  1.305  10.96   2.80  14.00   5.00
  83 232 Bi  1.305  10.94   2.83  13.98   5.11
  83 233 Bi  1.293  10.99   2.87  13.92   5.19
  83 234 Bi  1.293  10.97   2.89  13.90   5.27
  83 235 Bi  1.265  11.11   2.94  13.80   5.28
  83 236 Bi  1.265  11.09   2.93  13.78   5.27
  83 237 Bi  1.265  11.07   2.91  13.75   5.21
  83 238 Bi  1.249  11.15   2.90  13.68   5.08
  83 239 Bi  1.249  11.13   2.86  13.65   4.94
  83 240 Bi  1.249  11.11   2.82  13.63   4.82
  83 241 Bi  1.235  11.17   2.78  13.57   4.64
  83 242 Bi  1.235  11.16   2.75  13.54   4.55
  83 243 Bi  1.235  11.13   2.72  13.52   4.45
  83 244 Bi  1.215  11.23   2.71  13.43   4.31
  83 245 Bi  1.198  11.32   2.73  13.36   4.24
  83 246 Bi  1.198  11.30   2.71  13.33   4.20
  83 247 Bi  1.082  12.64   4.58  12.64   4.58
  83 248 Bi  1.088  12.61   4.45  12.61   4.45
  83 249 Bi  1.082  12.59   4.35  12.59   4.35
  83 250 Bi  1.082  12.57   4.24  12.57   4.24
  83 251 Bi  1.082  12.55   4.13  12.55   4.13
  83 252 Bi  1.082  12.52   4.04  12.52   4.04
  83 253 Bi  1.079  12.50   3.95  12.50   3.95
  83 254 Bi  1.075  12.48   3.87  12.48   3.87
  83 255 Bi  1.075  12.46   3.78  12.46   3.78
  83 256 Bi  1.075  12.43   3.72  12.43   3.72
  83 257 Bi  1.071  12.41   3.66  12.41   3.66
  83 258 Bi  1.071  12.39   3.61  12.39   3.61
  83 259 Bi  1.066  12.36   3.57  12.36   3.57
  83 260 Bi  1.066  12.34   3.51  12.34   3.51
  83 261 Bi  1.000  12.32   3.51  12.32   3.51
  83 262 Bi  1.000  12.30   3.46  12.30   3.46
  83 263 Bi  1.016  12.27   3.40  12.27   3.40
  83 264 Bi  1.016  12.25   3.36  12.25   3.36
  83 265 Bi  1.016  12.23   3.32  12.23   3.32
  83 266 Bi  1.016  12.21   3.29  12.21   3.29
  83 267 Bi  1.008  12.18   3.25  12.18   3.25
  83 268 Bi  1.020  12.16   3.28  12.16   3.28
  84 186 Po  1.473  10.77   2.59  15.41   5.23
  84 187 Po  1.460  10.82   2.61  15.36   5.20
  84 188 Po  1.473  10.75   2.57  15.38   5.15
  84 189 Po  1.473  10.73   2.59  15.36   5.23
  84 190 Po  1.486  10.65   2.58  15.37   5.35
  84 191 Po  1.531  10.42   2.58  15.46   5.65
  84 192 Po  1.095  13.78   5.55  13.78   5.55
  84 193 Po  1.095  13.77   5.80  13.77   5.80
  84 194 Po  1.091  13.75   5.76  13.75   5.76
  84 195 Po  1.058  13.73   5.77  13.73   5.77
  84 196 Po  1.020  13.72   5.56  13.72   5.56
  84 197 Po  1.054  13.70   5.02  13.70   5.02
  84 198 Po  1.054  13.68   4.78  13.68   4.78
  84 199 Po  1.058  13.66   4.55  13.66   4.55
  84 200 Po  1.025  13.64   4.43  13.64   4.43
  84 201 Po  1.054  13.62   4.23  13.62   4.23
  84 202 Po  1.020  13.61   4.15  13.61   4.15
  84 203 Po  1.000  13.59   4.07  13.59   4.07
  84 204 Po  1.001  13.57   3.92  13.57   3.92
  84 205 Po  1.005  13.55   3.83  13.55   3.83
  84 206 Po  1.005  13.53   3.74  13.53   3.74
  84 207 Po  1.001  13.51   3.64  13.51   3.64
  84 208 Po  1.005  13.49   3.56  13.49   3.56
  84 209 Po  1.020  13.47   3.49  13.47   3.49
  84 210 Po  1.005  13.45   3.43  13.45   3.43
  84 211 Po  1.000  13.43   3.51  13.43   3.51
  84 212 Po  1.005  13.41   3.58  13.41   3.58
  84 213 Po  1.005  13.39   3.65  13.39   3.65
  84 214 Po  1.005  13.37   3.74  13.37   3.74
  84 215 Po  1.005  13.35   3.82  13.35   3.82
  84 216 Po  1.005  13.33   3.91  13.33   3.91
  84 217 Po  1.005  13.31   4.01  13.31   4.01
  84 218 Po  1.005  13.29   4.10  13.29   4.10
  84 219 Po  1.005  13.27   4.21  13.27   4.21
  84 220 Po  1.000  13.25   4.33  13.25   4.33
  84 221 Po  1.185  11.88   2.78  13.88   4.03
  84 222 Po  1.178  13.19   4.23  13.19   4.23
  84 223 Po  1.243  11.47   2.70  14.00   4.13
  84 224 Po  1.229  11.54   2.78  13.95   4.29
  84 225 Po  1.258  11.34   2.76  14.01   4.44
  84 226 Po  1.266  11.28   2.81  14.02   4.65
  84 227 Po  1.266  11.26   2.88  14.00   4.87
  84 228 Po  1.297  11.07   2.88  14.06   5.12
  84 229 Po  1.310  10.98   2.89  14.08   5.25
  84 230 Po  1.287  11.09   2.93  13.99   5.23
  84 231 Po  1.296  11.02   2.91  14.00   5.28
  84 232 Po  1.305  10.96   2.84  14.00   5.12
  84 233 Po  1.305  10.94   2.81  13.98   5.06
  84 234 Po  1.293  10.99   2.81  13.92   5.02
  84 235 Po  1.293  10.97   2.81  13.90   5.02
  84 236 Po  1.257  11.16   2.88  13.77   5.00
  84 237 Po  1.265  11.09   2.86  13.77   5.03
  84 238 Po  1.265  11.07   2.87  13.75   5.07
  84 239 Po  1.265  11.05   2.88  13.72   5.12
  84 240 Po  1.249  11.13   2.93  13.65   5.17
  84 241 Po  1.257  11.06   2.92  13.65   5.22
  84 242 Po  1.227  11.22   2.95  13.54   5.13
  84 243 Po  1.235  11.16   2.93  13.54   5.13
  84 244 Po  1.235  11.14   2.93  13.52   5.11
  84 245 Po  1.215  11.23   2.90  13.43   4.87
  84 246 Po  1.208  11.26   2.83  13.39   4.62
  84 247 Po  1.191  11.34   2.83  13.32   4.49
  84 248 Po  1.161  11.51   2.85  13.20   4.30
  84 249 Po  1.118  11.77   2.98  13.04   4.34
  84 250 Po  1.118  11.75   2.92  13.02   4.18
  84 251 Po  1.118  11.73   2.86  12.99   4.04
  84 252 Po  1.115  11.73   2.81  12.96   3.91
  84 253 Po  1.115  11.71   2.76  12.94   3.78
  84 254 Po  1.107  12.50   4.01  12.50   4.01
  84 255 Po  1.075  12.48   3.95  12.48   3.95
  84 256 Po  1.071  12.46   3.86  12.46   3.86
  84 257 Po  1.071  12.44   3.79  12.44   3.79
  84 258 Po  1.066  12.41   3.74  12.41   3.74
  84 259 Po  1.066  12.39   3.68  12.39   3.68
  84 260 Po  1.000  12.37   3.70  12.37   3.70
  84 261 Po  1.000  12.35   3.64  12.35   3.64
  84 262 Po  1.000  12.33   3.58  12.33   3.58
  84 263 Po  1.000  12.30   3.52  12.30   3.52
  84 264 Po  1.000  12.28   3.47  12.28   3.47
  84 265 Po  1.000  12.26   3.42  12.26   3.42
  84 266 Po  1.000  12.24   3.38  12.24   3.38
  84 267 Po  1.012  12.21   3.33  12.21   3.33
  84 268 Po  1.000  12.19   3.29  12.19   3.29
  84 269 Po  1.000  12.17   3.33  12.17   3.33
  85 195 At  1.279  11.73   2.96  14.71   5.16
  85 196 At  1.127  12.73   3.51  14.20   5.48
  85 197 At  1.123  12.74   3.60  14.17   5.69
  85 198 At  1.123  12.72   3.56  14.15   5.59
  85 199 At  1.095  13.66   5.15  13.66   5.15
  85 200 At  1.095  13.64   4.80  13.64   4.80
  85 201 At  1.088  13.62   4.58  13.62   4.58
  85 202 At  1.091  13.60   4.36  13.60   4.36
  85 203 At  1.082  13.59   4.22  13.59   4.22
  85 204 At  1.082  13.57   4.07  13.57   4.07
  85 205 At  1.000  13.55   4.12  13.55   4.12
  85 206 At  1.048  13.53   3.88  13.53   3.88
  85 207 At  1.001  13.51   3.83  13.51   3.83
  85 208 At  1.001  13.49   3.73  13.49   3.73
  85 209 At  1.005  13.47   3.65  13.47   3.65
  85 210 At  1.016  13.46   3.56  13.46   3.56
  85 211 At  1.005  13.44   3.50  13.44   3.50
  85 212 At  1.000  13.42   3.59  13.42   3.59
  85 213 At  1.005  13.40   3.66  13.40   3.66
  85 214 At  1.011  13.38   3.75  13.38   3.75
  85 215 At  1.005  13.36   3.85  13.36   3.85
  85 216 At  1.005  13.34   3.95  13.34   3.95
  85 217 At  1.000  13.32   4.09  13.32   4.09
  85 218 At  1.000  13.30   4.21  13.30   4.21
  85 219 At  1.155  13.26   4.03  13.26   4.03
  85 220 At  1.162  13.25   4.15  13.25   4.15
  85 221 At  1.178  13.22   4.21  13.22   4.21
  85 222 At  1.185  11.87   2.86  13.87   4.24
  85 223 At  1.221  11.61   2.81  13.96   4.32
  85 224 At  1.221  11.60   2.88  13.93   4.51
  85 225 At  1.229  11.54   2.97  13.94   4.82
  85 226 At  1.258  11.34   2.93  14.00   4.94
  85 227 At  1.258  11.32   2.93  13.98   4.94
  85 228 At  1.266  11.25   2.88  13.99   4.85
  85 229 At  1.266  11.24   2.82  13.96   4.69
  85 230 At  1.310  10.97   2.74  14.07   4.78
  85 231 At  1.287  11.09   2.75  13.99   4.69
  85 232 At  1.296  11.02   2.73  13.99   4.70
  85 233 At  1.296  11.00   2.70  13.97   4.60
  85 234 At  1.296  10.98   2.70  13.94   4.63
  85 235 At  1.305  10.92   2.68  13.95   4.64
  85 236 At  1.293  10.97   2.71  13.89   4.68
  85 237 At  1.293  10.95   2.71  13.87   4.68
  85 238 At  1.265  11.09   2.75  13.77   4.70
  85 239 At  1.257  11.12   2.78  13.72   4.69
  85 240 At  1.265  11.05   2.76  13.72   4.72
  85 241 At  1.249  11.13   2.78  13.65   4.70
  85 242 At  1.249  11.11   2.78  13.63   4.72
  85 243 At  1.249  11.09   2.79  13.61   4.74
  85 244 At  1.235  11.15   2.82  13.54   4.76
  85 245 At  1.220  11.22   2.89  13.47   4.83
  85 246 At  1.215  11.23   2.91  13.43   4.92
  85 247 At  1.198  11.32   2.98  13.36   4.98
  85 248 At  1.191  11.35   3.01  13.32   5.00
  85 249 At  1.149  11.59   3.13  13.16   4.94
  85 250 At  1.161  11.49   2.96  13.18   4.59
  85 251 At  1.118  11.75   3.06  13.02   4.54
  85 252 At  1.111  12.58   4.61  12.58   4.61
  85 253 At  1.118  11.71   2.88  12.97   4.11
  85 254 At  1.115  11.72   2.82  12.94   3.95
  85 255 At  1.111  12.51   4.13  12.51   4.13
  85 256 At  1.107  12.49   4.02  12.49   4.02
  85 257 At  1.102  12.47   3.92  12.47   3.92
  85 258 At  1.102  12.44   3.84  12.44   3.84
  85 259 At  1.098  12.42   3.77  12.42   3.77
  85 260 At  1.098  12.40   3.70  12.40   3.70
  85 261 At  1.091  12.38   3.65  12.38   3.65
  85 262 At  1.062  12.35   3.62  12.35   3.62
  85 263 At  1.000  12.33   3.64  12.33   3.64
  85 264 At  1.000  12.31   3.58  12.31   3.58
  85 265 At  1.000  12.29   3.52  12.29   3.52
  85 266 At  1.000  12.27   3.47  12.27   3.47
  85 267 At  1.000  12.24   3.42  12.24   3.42
  85 268 At  1.012  12.22   3.37  12.22   3.37
  85 269 At  1.000  12.20   3.33  12.20   3.33
  85 270 At  1.008  12.18   3.37  12.18   3.37
  86 189 Rn  1.460  10.78   2.51  15.30   4.80
  86 190 Rn  1.460  10.77   2.50  15.29   4.77
  86 191 Rn  1.473  10.69   2.49  15.30   4.84
  86 192 Rn  1.473  10.68   2.50  15.28   4.88
  86 193 Rn  1.473  10.67   2.52  15.27   4.99
  86 194 Rn  1.473  10.66   2.54  15.25   5.09
  86 195 Rn  1.531  10.36   2.48  15.37   5.24
  86 196 Rn  1.486  10.56   2.57  15.24   5.34
  86 197 Rn  1.317  11.47   2.81  14.78   4.96
  86 198 Rn  1.279  11.69   2.93  14.65   5.08
  86 199 Rn  1.274  11.70   3.00  14.62   5.26
  86 200 Rn  1.123  12.68   3.54  14.11   5.56
