 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   4.300   8.427971E-02   6.374552E-02
   4.400   8.410838E-02   6.384581E-02
   4.500   8.393740E-02   6.394626E-02
   4.600   8.375150E-02   6.408109E-02
   4.700   8.354374E-02   6.426642E-02
   4.800   8.332969E-02   6.447071E-02
   4.900   8.310743E-02   6.469946E-02
   5.000   8.288577E-02   6.492902E-02
   5.100   8.263988E-02   6.513691E-02
   5.200   8.236506E-02   6.530708E-02
   5.300   8.204968E-02   6.541873E-02
   5.400   8.164450E-02   6.540755E-02
   5.500   8.117758E-02   6.531605E-02
   5.600   8.060836E-02   6.509347E-02
   5.700   7.985202E-02   6.465132E-02
   5.800   7.897222E-02   6.406670E-02
   5.900   7.783423E-02   6.320218E-02
   6.000   7.656197E-02   6.219655E-02
   6.100   7.507039E-02   6.096449E-02
   6.200   7.323930E-02   5.939809E-02
   6.300   7.122246E-02   5.765263E-02
   6.400   6.882515E-02   5.555279E-02
   6.500   6.628512E-02   5.332512E-02
   6.600   6.349307E-02   5.087235E-02
   6.700   6.033072E-02   4.809690E-02
   6.800   5.704061E-02   4.522082E-02
   6.900   5.342519E-02   4.207550E-02
   7.000   4.980090E-02   3.894331E-02
   7.100   4.606828E-02   3.574078E-02
   7.200   4.215733E-02   3.241392E-02
   7.300   3.833123E-02   2.918985E-02
   7.400   3.444673E-02   2.594985E-02
   7.500   3.078235E-02   2.292765E-02
   7.600   2.726215E-02   2.005883E-02
   7.700   2.386003E-02   1.732087E-02
   7.800   2.074203E-02   1.484664E-02
   7.900   1.782145E-02   1.256322E-02
   8.000   1.523291E-02   1.057041E-02
   8.100   1.291391E-02   8.813637E-03
   8.200   1.084033E-02   7.269565E-03
   8.300   9.053058E-03   5.962385E-03
   8.400   7.498492E-03   4.846550E-03
   8.500   6.191698E-03   3.926476E-03
   8.600   5.088072E-03   3.164682E-03
   8.700   4.161740E-03   2.538357E-03
   8.800   3.397726E-03   2.032215E-03
   8.900   2.767713E-03   1.623547E-03
   9.000   2.253730E-03   1.296836E-03
   9.100   1.834311E-03   1.035680E-03
   9.200   1.493591E-03   8.279107E-04
   9.300   1.216944E-03   6.624160E-04
   9.400   9.929073E-04   5.309117E-04
   9.500   8.106281E-04   4.258266E-04
   9.600   6.624593E-04   3.419249E-04
   9.700   5.418823E-04   2.748044E-04
   9.800   4.434471E-04   2.209387E-04
   9.900   3.630201E-04   1.776508E-04
  10.000   2.971816E-04   1.428321E-04
  10.100   2.432792E-04   1.148215E-04
  10.200   1.991274E-04   9.230716E-05
  10.300   1.630178E-04   7.424369E-05
  10.400   1.335194E-04   5.980394E-05
  10.500   1.094305E-04   4.824400E-05
  10.600   8.978619E-05   3.901547E-05
  10.700   7.384240E-05   3.171279E-05
  10.800   6.084358E-05   2.587160E-05
  10.900   5.032102E-05   2.126096E-05
  11.000   4.170055E-05   1.753586E-05
  11.100   3.466525E-05   1.454719E-05
  11.200   2.892927E-05   1.215238E-05
  11.300   2.419167E-05   1.018762E-05
  11.400   2.028724E-05   8.580319E-06
  11.500   1.702387E-05   7.234005E-06
  11.600   1.429848E-05   6.107739E-06
  11.700   1.200610E-05   5.154031E-06
  11.800   1.007438E-05   4.344717E-06
  11.900   8.438112E-06   3.652007E-06
  12.000   7.059932E-06   3.064824E-06
  12.100   5.899884E-06   2.567018E-06
  12.200   4.944617E-06   2.155421E-06
  12.300   4.144020E-06   1.809820E-06
  12.400   3.473049E-06   1.519632E-06
  12.500   2.910718E-06   1.275973E-06
  12.600   2.439435E-06   1.071383E-06
  12.700   2.044459E-06   8.995968E-07
  12.800   1.713435E-06   7.553549E-07
  12.900   1.436008E-06   6.342408E-07
  13.000   1.210496E-06   5.343489E-07
  13.100   1.042760E-06   4.559147E-07
  13.200   8.982658E-07   3.889933E-07
  13.300   7.737943E-07   3.318950E-07
  13.400   6.665707E-07   2.831779E-07
  13.500   5.742049E-07   2.416117E-07
  13.600   4.946381E-07   2.061468E-07
  13.700   4.260967E-07   1.758876E-07
  13.800   3.670531E-07   1.500700E-07
  13.900   3.161910E-07   1.280420E-07
  14.000   2.723769E-07   1.092474E-07
  14.100   2.344185E-07   9.328353E-08
  14.200   2.000882E-07   8.020798E-08
  14.300   1.707856E-07   6.896522E-08
  14.400   1.457743E-07   5.929837E-08
  14.500   1.244259E-07   5.098651E-08
  14.600   1.062039E-07   4.383973E-08
  14.700   9.065048E-08   3.769471E-08
  14.800   7.737485E-08   3.241104E-08
  14.900   6.604342E-08   2.786799E-08
  15.000   5.637146E-08   2.396173E-08
  15.100   4.811594E-08   2.060301E-08
  15.200   4.106943E-08   1.771509E-08
  15.300   3.636129E-08   1.562337E-08
  15.400   3.241301E-08   1.384390E-08
  15.500   2.889345E-08   1.226711E-08
  15.600   2.575606E-08   1.086991E-08
  15.700   2.295935E-08   9.631843E-09
  15.800   2.046631E-08   8.534794E-09
  15.900   1.824398E-08   7.562697E-09
  16.000   1.626296E-08   6.701320E-09
  16.100   1.449705E-08   5.938052E-09
  16.200   1.292290E-08   5.261719E-09
  16.300   1.151967E-08   4.662419E-09
  16.400   1.015925E-08   4.132832E-09
  16.500   8.838984E-09   3.665025E-09
  16.600   7.690297E-09   3.250172E-09
  16.700   6.690890E-09   2.882276E-09
  16.800   5.821362E-09   2.556024E-09
  16.900   5.064836E-09   2.266701E-09
  17.000   4.406625E-09   2.010127E-09
  17.100   3.833954E-09   1.782595E-09
  17.200   3.335705E-09   1.580819E-09
  17.300   2.902207E-09   1.401882E-09
  17.400   2.525045E-09   1.243199E-09
  17.500   2.196898E-09   1.102478E-09
  17.600   2.043243E-09   1.050046E-09
  17.700   1.923371E-09   1.013091E-09
  17.800   1.810531E-09   9.774359E-10
  17.900   1.704312E-09   9.430359E-10
  18.000   1.604324E-09   9.098466E-10
  18.100   1.510202E-09   8.778253E-10
  18.200   1.421602E-09   8.469310E-10
  18.300   1.338200E-09   8.171240E-10
  18.400   1.259691E-09   7.883661E-10
  18.500   1.185788E-09   7.606202E-10
  18.600   1.116221E-09   7.338509E-10
  18.700   1.050735E-09   7.080236E-10
  18.800   9.906244E-10   6.446775E-10
  18.900   9.339672E-10   5.866558E-10
  19.000   8.805503E-10   5.338560E-10
  19.100   8.301886E-10   4.858083E-10
  19.200   7.827073E-10   4.420850E-10
  19.300   7.379415E-10   4.022968E-10
  19.400   6.957361E-10   3.660896E-10
  19.500   6.559445E-10   3.331410E-10
  19.600   6.184288E-10   3.031579E-10
  19.700   5.830587E-10   2.758733E-10
  19.800   5.497116E-10   2.510444E-10
  19.900   5.182717E-10   2.284501E-10
 Z= 106 A= 245  Sg beta2= 0.36 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.632782E-02   6.016118E-02
   0.100   7.661097E-02   6.001090E-02
   0.200   7.689517E-02   5.986100E-02
   0.300   7.718042E-02   5.971147E-02
   0.400   7.753808E-02   5.952061E-02
   0.500   7.804994E-02   5.924214E-02
   0.600   7.860192E-02   5.893503E-02
   0.700   7.922748E-02   5.857349E-02
   0.800   7.985803E-02   5.821417E-02
   0.900   8.048138E-02   5.784003E-02
   1.000   8.110305E-02   5.745930E-02
   1.100   8.163618E-02   5.711817E-02
   1.200   8.212862E-02   5.679641E-02
   1.300   8.262404E-02   5.647647E-02
   1.400   8.292348E-02   5.628469E-02
   1.500   8.321829E-02   5.609802E-02
   1.600   8.331060E-02   5.609913E-02
   1.700   8.340301E-02   5.610024E-02
   1.800   8.344528E-02   5.616744E-02
   1.900   8.338036E-02   5.637624E-02
   2.000   8.329167E-02   5.664754E-02
   2.100   8.315831E-02   5.703707E-02
   2.200   8.302515E-02   5.742928E-02
   2.300   8.290314E-02   5.789997E-02
   2.400   8.278710E-02   5.841517E-02
   2.500   8.273005E-02   5.895506E-02
   2.600   8.270073E-02   5.950949E-02
   2.700   8.267141E-02   6.006913E-02
   2.800   8.275396E-02   6.058981E-02
   2.900   8.283956E-02   6.111291E-02
   3.000   8.302252E-02   6.153680E-02
   3.100   8.320589E-02   6.196363E-02
   3.200   8.340669E-02   6.235122E-02
   3.300   8.364441E-02   6.265068E-02
   3.400   8.387653E-02   6.290581E-02
   3.500   8.409747E-02   6.307558E-02
   3.600   8.431900E-02   6.324582E-02
   3.700   8.448956E-02   6.334767E-02
   3.800   8.463304E-02   6.341306E-02
   3.900   8.469439E-02   6.344510E-02
   4.000   8.471703E-02   6.346144E-02
   4.100   8.473968E-02   6.347777E-02
   4.200   8.464395E-02   6.350599E-02
   4.300   8.454546E-02   6.353537E-02
   4.400   8.436443E-02   6.363320E-02
   4.500   8.418379E-02   6.373119E-02
   4.600   8.399097E-02   6.385642E-02
   4.700   8.377180E-02   6.403990E-02
   4.800   8.354772E-02   6.423901E-02
   4.900   8.331391E-02   6.446726E-02
   5.000   8.308075E-02   6.469633E-02
   5.100   8.282800E-02   6.490607E-02
   5.200   8.254942E-02   6.508236E-02
   5.300   8.223640E-02   6.520682E-02
   5.400   8.182488E-02   6.519564E-02
   5.500   8.136729E-02   6.512294E-02
   5.600   8.080734E-02   6.491589E-02
   5.700   8.006731E-02   6.449247E-02
   5.800   7.921666E-02   6.394006E-02
   5.900   7.807877E-02   6.307506E-02
   6.000   7.684241E-02   6.210486E-02
   6.100   7.537892E-02   6.089853E-02
   6.200   7.358067E-02   5.936048E-02
   6.300   7.161293E-02   5.765967E-02
   6.400   6.921285E-02   5.555388E-02
   6.500   6.672216E-02   5.336881E-02
   6.600   6.396192E-02   5.094312E-02
   6.700   6.083215E-02   4.819602E-02
   6.800   5.758987E-02   4.536152E-02
   6.900   5.395367E-02   4.219920E-02
   7.000   5.036422E-02   3.909973E-02
   7.100   4.664265E-02   3.591080E-02
   7.200   4.273797E-02   3.259611E-02
   7.300   3.892565E-02   2.939051E-02
   7.400   3.499499E-02   2.612195E-02
   7.500   3.132728E-02   2.310761E-02
   7.600   2.778384E-02   2.023156E-02
   7.700   2.435434E-02   1.748597E-02
   7.800   2.121162E-02   1.500575E-02
   7.900   1.823515E-02   1.269248E-02
   8.000   1.561493E-02   1.068937E-02
   8.100   1.325718E-02   8.917611E-03
   8.200   1.114556E-02   7.359514E-03
   8.300   9.323653E-03   6.039788E-03
   8.400   7.727843E-03   4.906658E-03
   8.500   6.390286E-03   3.976070E-03
   8.600   5.257553E-03   3.204332E-03
   8.700   4.305971E-03   2.569971E-03
   8.800   3.519373E-03   2.056774E-03
   8.900   2.868856E-03   1.641942E-03
   9.000   2.338049E-03   1.310653E-03
   9.100   1.904534E-03   1.046002E-03
   9.200   1.552262E-03   8.355978E-04
   9.300   1.265688E-03   6.679512E-04
   9.400   1.033444E-03   5.348708E-04
   9.500   8.442631E-04   4.285623E-04
   9.600   6.905139E-04   3.438329E-04
   9.700   5.654232E-04   2.761538E-04
   9.800   4.631313E-04   2.218311E-04
   9.900   3.794687E-04   1.781917E-04
  10.000   3.109357E-04   1.431306E-04
  10.100   2.548092E-04   1.149567E-04
  10.200   2.088317E-04   9.233589E-05
  10.300   1.711454E-04   7.417539E-05
  10.400   1.403255E-04   5.967467E-05
  10.500   1.151166E-04   4.806465E-05
  10.600   9.454651E-05   3.881266E-05
  10.700   7.784648E-05   3.150181E-05
  10.800   6.419175E-05   2.564879E-05
  10.900   5.314515E-05   2.105034E-05
  11.000   4.406702E-05   1.732571E-05
  11.100   3.666211E-05   1.434924E-05
  11.200   3.062581E-05   1.197053E-05
  11.300   2.563112E-05   1.001925E-05
  11.400   2.151539E-05   8.428735E-06
  11.500   1.807046E-05   7.096429E-06
  11.600   1.519514E-05   5.985119E-06
  11.700   1.277757E-05   5.045938E-06
  11.800   1.073873E-05   4.249670E-06
  11.900   9.006247E-06   3.566667E-06
  12.000   7.547699E-06   2.989698E-06
  12.100   6.315614E-06   2.499421E-06
  12.200   5.302079E-06   2.095285E-06
  12.300   4.451196E-06   1.756495E-06
  12.400   3.736864E-06   1.472485E-06
  12.500   3.137168E-06   1.234396E-06
  12.600   2.633713E-06   1.034805E-06
  12.700   2.211052E-06   8.674855E-07
  12.800   1.856220E-06   7.272203E-07
  12.900   1.558332E-06   6.096349E-07
  13.000   1.312056E-06   5.119692E-07
  13.100   1.131532E-06   4.362935E-07
  13.200   9.758452E-07   3.718037E-07
  13.300   8.415796E-07   3.168463E-07
  13.400   7.257874E-07   2.700123E-07
  13.500   6.259270E-07   2.301010E-07
  13.600   5.398063E-07   1.960891E-07
  13.700   4.655349E-07   1.671046E-07
  13.800   4.014824E-07   1.424044E-07
  13.900   3.462428E-07   1.213552E-07
  14.000   2.986036E-07   1.034173E-07
  14.100   2.575190E-07   8.813092E-08
  14.200   2.202632E-07   7.560073E-08
  14.300   1.883800E-07   6.485680E-08
  14.400   1.611119E-07   5.563973E-08
  14.500   1.377909E-07   4.773254E-08
  14.600   1.178456E-07   4.094907E-08
  14.700   1.007874E-07   3.512963E-08
  14.800   8.619840E-08   3.013722E-08
  14.900   7.372114E-08   2.585429E-08
  15.000   6.304998E-08   2.218003E-08
  15.100   5.392347E-08   1.902794E-08
  15.200   4.611802E-08   1.632380E-08
  15.300   4.063537E-08   1.432623E-08
  15.400   3.621147E-08   1.268209E-08
  15.500   3.226920E-08   1.122663E-08
  15.600   2.875612E-08   9.938209E-09
  15.700   2.562549E-08   8.797654E-09
  15.800   2.283570E-08   7.787994E-09
  15.900   2.034962E-08   6.894207E-09
  16.000   1.813420E-08   6.102996E-09
  16.100   1.615996E-08   5.402588E-09
  16.200   1.440066E-08   4.782561E-09
  16.300   1.283289E-08   4.233692E-09
  16.400   1.135218E-08   3.746728E-09
  16.500   9.884046E-09   3.313697E-09
  16.600   8.605784E-09   2.930713E-09
  16.700   7.492834E-09   2.591993E-09
  16.800   6.523817E-09   2.292421E-09
  16.900   5.680119E-09   2.027472E-09
  17.000   4.945533E-09   1.793145E-09
  17.100   4.305948E-09   1.585901E-09
  17.200   3.749078E-09   1.402609E-09
  17.300   3.264226E-09   1.240501E-09
  17.400   2.842077E-09   1.097129E-09
  17.500   2.474523E-09   9.703272E-10
  17.600   2.272282E-09   9.158407E-10
  17.700   2.131756E-09   8.873386E-10
  17.800   1.999920E-09   8.597236E-10
  17.900   1.876237E-09   8.329680E-10
  18.000   1.760204E-09   8.070451E-10
  18.100   1.651346E-09   7.819289E-10
  18.200   1.549221E-09   7.575943E-10
  18.300   1.453411E-09   7.340171E-10
  18.400   1.363526E-09   7.111736E-10
  18.500   1.279201E-09   6.890411E-10
  18.600   1.200090E-09   6.675973E-10
  18.700   1.125872E-09   6.468209E-10
  18.800   1.057358E-09   5.944497E-10
  18.900   9.932018E-10   5.411710E-10
  19.000   9.329379E-10   4.926676E-10
  19.100   8.763307E-10   4.485113E-10
  19.200   8.231582E-10   4.083127E-10
  19.300   7.732119E-10   3.717169E-10
  19.400   7.262963E-10   3.384011E-10
  19.500   6.822273E-10   3.080712E-10
  19.600   6.408322E-10   2.804598E-10
  19.700   6.019489E-10   2.553231E-10
  19.800   5.654248E-10   2.324393E-10
  19.900   5.311169E-10   2.116065E-10
 Z= 106 A= 246  Sg beta2= 0.34 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.613425E-02   5.985158E-02
   0.100   7.641943E-02   5.970120E-02
   0.200   7.670567E-02   5.955120E-02
   0.300   7.699299E-02   5.940157E-02
   0.400   7.735175E-02   5.921142E-02
   0.500   7.786759E-02   5.893249E-02
   0.600   7.842262E-02   5.862586E-02
   0.700   7.905285E-02   5.826384E-02
   0.800   7.968813E-02   5.790405E-02
   0.900   8.031638E-02   5.752953E-02
   1.000   8.094260E-02   5.714782E-02
   1.100   8.148263E-02   5.680494E-02
   1.200   8.197928E-02   5.648263E-02
   1.300   8.247895E-02   5.616214E-02
   1.400   8.278602E-02   5.596770E-02
   1.500   8.308648E-02   5.577883E-02
   1.600   8.318434E-02   5.577746E-02
   1.700   8.327920E-02   5.577894E-02
   1.800   8.332904E-02   5.583973E-02
   1.900   8.326628E-02   5.604909E-02
   2.000   8.318261E-02   5.631452E-02
   2.100   8.305245E-02   5.670505E-02
   2.200   8.292250E-02   5.709829E-02
   2.300   8.280364E-02   5.756501E-02
   2.400   8.269187E-02   5.808100E-02
   2.500   8.263620E-02   5.861970E-02
   2.600   8.261285E-02   5.917396E-02
   2.700   8.258952E-02   5.973345E-02
   2.800   8.267360E-02   6.025612E-02
   2.900   8.276524E-02   6.078041E-02
   3.000   8.295304E-02   6.120850E-02
   3.100   8.314538E-02   6.163527E-02
   3.200   8.335192E-02   6.203057E-02
   3.300   8.359821E-02   6.232984E-02
   3.400   8.384031E-02   6.259312E-02
   3.500   8.407070E-02   6.276286E-02
   3.600   8.430171E-02   6.293306E-02
   3.700   8.448685E-02   6.304269E-02
   3.800   8.463920E-02   6.310899E-02
   3.900   8.471882E-02   6.314671E-02
   4.000   8.475142E-02   6.316598E-02
   4.100   8.478403E-02   6.318525E-02
   4.200   8.470829E-02   6.321781E-02
   4.300   8.462179E-02   6.325173E-02
   4.400   8.445954E-02   6.335234E-02
   4.500   8.429216E-02   6.345791E-02
   4.600   8.411638E-02   6.358381E-02
   4.700   8.391231E-02   6.377647E-02
   4.800   8.370531E-02   6.398095E-02
   4.900   8.348897E-02   6.421866E-02
   5.000   8.327320E-02   6.445726E-02
   5.100   8.304169E-02   6.467938E-02
   5.200   8.278657E-02   6.487215E-02
   5.300   8.249248E-02   6.500811E-02
   5.400   8.210628E-02   6.501575E-02
   5.500   8.167986E-02   6.496937E-02
   5.600   8.113598E-02   6.477140E-02
   5.700   8.043527E-02   6.438490E-02
   5.800   7.959949E-02   6.384222E-02
   5.900   7.849359E-02   6.300688E-02
   6.000   7.729854E-02   6.207562E-02
   6.100   7.584075E-02   6.087463E-02
   6.200   7.409327E-02   5.938656E-02
   6.300   7.212703E-02   5.768964E-02
   6.400   6.975836E-02   5.561793E-02
   6.500   6.730927E-02   5.347599E-02
   6.600   6.453691E-02   5.104568E-02
   6.700   6.145420E-02   4.834813E-02
   6.800   5.819141E-02   4.550509E-02
   6.900   5.457094E-02   4.236710E-02
   7.000   5.100361E-02   3.929771E-02
   7.100   4.724428E-02   3.608922E-02
   7.200   4.335879E-02   3.280254E-02
   7.300   3.950135E-02   2.957318E-02
   7.400   3.555571E-02   2.630754E-02
   7.500   3.187589E-02   2.329828E-02
   7.600   2.827773E-02   2.039318E-02
   7.700   2.483004E-02   1.764901E-02
   7.800   2.163134E-02   1.514055E-02
   7.900   1.861951E-02   1.281580E-02
   8.000   1.596639E-02   1.080233E-02
   8.100   1.355871E-02   9.007151E-03
   8.200   1.141683E-02   7.439163E-03
   8.300   9.551635E-03   6.100930E-03
   8.400   7.924685E-03   4.957228E-03
   8.500   6.559338E-03   4.017469E-03
   8.600   5.397814E-03   3.235230E-03
   8.700   4.424016E-03   2.594087E-03
   8.800   3.615975E-03   2.073995E-03
   8.900   2.948992E-03   1.654745E-03
   9.000   2.404126E-03   1.319875E-03
   9.100   1.958634E-03   1.052397E-03
   9.200   1.596483E-03   8.397884E-04
   9.300   1.301686E-03   6.705544E-04
   9.400   1.062994E-03   5.364457E-04
   9.500   8.684887E-04   4.293918E-04
   9.600   7.104366E-04   3.441626E-04
   9.700   5.817383E-04   2.761177E-04
   9.800   4.764968E-04   2.215484E-04
   9.900   3.905001E-04   1.777884E-04
  10.000   3.200417E-04   1.426646E-04
  10.100   2.623057E-04   1.144540E-04
  10.200   2.150048E-04   9.181774E-05
  10.300   1.761938E-04   7.365253E-05
  10.400   1.444884E-04   5.917514E-05
  10.500   1.185347E-04   4.758670E-05
  10.600   9.735749E-05   3.837236E-05
  10.700   8.013439E-05   3.107834E-05
  10.800   6.606740E-05   2.526323E-05
  10.900   5.468697E-05   2.069655E-05
  11.000   4.532950E-05   1.700023E-05
  11.100   3.771153E-05   1.406175E-05
  11.200   3.148539E-05   1.170581E-05
  11.300   2.634594E-05   9.784910E-06
  11.400   2.211220E-05   8.219827E-06
  11.500   1.857042E-05   6.911606E-06
  11.600   1.561598E-05   5.822200E-06
  11.700   1.313180E-05   4.902555E-06
  11.800   1.103454E-05   4.122649E-06
  11.900   9.256461E-06   3.455599E-06
  12.000   7.759473E-06   2.892914E-06
  12.100   6.491897E-06   2.413710E-06
  12.200   5.447103E-06   2.019351E-06
  12.300   4.571651E-06   1.689839E-06
  12.400   3.836900E-06   1.414096E-06
  12.500   3.220238E-06   1.183347E-06
  12.600   2.702685E-06   9.902517E-07
  12.700   2.268313E-06   8.286650E-07
  12.800   1.903752E-06   6.934457E-07
  12.900   1.597783E-06   5.802910E-07
  13.000   1.341206E-06   4.856498E-07
  13.100   1.156337E-06   4.133172E-07
  13.200   9.969507E-07   3.517578E-07
  13.300   8.595334E-07   2.993671E-07
  13.400   7.410574E-07   2.547794E-07
  13.500   6.389119E-07   2.168326E-07
  13.600   5.508458E-07   1.845376E-07
  13.700   4.749186E-07   1.570526E-07
  13.800   4.094570E-07   1.336612E-07
  13.900   3.530184E-07   1.137537E-07
  14.000   3.043592E-07   9.681127E-08
  14.100   2.624071E-07   8.239221E-08
