 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
  18.200   1.494093E-07   2.007924E-10
  18.300   1.539332E-07   1.955263E-10
  18.400   1.555336E-07   1.996148E-10
  18.500   1.571506E-07   2.037889E-10
  18.600   1.587844E-07   2.080503E-10
  18.700   1.604352E-07   2.124008E-10
  18.800   1.621031E-07   2.168422E-10
  18.900   1.637884E-07   2.213765E-10
  19.000   1.654913E-07   2.260057E-10
  19.100   1.672118E-07   2.307316E-10
  19.200   1.689502E-07   2.355564E-10
  19.300   1.707067E-07   2.404820E-10
  19.400   1.724814E-07   2.455106E-10
  19.500   1.742746E-07   2.506444E-10
  19.600   1.727165E-07   2.475780E-10
  19.700   1.711623E-07   2.445248E-10
  19.800   1.696222E-07   2.415093E-10
  19.900   1.680959E-07   2.385309E-10
 Z= 110 A= 306  10 beta2= 0.40 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.451130E-02   5.099777E-02
   0.100   9.424176E-02   5.087984E-02
   0.200   9.397299E-02   5.076217E-02
   0.300   9.370498E-02   5.064478E-02
   0.400   9.343775E-02   5.052766E-02
   0.500   9.299122E-02   5.031696E-02
   0.600   9.253252E-02   5.009969E-02
   0.700   9.203391E-02   4.983514E-02
   0.800   9.152349E-02   4.955541E-02
   0.900   9.101590E-02   4.927725E-02
   1.000   9.057302E-02   4.898775E-02
   1.100   9.015165E-02   4.869592E-02
   1.200   8.984650E-02   4.843382E-02
   1.300   8.962595E-02   4.819356E-02
   1.400   8.940595E-02   4.795449E-02
   1.500   8.932436E-02   4.778234E-02
   1.600   8.933673E-02   4.765545E-02
   1.700   8.942474E-02   4.759563E-02
   1.800   8.962100E-02   4.763116E-02
   1.900   8.981769E-02   4.766672E-02
   2.000   9.005095E-02   4.777917E-02
   2.100   9.033286E-02   4.799422E-02
   2.200   9.060706E-02   4.824770E-02
   2.300   9.085572E-02   4.861814E-02
   2.400   9.110505E-02   4.899143E-02
   2.500   9.132619E-02   4.939286E-02
   2.600   9.146721E-02   4.986868E-02
   2.700   9.159811E-02   5.035020E-02
   2.800   9.161186E-02   5.084921E-02
   2.900   9.162560E-02   5.135316E-02
   3.000   9.163041E-02   5.185679E-02
   3.100   9.155296E-02   5.231608E-02
   3.200   9.147557E-02   5.277943E-02
   3.300   9.138269E-02   5.314716E-02
   3.400   9.128845E-02   5.350813E-02
   3.500   9.119430E-02   5.387156E-02
   3.600   9.114396E-02   5.411211E-02
   3.700   9.109679E-02   5.434470E-02
   3.800   9.111239E-02   5.448153E-02
   3.900   9.114893E-02   5.458641E-02
   4.000   9.118548E-02   5.469149E-02
   4.100   9.127439E-02   5.472373E-02
   4.200   9.137932E-02   5.473381E-02
   4.300   9.148949E-02   5.472526E-02
   4.400   9.160345E-02   5.470346E-02
   4.500   9.171755E-02   5.468167E-02
   4.600   9.179608E-02   5.468210E-02
   4.700   9.185105E-02   5.469722E-02
   4.800   9.185741E-02   5.474986E-02
   4.900   9.179638E-02   5.485467E-02
   5.000   9.173538E-02   5.495968E-02
   5.100   9.161476E-02   5.510481E-02
   5.200   9.141726E-02   5.530214E-02
   5.300   9.118559E-02   5.550603E-02
   5.400   9.085270E-02   5.572804E-02
   5.500   9.052103E-02   5.595094E-02
   5.600   9.015818E-02   5.615724E-02
   5.700   8.971006E-02   5.631710E-02
   5.800   8.919316E-02   5.639890E-02
   5.900   8.860526E-02   5.638453E-02
   6.000   8.796844E-02   5.629867E-02
   6.100   8.721926E-02   5.604831E-02
   6.200   8.639227E-02   5.568268E-02
   6.300   8.540814E-02   5.509813E-02
   6.400   8.428363E-02   5.433025E-02
   6.500   8.306039E-02   5.343295E-02
   6.600   8.161341E-02   5.227413E-02
   6.700   8.002391E-02   5.095719E-02
   6.800   7.815136E-02   4.934812E-02
   6.900   7.605709E-02   4.753091E-02
   7.000   7.382506E-02   4.559505E-02
   7.100   7.127665E-02   4.339177E-02
   7.200   6.856627E-02   4.107553E-02
   7.300   6.552347E-02   3.851570E-02
   7.400   6.227710E-02   3.584011E-02
   7.500   5.895247E-02   3.316070E-02
   7.600   5.537482E-02   3.035310E-02
   7.700   5.174949E-02   2.758724E-02
   7.800   4.793564E-02   2.476788E-02
   7.900   4.410175E-02   2.202687E-02
   8.000   4.037065E-02   1.945212E-02
   8.100   3.662144E-02   1.696201E-02
   8.200   3.302990E-02   1.467042E-02
   8.300   2.951017E-02   1.251855E-02
   8.400   2.618671E-02   1.057718E-02
   8.500   2.312194E-02   8.872033E-03
   8.600   2.024728E-02   7.350514E-03
   8.700   1.764206E-02   6.044104E-03
   8.800   1.525498E-02   4.911644E-03
   8.900   1.312639E-02   3.960336E-03
   9.000   1.125515E-02   3.175318E-03
   9.100   9.601898E-03   2.524597E-03
   9.200   8.168584E-03   1.997792E-03
   9.300   6.924610E-03   1.571011E-03
   9.400   5.860237E-03   1.231478E-03
   9.500   4.953815E-03   9.632193E-04
   9.600   4.183940E-03   7.518198E-04
   9.700   3.532821E-03   5.863211E-04
   9.800   2.984274E-03   4.571403E-04
   9.900   2.522833E-03   3.565470E-04
  10.000   2.134013E-03   2.781706E-04
  10.100   1.807570E-03   2.171427E-04
  10.200   1.532399E-03   1.695254E-04
  10.300   1.301094E-03   1.323257E-04
  10.400   1.105835E-03   1.032040E-04
  10.500   9.405680E-04   8.043532E-05
  10.600   8.008627E-04   6.256801E-05
  10.700   6.822962E-04   4.859904E-05
  10.800   5.818516E-04   3.766622E-05
  10.900   4.965495E-04   2.916241E-05
  11.000   4.239725E-04   2.256256E-05
  11.100   3.623872E-04   1.746620E-05
  11.200   3.099680E-04   1.353719E-05
  11.300   2.655364E-04   1.053760E-05
  11.400   2.277845E-04   8.246024E-06
  11.500   1.955993E-04   6.479226E-06
  11.600   1.683025E-04   5.138199E-06
  11.700   1.450054E-04   4.099295E-06
  11.800   1.252292E-04   3.303228E-06
  11.900   1.083210E-04   2.677112E-06
  12.000   9.380131E-05   2.178359E-06
  12.100   8.136919E-05   1.778130E-06
  12.200   7.064688E-05   1.451804E-06
  12.300   6.140669E-05   1.181400E-06
  12.400   5.339676E-05   9.558352E-07
  12.500   4.644296E-05   7.697932E-07
  12.600   4.039293E-05   6.131829E-07
  12.700   3.510645E-05   4.840063E-07
  12.800   3.049285E-05   3.796957E-07
  12.900   2.648556E-05   2.978656E-07
  13.000   2.300490E-05   2.336711E-07
  13.100   1.998166E-05   1.833115E-07
  13.200   1.735572E-05   1.438051E-07
  13.300   1.507488E-05   1.128130E-07
  13.400   1.309378E-05   8.850010E-08
  13.500   1.137303E-05   6.942701E-08
  13.600   9.888010E-06   5.557470E-08
  13.700   8.616581E-06   4.665209E-08
  13.800   7.508636E-06   3.916202E-08
  13.900   6.543154E-06   3.287450E-08
  14.000   5.701816E-06   2.759644E-08
  14.100   4.968660E-06   2.316579E-08
  14.200   4.329775E-06   1.944649E-08
  14.300   3.773040E-06   1.632432E-08
  14.400   3.287892E-06   1.370342E-08
  14.500   2.865125E-06   1.150332E-08
  14.600   2.496719E-06   9.656442E-09
  14.700   2.175683E-06   8.106084E-09
  14.800   1.867899E-06   6.448292E-09
  14.900   1.596089E-06   5.042672E-09
  15.000   1.363833E-06   3.943454E-09
  15.100   1.165373E-06   3.083847E-09
  15.200   9.957922E-07   2.411620E-09
  15.300   8.508883E-07   1.885928E-09
  15.400   7.270702E-07   1.474827E-09
  15.500   6.212697E-07   1.153339E-09
  15.600   5.308649E-07   9.019308E-10
  15.700   4.536155E-07   7.053250E-10
  15.800   3.876071E-07   5.515760E-10
  15.900   3.325693E-07   4.381481E-10
  16.000   3.013768E-07   4.285222E-10
  16.100   2.731098E-07   4.191077E-10
  16.200   2.474941E-07   4.099000E-10
  16.300   2.242810E-07   4.008947E-10
  16.400   2.032451E-07   3.920871E-10
  16.500   1.841822E-07   3.834731E-10
  16.600   1.669073E-07   3.750483E-10
  16.700   1.512526E-07   3.668087E-10
  16.800   1.370662E-07   3.587500E-10
  16.900   1.242104E-07   3.508684E-10
  17.000   1.125604E-07   3.431599E-10
  17.100   1.048945E-07   3.338231E-10
  17.200   1.073400E-07   3.189536E-10
  17.300   1.098425E-07   3.047464E-10
  17.400   1.124033E-07   2.911720E-10
  17.500   1.150238E-07   2.782023E-10
  17.600   1.177054E-07   2.658103E-10
  17.700   1.204495E-07   2.539703E-10
  17.800   1.232576E-07   2.426577E-10
  17.900   1.261312E-07   2.318489E-10
  18.000   1.290717E-07   2.215217E-10
  18.100   1.320808E-07   2.116544E-10
  18.200   1.351601E-07   2.022266E-10
  18.300   1.379049E-07   1.956331E-10
  18.400   1.389406E-07   1.996125E-10
  18.500   1.399841E-07   2.036728E-10
  18.600   1.410354E-07   2.078157E-10
  18.700   1.420947E-07   2.120429E-10
  18.800   1.431618E-07   2.163560E-10
  18.900   1.442370E-07   2.207569E-10
  19.000   1.453203E-07   2.252473E-10
  19.100   1.464117E-07   2.298291E-10
  19.200   1.475113E-07   2.345040E-10
  19.300   1.486192E-07   2.392741E-10
  19.400   1.497354E-07   2.441411E-10
  19.500   1.508600E-07   2.491072E-10
  19.600   1.496441E-07   2.471547E-10
  19.700   1.481111E-07   2.442473E-10
  19.800   1.465938E-07   2.413741E-10
  19.900   1.450921E-07   2.385347E-10
 Z= 110 A= 307  10 beta2= 0.40 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.398227E-02   5.066542E-02
   0.100   9.371758E-02   5.054700E-02
   0.200   9.345363E-02   5.042886E-02
   0.300   9.319043E-02   5.031099E-02
   0.400   9.292797E-02   5.019340E-02
   0.500   9.249033E-02   4.998227E-02
   0.600   9.203954E-02   4.976392E-02
   0.700   9.155110E-02   4.949875E-02
   0.800   9.105090E-02   4.921779E-02
   0.900   9.055343E-02   4.893843E-02
   1.000   9.012013E-02   4.864835E-02
   1.100   8.970962E-02   4.835585E-02
   1.200   8.941153E-02   4.809290E-02
   1.300   8.920073E-02   4.785301E-02
   1.400   8.899044E-02   4.761432E-02
   1.500   8.891255E-02   4.744041E-02
   1.600   8.893266E-02   4.731420E-02
   1.700   8.902331E-02   4.725163E-02
   1.800   8.922598E-02   4.728946E-02
   1.900   8.942910E-02   4.732731E-02
   2.000   8.966600E-02   4.743729E-02
   2.100   8.995343E-02   4.765566E-02
   2.200   9.023461E-02   4.790762E-02
   2.300   9.049024E-02   4.828143E-02
   2.400   9.074660E-02   4.865816E-02
   2.500   9.097935E-02   4.905963E-02
   2.600   9.113015E-02   4.953894E-02
   2.700   9.127608E-02   5.002352E-02
   2.800   9.130252E-02   5.052655E-02
   2.900   9.132897E-02   5.103464E-02
   3.000   9.135066E-02   5.154491E-02
   3.100   9.128888E-02   5.200835E-02
   3.200   9.122715E-02   5.247596E-02
   3.300   9.115210E-02   5.285244E-02
   3.400   9.107510E-02   5.321704E-02
   3.500   9.099815E-02   5.358415E-02
   3.600   9.096320E-02   5.383536E-02
   3.700   9.093393E-02   5.407171E-02
   3.800   9.096104E-02   5.421898E-02
   3.900   9.101292E-02   5.432705E-02
   4.000   9.106484E-02   5.443534E-02
   4.100   9.116380E-02   5.447607E-02
   4.200   9.128230E-02   5.448888E-02
   4.300   9.140390E-02   5.448521E-02
   4.400   9.152836E-02   5.446646E-02
   4.500   9.165299E-02   5.444771E-02
   4.600   9.174475E-02   5.444830E-02
   4.700   9.180788E-02   5.446568E-02
   4.800   9.183017E-02   5.451476E-02
   4.900   9.177625E-02   5.462309E-02
   5.000   9.172236E-02   5.473163E-02
   5.100   9.161931E-02   5.487346E-02
   5.200   9.142983E-02   5.507411E-02
   5.300   9.121697E-02   5.527972E-02
   5.400   9.089364E-02   5.550595E-02
   5.500   9.057145E-02   5.573310E-02
   5.600   9.022812E-02   5.594916E-02
   5.700   8.979086E-02   5.611431E-02
   5.800   8.929317E-02   5.620884E-02
   5.900   8.872688E-02   5.621203E-02
   6.000   8.810201E-02   5.613145E-02
   6.100   8.737756E-02   5.590346E-02
   6.200   8.657407E-02   5.555759E-02
   6.300   8.561352E-02   5.499376E-02
   6.400   8.452086E-02   5.425687E-02
   6.500   8.330903E-02   5.336595E-02
   6.600   8.189637E-02   5.224086E-02
   6.700   8.033511E-02   5.095053E-02
   6.800   7.849059E-02   4.936739E-02
   6.900   7.643676E-02   4.758705E-02
   7.000   7.420855E-02   4.565268E-02
   7.100   7.169963E-02   4.348428E-02
   7.200   6.901670E-02   4.119176E-02
   7.300   6.599651E-02   3.865092E-02
   7.400   6.278465E-02   3.600393E-02
   7.500   5.944710E-02   3.331532E-02
   7.600   5.589689E-02   3.052915E-02
   7.700   5.228255E-02   2.777135E-02
   7.800   4.847027E-02   2.495373E-02
   7.900   4.464478E-02   2.221989E-02
   8.000   4.087967E-02   1.962365E-02
   8.100   3.712902E-02   1.713366E-02
   8.200   3.352157E-02   1.483376E-02
   8.300   2.997682E-02   1.266790E-02
   8.400   2.663232E-02   1.071595E-02
   8.500   2.352397E-02   8.988341E-03
   8.600   2.062425E-02   7.455699E-03
   8.700   1.798807E-02   6.135706E-03
   8.800   1.556697E-02   4.988916E-03
   8.900   1.340716E-02   4.025691E-03
   9.000   1.149965E-02   3.227139E-03
   9.100   9.818937E-03   2.567358E-03
   9.200   8.359418E-03   2.032361E-03
   9.300   7.089917E-03   1.598187E-03
   9.400   6.002863E-03   1.252697E-03
   9.500   5.075993E-03   9.794516E-04
   9.600   4.288824E-03   7.643333E-04
   9.700   3.622951E-03   5.959499E-04
   9.800   3.061081E-03   4.643968E-04
   9.900   2.588055E-03   3.619759E-04
  10.000   2.189796E-03   2.822703E-04
  10.100   1.855112E-03   2.202206E-04
  10.200   1.573211E-03   1.718691E-04
  10.300   1.336009E-03   1.340832E-04
  10.400   1.135646E-03   1.045215E-04
  10.500   9.662190E-04   8.141746E-05
  10.600   8.228954E-04   6.330885E-05
  10.700   7.013573E-04   4.916284E-05
  10.800   5.982852E-04   3.808217E-05
  10.900   5.106985E-04   2.946495E-05
  11.000   4.362288E-04   2.278022E-05
  11.100   3.729801E-04   1.762103E-05
  11.200   3.191759E-04   1.364629E-05
  11.300   2.735036E-04   1.060912E-05
  11.400   2.346609E-04   8.287953E-06
  11.500   2.015900E-04   6.506585E-06
  11.600   1.734976E-04   5.150890E-06
  11.700   1.495450E-04   4.104108E-06
  11.800   1.291795E-04   3.302550E-06
  11.900   1.117549E-04   2.672751E-06
  12.000   9.681783E-05   2.173589E-06
  12.100   8.400807E-05   1.772854E-06
  12.200   7.297077E-05   1.447155E-06
  12.300   6.344924E-05   1.177433E-06
  12.400   5.519209E-05   9.528617E-07
  12.500   4.802594E-05   7.669734E-07
  12.600   4.178832E-05   6.111892E-07
  12.700   3.633515E-05   4.824466E-07
  12.800   3.156615E-05   3.779242E-07
  12.900   2.742309E-05   2.960466E-07
  13.000   2.382380E-05   2.319079E-07
  13.100   2.069692E-05   1.816649E-07
  13.200   1.798044E-05   1.423071E-07
  13.300   1.562051E-05   1.114761E-07
  13.400   1.357031E-05   8.732475E-08
  13.500   1.178920E-05   6.840578E-08
  13.600   1.024636E-05   5.437432E-08
  13.700   8.920119E-06   4.566320E-08
  13.800   7.765543E-06   3.834766E-08
  13.900   6.760409E-06   3.220411E-08
  14.000   5.885374E-06   2.704481E-08
  14.100   5.123600E-06   2.271205E-08
  14.200   4.460426E-06   1.907343E-08
  14.300   3.883091E-06   1.601775E-08
  14.400   3.380482E-06   1.345160E-08
  14.500   2.942929E-06   1.129657E-08
  14.600   2.562011E-06   9.486782E-09
  14.700   2.230397E-06   7.966938E-09
  14.800   1.913754E-06   6.374105E-09
  14.900   1.630060E-06   4.976201E-09
  15.000   1.388420E-06   3.884871E-09
  15.100   1.182601E-06   3.032880E-09
  15.200   1.007293E-06   2.367740E-09
  15.300   8.579721E-07   1.848471E-09
  15.400   7.307867E-07   1.443083E-09
  15.500   6.224551E-07   1.126601E-09
  15.600   5.301826E-07   8.795259E-10
  15.700   4.515885E-07   6.866371E-10
  15.800   3.846452E-07   5.360508E-10
  15.900   3.276255E-07   4.184896E-10
  16.000   2.989901E-07   4.077923E-10
  16.100   2.734604E-07   4.001966E-10
  16.200   2.501106E-07   3.927424E-10
  16.300   2.287545E-07   3.854271E-10
  16.400   2.092219E-07   3.782480E-10
  16.500   1.913572E-07   3.712026E-10
  16.600   1.750179E-07   3.642885E-10
  16.700   1.600737E-07   3.575031E-10
  16.800   1.464056E-07   3.508441E-10
  16.900   1.339045E-07   3.443092E-10
  17.000   1.224709E-07   3.378960E-10
  17.100   1.137080E-07   3.305691E-10
  17.200   1.175008E-07   3.162853E-10
  17.300   1.214202E-07   3.026187E-10
  17.400   1.254703E-07   2.895426E-10
  17.500   1.296556E-07   2.770316E-10
  17.600   1.339804E-07   2.650611E-10
  17.700   1.384494E-07   2.536079E-10
  17.800   1.430676E-07   2.426496E-10
  17.900   1.478398E-07   2.321648E-10
  18.000   1.527711E-07   2.221330E-10
  18.100   1.578670E-07   2.125347E-10
  18.200   1.631328E-07   2.033511E-10
  18.300   1.682539E-07   1.954966E-10
  18.400   1.695111E-07   1.993589E-10
  18.500   1.707776E-07   2.032975E-10
  18.600   1.720537E-07   2.073139E-10
  18.700   1.733392E-07   2.114097E-10
  18.800   1.746344E-07   2.155863E-10
  18.900   1.759392E-07   2.198455E-10
  19.000   1.772538E-07   2.241889E-10
  19.100   1.785782E-07   2.286180E-10
  19.200   1.799125E-07   2.331346E-10
  19.300   1.812568E-07   2.377405E-10
  19.400   1.826111E-07   2.424374E-10
  19.500   1.839755E-07   2.472270E-10
  19.600   1.828146E-07   2.462871E-10
  19.700   1.808551E-07   2.435068E-10
  19.800   1.789166E-07   2.407579E-10
  19.900   1.769990E-07   2.380400E-10
 Z= 110 A= 308  10 beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.411982E-02   5.049722E-02
   0.100   9.384871E-02   5.037828E-02
   0.200   9.357839E-02   5.025963E-02
   0.300   9.330885E-02   5.014124E-02
   0.400   9.304008E-02   5.002314E-02
   0.500   9.259371E-02   4.981169E-02
   0.600   9.213281E-02   4.959236E-02
   0.700   9.163329E-02   4.932710E-02
   0.800   9.112098E-02   4.904549E-02
   0.900   9.061154E-02   4.876549E-02
   1.000   9.016520E-02   4.847473E-02
   1.100   8.974291E-02   4.818124E-02
   1.200   8.943151E-02   4.791679E-02
   1.300   8.921228E-02   4.767653E-02
   1.400   8.899358E-02   4.743747E-02
   1.500   8.890534E-02   4.726141E-02
   1.600   8.892224E-02   4.713582E-02
   1.700   8.900693E-02   4.707018E-02
   1.800   8.921091E-02   4.710928E-02
   1.900   8.941537E-02   4.714841E-02
   2.000   8.965273E-02   4.725453E-02
   2.100   8.994567E-02   4.747439E-02
   2.200   9.023363E-02   4.772312E-02
   2.300   9.049580E-02   4.809918E-02
   2.400   9.075873E-02   4.847819E-02
   2.500   9.100205E-02   4.887841E-02
   2.600   9.115955E-02   4.935982E-02
   2.700   9.131706E-02   4.984601E-02
   2.800   9.134948E-02   5.035110E-02
   2.900   9.138191E-02   5.086131E-02
   3.000   9.141338E-02   5.137608E-02
   3.100   9.135720E-02   5.184030E-02
   3.200   9.130105E-02   5.230871E-02
   3.300   9.123221E-02   5.269077E-02
   3.400   9.116065E-02   5.305576E-02
   3.500   9.108915E-02   5.342327E-02
   3.600   9.105729E-02   5.368098E-02
   3.700   9.103355E-02   5.391684E-02
   3.800   9.106220E-02   5.407074E-02
   3.900   9.112037E-02   5.417832E-02
   4.000   9.117856E-02   5.428611E-02
   4.100   9.127926E-02   5.433141E-02
   4.200   9.140307E-02   5.434283E-02
   4.300   9.152893E-02   5.433992E-02
   4.400   9.165718E-02   5.432020E-02
   4.500   9.178560E-02   5.430049E-02
   4.600   9.188413E-02   5.429791E-02
   4.700   9.194853E-02   5.431481E-02
   4.800   9.197969E-02   5.435714E-02
   4.900   9.192484E-02   5.446531E-02
   5.000   9.187001E-02   5.457370E-02
   5.100   9.177566E-02   5.470879E-02
   5.200   9.158375E-02   5.490994E-02
   5.300   9.137899E-02   5.511415E-02
   5.400   9.105297E-02   5.534066E-02
   5.500   9.072812E-02   5.556810E-02
   5.600   9.039180E-02   5.578963E-02
   5.700   8.995189E-02   5.595462E-02
   5.800   8.945885E-02   5.605744E-02
   5.900   8.890057E-02   5.607380E-02
   6.000   8.827533E-02   5.599321E-02
   6.100   8.756216E-02   5.578179E-02
   6.200   8.676763E-02   5.544861E-02
   6.300   8.581873E-02   5.489991E-02
   6.400   8.474732E-02   5.418881E-02
   6.500   8.353638E-02   5.329783E-02
   6.600   8.214889E-02   5.220006E-02
   6.700   8.060582E-02   5.092718E-02
   6.800   7.878192E-02   4.936371E-02
   6.900   7.676264E-02   4.761628E-02
   7.000   7.453064E-02   4.567810E-02
   7.100   7.205604E-02   4.354037E-02
   7.200   6.939263E-02   4.126428E-02
   7.300   6.639204E-02   3.873971E-02
   7.400   6.321426E-02   3.612012E-02
   7.500   5.986077E-02   3.341864E-02
   7.600   5.633648E-02   3.065307E-02
   7.700   5.272765E-02   2.790018E-02
   7.800   4.891836E-02   2.508591E-02
   7.900   4.510575E-02   2.236268E-02
   8.000   4.130795E-02   1.974625E-02
   8.100   3.755800E-02   1.725940E-02
   8.200   3.393315E-02   1.495114E-02
   8.300   3.036899E-02   1.277714E-02
   8.400   2.701079E-02   1.082078E-02
   8.500   2.386281E-02   9.073692E-03
   8.600   2.094322E-02   7.533840E-03
   8.700   1.827756E-02   6.202431E-03
   8.800   1.582830E-02   5.045519E-03
   8.900   1.364464E-02   4.074527E-03
   9.000   1.170592E-02   3.265169E-03
   9.100   1.000199E-02   2.598883E-03
   9.200   8.518139E-03   2.057176E-03
   9.300   7.227422E-03   1.617737E-03
   9.400   6.121935E-03   1.268138E-03
   9.500   5.177400E-03   9.910884E-04
   9.600   4.375400E-03   7.732390E-04
   9.700   3.696101E-03   6.025659E-04
   9.800   3.123118E-03   4.693604E-04
   9.900   2.640593E-03   3.656972E-04
  10.000   2.234362E-03   2.850346E-04
  10.100   1.892692E-03   2.222557E-04
  10.200   1.604766E-03   1.733456E-04
  10.300   1.362678E-03   1.351738E-04
  10.400   1.158228E-03   1.053399E-04
  10.500   9.854074E-04   8.201494E-05
  10.600   8.391110E-04   6.375166E-05
  10.700   7.150254E-04   4.947790E-05
  10.800   6.098723E-04   3.830925E-05
  10.900   5.205244E-04   2.962872E-05
  11.000   4.445703E-04   2.289151E-05
  11.100   3.800269E-04   1.769309E-05
  11.200   3.251034E-04   1.368752E-05
  11.300   2.785195E-04   1.063020E-05
  11.400   2.388981E-04   8.293018E-06
  11.500   2.051918E-04   6.505901E-06
  11.600   1.765264E-04   5.142018E-06
  11.700   1.520839E-04   4.091165E-06
  11.800   1.313235E-04   3.288443E-06
  11.900   1.135672E-04   2.658397E-06
  12.000   9.836875E-05   2.161026E-06
  12.100   8.532174E-05   1.761299E-06
  12.200   7.408356E-05   1.437018E-06
  12.300   6.440163E-05   1.169029E-06
  12.400   5.601121E-05   9.464338E-07
  12.500   4.873041E-05   7.613569E-07
  12.600   4.239558E-05   6.069433E-07
  12.700   3.686660E-05   4.791664E-07
  12.800   3.203157E-05   3.748669E-07
  12.900   2.783065E-05   2.932702E-07
  13.000   2.418068E-05   2.294345E-07
  13.100   2.100939E-05   1.794938E-07
  13.200   1.825402E-05   1.404237E-07
  13.300   1.586002E-05   1.098578E-07
  13.400   1.377999E-05   8.594524E-08
  13.500   1.197275E-05   6.723766E-08
  13.600   1.040679E-05   5.305747E-08
  13.700   9.072602E-06   4.457307E-08
  13.800   7.909459E-06   3.744540E-08
  13.900   6.895436E-06   3.145752E-08
  14.000   6.011414E-06   2.642716E-08
  14.100   5.240727E-06   2.220120E-08
  14.200   4.568846E-06   1.865101E-08
  14.300   3.983102E-06   1.566854E-08
  14.400   3.472453E-06   1.316299E-08
  14.500   3.027271E-06   1.105810E-08
  14.600   2.639163E-06   9.289801E-09
  14.700   2.300812E-06   7.804272E-09
  14.800   1.986050E-06   6.284880E-09
  14.900   1.701574E-06   4.902416E-09
  15.000   1.457845E-06   3.824047E-09
  15.100   1.249028E-06   2.982884E-09
  15.200   1.070121E-06   2.326749E-09
  15.300   9.168400E-07   1.814941E-09
  15.400   7.855145E-07   1.415715E-09
  15.500   6.729997E-07   1.104304E-09
  15.600   5.766012E-07   8.613942E-10
  15.700   4.940106E-07   6.719161E-10
  15.800   4.232500E-07   5.241169E-10
  15.900   3.626249E-07   4.088286E-10
  16.000   3.275550E-07   3.902096E-10
  16.100   2.982657E-07   3.840458E-10
  16.200   2.715955E-07   3.779793E-10
  16.300   2.473100E-07   3.720087E-10
  16.400   2.251960E-07   3.661323E-10
  16.500   2.050595E-07   3.603488E-10
  16.600   1.867235E-07   3.546567E-10
  16.700   1.700271E-07   3.490544E-10
  16.800   1.548237E-07   3.435407E-10
  16.900   1.409797E-07   3.381140E-10
  17.000   1.283736E-07   3.327731E-10
  17.100   1.171049E-07   3.273772E-10
  17.200   1.193078E-07   3.137481E-10
  17.300   1.215521E-07   3.006865E-10
  17.400   1.238387E-07   2.881686E-10
  17.500   1.261682E-07   2.761718E-10
  17.600   1.285416E-07   2.646745E-10
  17.700   1.309596E-07   2.536559E-10
  17.800   1.334231E-07   2.430959E-10
  17.900   1.359330E-07   2.329756E-10
  18.000   1.384901E-07   2.232766E-10
  18.100   1.410952E-07   2.139813E-10
  18.200   1.437494E-07   2.050731E-10
  18.300   1.464535E-07   1.965357E-10
  18.400   1.472204E-07   1.998225E-10
  18.500   1.479108E-07   2.036522E-10
  18.600   1.486044E-07   2.075554E-10
  18.700   1.493013E-07   2.115333E-10
  18.800   1.500014E-07   2.155875E-10
  18.900   1.507048E-07   2.197194E-10
  19.000   1.514115E-07   2.239305E-10
  19.100   1.521215E-07   2.282223E-10
  19.200   1.528349E-07   2.325963E-10
  19.300   1.535516E-07   2.370542E-10
  19.400   1.542717E-07   2.415975E-10
  19.500   1.549951E-07   2.462279E-10
  19.600   1.540984E-07   2.462437E-10
  19.700   1.522867E-07   2.435959E-10
  19.800   1.504963E-07   2.409765E-10
  19.900   1.487269E-07   2.383854E-10
 Z= 110 A= 309  10 beta2= 0.38 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.364853E-02   5.018387E-02
   0.100   9.338159E-02   5.006445E-02
   0.200   9.311540E-02   4.994531E-02
   0.300   9.284998E-02   4.982646E-02
   0.400   9.258531E-02   4.970789E-02
   0.500   9.214730E-02   4.949728E-02
   0.600   9.169383E-02   4.927825E-02
   0.700   9.120344E-02   4.901318E-02
   0.800   9.070015E-02   4.873092E-02
   0.900   9.019965E-02   4.845029E-02
   1.000   8.976253E-02   4.815994E-02
   1.100   8.935100E-02   4.786696E-02
   1.200   8.904618E-02   4.760240E-02
   1.300   8.883626E-02   4.736311E-02
   1.400   8.862684E-02   4.712502E-02
   1.500   8.854258E-02   4.694836E-02
   1.600   8.856812E-02   4.682522E-02
   1.700   8.865662E-02   4.675835E-02
   1.800   8.886824E-02   4.680072E-02
   1.900   8.908036E-02   4.684312E-02
   2.000   8.932291E-02   4.694761E-02
   2.100   8.962361E-02   4.717169E-02
   2.200   8.992069E-02   4.741984E-02
   2.300   9.019245E-02   4.780055E-02
   2.400   9.046503E-02   4.818432E-02
   2.500   9.072231E-02   4.858607E-02
   2.600   9.089226E-02   4.907320E-02
   2.700   9.106252E-02   4.956521E-02
   2.800   9.111555E-02   5.007478E-02
   2.900   9.116396E-02   5.059010E-02
   3.000   9.121240E-02   5.111073E-02
   3.100   9.117783E-02   5.158226E-02
   3.200   9.114045E-02   5.205627E-02
   3.300   9.109219E-02   5.244853E-02
   3.400   9.104078E-02   5.281843E-02
   3.500   9.098940E-02   5.319095E-02
