 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
  15.400   4.284710E-06   1.295298E-09
  15.500   3.753426E-06   1.012552E-09
  15.600   3.288019E-06   7.915261E-10
  15.700   2.880320E-06   6.187468E-10
  15.800   2.523174E-06   4.836829E-10
  15.900   2.210312E-06   3.781015E-10
  16.000   1.936243E-06   2.955672E-10
  16.100   1.696158E-06   2.310489E-10
  16.200   1.485843E-06   1.806141E-10
  16.300   1.302070E-06   1.452742E-10
  16.400   1.144620E-06   1.502096E-10
  16.500   1.006210E-06   1.553127E-10
  16.600   8.845366E-07   1.605891E-10
  16.700   7.775762E-07   1.660448E-10
  16.800   6.835497E-07   1.716859E-10
  16.900   6.008932E-07   1.775186E-10
  17.000   5.282316E-07   1.835494E-10
  17.100   4.643565E-07   1.897851E-10
  17.200   4.082054E-07   1.962327E-10
  17.300   3.588442E-07   2.028993E-10
  17.400   3.154518E-07   2.097924E-10
  17.500   2.775717E-07   2.167892E-10
  17.600   2.661501E-07   2.122218E-10
  17.700   2.551984E-07   2.077506E-10
  17.800   2.446974E-07   2.033737E-10
  17.900   2.346286E-07   1.990889E-10
  18.000   2.249740E-07   1.948944E-10
  18.100   2.157167E-07   1.907883E-10
  18.200   2.068403E-07   1.867687E-10
  18.300   1.983292E-07   1.828338E-10
  18.400   1.901682E-07   1.789818E-10
  18.500   1.823431E-07   1.752109E-10
  18.600   1.748400E-07   1.715195E-10
  18.700   1.676456E-07   1.679059E-10
  18.800   1.716452E-07   1.673946E-10
  18.900   1.803958E-07   1.681030E-10
  19.000   1.895926E-07   1.688144E-10
  19.100   1.992581E-07   1.695287E-10
  19.200   2.094165E-07   1.702461E-10
  19.300   2.200927E-07   1.709665E-10
  19.400   2.313132E-07   1.716900E-10
  19.500   2.431058E-07   1.724165E-10
  19.600   2.554995E-07   1.731461E-10
  19.700   2.685251E-07   1.738788E-10
  19.800   2.822147E-07   1.746146E-10
  19.900   2.966022E-07   1.753535E-10
 Z= 110 A= 348  10 beta2= 0.19 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.821524E-02   4.299190E-02
   0.100   8.803940E-02   4.287085E-02
   0.200   8.786391E-02   4.275014E-02
   0.300   8.768877E-02   4.262977E-02
   0.400   8.751399E-02   4.250974E-02
   0.500   8.725617E-02   4.232181E-02
   0.600   8.696091E-02   4.210352E-02
   0.700   8.665930E-02   4.186612E-02
   0.800   8.634638E-02   4.159613E-02
   0.900   8.603459E-02   4.132789E-02
   1.000   8.574279E-02   4.106142E-02
   1.100   8.552152E-02   4.079682E-02
   1.200   8.530082E-02   4.053393E-02
   1.300   8.524647E-02   4.033307E-02
   1.400   8.521038E-02   4.013981E-02
   1.500   8.517430E-02   3.994747E-02
   1.600   8.529983E-02   3.984853E-02
   1.700   8.548188E-02   3.978196E-02
   1.800   8.574154E-02   3.978731E-02
   1.900   8.610521E-02   3.988844E-02
   2.000   8.647042E-02   3.998982E-02
   2.100   8.686274E-02   4.013845E-02
   2.200   8.732632E-02   4.041539E-02
   2.300   8.779237E-02   4.069425E-02
   2.400   8.824712E-02   4.110750E-02
   2.500   8.870362E-02   4.153082E-02
   2.600   8.916248E-02   4.195851E-02
   2.700   8.955265E-02   4.245114E-02
   2.800   8.992657E-02   4.296499E-02
   2.900   9.024462E-02   4.348255E-02
   3.000   9.050313E-02   4.400368E-02
   3.100   9.076237E-02   4.453106E-02
   3.200   9.099107E-02   4.504268E-02
   3.300   9.115613E-02   4.551446E-02
   3.400   9.132095E-02   4.598950E-02
   3.500   9.145118E-02   4.635799E-02
   3.600   9.158158E-02   4.672943E-02
   3.700   9.171218E-02   4.710384E-02
   3.800   9.186191E-02   4.737155E-02
   3.900   9.201507E-02   4.762224E-02
   4.000   9.220055E-02   4.781163E-02
   4.100   9.241332E-02   4.794912E-02
   4.200   9.262659E-02   4.808700E-02
   4.300   9.286009E-02   4.819494E-02
   4.400   9.312577E-02   4.825459E-02
   4.500   9.339211E-02   4.831321E-02
   4.600   9.365788E-02   4.835780E-02
   4.700   9.392442E-02   4.840244E-02
   4.800   9.419171E-02   4.844711E-02
   4.900   9.439757E-02   4.853461E-02
   5.000   9.459793E-02   4.862635E-02
   5.100   9.471982E-02   4.877150E-02
   5.200   9.478943E-02   4.895256E-02
   5.300   9.485910E-02   4.913430E-02
   5.400   9.485937E-02   4.934953E-02
   5.500   9.477202E-02   4.960734E-02
   5.600   9.466361E-02   4.986562E-02
   5.700   9.441290E-02   5.011922E-02
   5.800   9.416285E-02   5.037411E-02
   5.900   9.391347E-02   5.063029E-02
   6.000   9.352610E-02   5.079469E-02
   6.100   9.309063E-02   5.090572E-02
   6.200   9.258582E-02   5.093261E-02
   6.300   9.198332E-02   5.082668E-02
   6.400   9.131683E-02   5.062899E-02
   6.500   9.055902E-02   5.030175E-02
   6.600   8.964975E-02   4.976926E-02
   6.700   8.863941E-02   4.910527E-02
   6.800   8.744406E-02   4.821403E-02
   6.900   8.613400E-02   4.719353E-02
   7.000   8.466010E-02   4.599432E-02
   7.100   8.292080E-02   4.452971E-02
   7.200   8.102531E-02   4.292683E-02
   7.300   7.884262E-02   4.107731E-02
   7.400   7.651457E-02   3.912956E-02
   7.500   7.397589E-02   3.703703E-02
   7.600   7.111060E-02   3.472577E-02
   7.700   6.810307E-02   3.236328E-02
   7.800   6.480936E-02   2.985665E-02
   7.900   6.143973E-02   2.737722E-02
   8.000   5.793431E-02   2.489100E-02
   8.100   5.420998E-02   2.235633E-02
   8.200   5.048559E-02   1.992932E-02
   8.300   4.665032E-02   1.754590E-02
   8.400   4.291630E-02   1.533790E-02
   8.500   3.923951E-02   1.327535E-02
   8.600   3.558121E-02   1.133404E-02
   8.700   3.210857E-02   9.598757E-03
   8.800   2.875355E-02   8.023674E-03
   8.900   2.564640E-02   6.659849E-03
   9.000   2.274970E-02   5.474232E-03
   9.100   2.004329E-02   4.443708E-03
   9.200   1.759497E-02   3.582228E-03
   9.300   1.536187E-02   2.857099E-03
   9.400   1.337873E-02   2.267040E-03
   9.500   1.161271E-02   1.786312E-03
   9.600   1.004560E-02   1.396557E-03
   9.700   8.676780E-03   1.087770E-03
   9.800   7.480349E-03   8.430460E-04
   9.900   6.445677E-03   6.521937E-04
  10.000   5.550741E-03   5.033538E-04
  10.100   4.780133E-03   3.878282E-04
  10.200   4.118084E-03   2.987038E-04
  10.300   3.550852E-03   2.299826E-04
  10.400   3.063899E-03   1.770651E-04
  10.500   2.646325E-03   1.363095E-04
  10.600   2.289050E-03   1.048711E-04
  10.700   1.981910E-03   8.062954E-05
  10.800   1.718545E-03   6.188614E-05
  10.900   1.491316E-03   4.742982E-05
  11.000   1.295489E-03   3.627287E-05
  11.100   1.126865E-03   2.764596E-05
  11.200   9.809131E-04   2.103142E-05
  11.300   8.548159E-04   1.595563E-05
  11.400   7.454124E-04   1.209693E-05
  11.500   6.505883E-04   9.165463E-06
  11.600   5.685100E-04   6.957641E-06
  11.700   4.971851E-04   5.296550E-06
  11.800   4.353668E-04   4.058232E-06
  11.900   3.815226E-04   3.126080E-06
  12.000   3.346847E-04   2.426424E-06
  12.100   2.940130E-04   1.905781E-06
  12.200   2.585135E-04   1.507222E-06
  12.300   2.275989E-04   1.203905E-06
  12.400   2.005106E-04   9.647774E-07
  12.500   1.767983E-04   7.761671E-07
  12.600   1.560330E-04   6.239660E-07
  12.700   1.377700E-04   4.999196E-07
  12.800   1.217051E-04   3.968613E-07
  12.900   1.075279E-04   3.125093E-07
  13.000   9.499847E-05   2.422268E-07
  13.100   8.384487E-05   1.815363E-07
  13.200   7.400080E-05   1.360519E-07
  13.300   6.531250E-05   1.019638E-07
  13.400   5.764428E-05   7.641649E-08
  13.500   5.087637E-05   5.727015E-08
  13.600   4.490307E-05   4.292097E-08
  13.700   3.963108E-05   3.216701E-08
  13.800   3.497807E-05   2.410749E-08
  13.900   3.087135E-05   1.806729E-08
  14.000   2.722757E-05   1.493716E-08
  14.100   2.400790E-05   1.278269E-08
  14.200   2.116897E-05   1.093897E-08
  14.300   1.866573E-05   9.361183E-09
  14.400   1.645851E-05   8.010968E-09
  14.500   1.451229E-05   6.855501E-09
  14.600   1.279621E-05   5.866694E-09
  14.700   1.128305E-05   5.020509E-09
  14.800   9.948831E-06   4.296373E-09
  14.900   8.772381E-06   3.676683E-09
  15.000   7.735045E-06   3.146375E-09
  15.100   6.820375E-06   2.692556E-09
  15.200   5.991407E-06   2.119094E-09
  15.300   5.262201E-06   1.660742E-09
  15.400   4.621746E-06   1.301530E-09
  15.500   4.059239E-06   1.020013E-09
  15.600   3.565195E-06   7.993882E-10
  15.700   3.131280E-06   6.264835E-10
  15.800   2.750176E-06   4.909774E-10
  15.900   2.415456E-06   3.847808E-10
  16.000   2.121474E-06   3.015541E-10
  16.100   1.863272E-06   2.363290E-10
  16.200   1.636496E-06   1.852119E-10
  16.300   1.437417E-06   1.455132E-10
  16.400   1.271905E-06   1.503984E-10
  16.500   1.125451E-06   1.554476E-10
  16.600   9.958602E-07   1.606663E-10
  16.700   8.811915E-07   1.660602E-10
  16.800   7.797263E-07   1.716352E-10
  16.900   6.899444E-07   1.773974E-10
  17.000   6.105005E-07   1.833530E-10
  17.100   5.402042E-07   1.895085E-10
  17.200   4.780021E-07   1.958707E-10
  17.300   4.229624E-07   2.024465E-10
  17.400   3.742602E-07   2.092431E-10
  17.500   3.311659E-07   2.162678E-10
  17.600   3.142611E-07   2.128116E-10
  17.700   3.002134E-07   2.084325E-10
  17.800   2.867935E-07   2.041435E-10
  17.900   2.739736E-07   1.999428E-10
  18.000   2.617267E-07   1.958285E-10
  18.100   2.500273E-07   1.917988E-10
  18.200   2.388509E-07   1.878521E-10
  18.300   2.281740E-07   1.839866E-10
  18.400   2.179744E-07   1.802007E-10
  18.500   2.082308E-07   1.764926E-10
  18.600   1.989226E-07   1.728608E-10
  18.700   1.900306E-07   1.693038E-10
  18.800   1.904828E-07   1.683441E-10
  18.900   1.968746E-07   1.690077E-10
  19.000   2.034809E-07   1.696738E-10
  19.100   2.103088E-07   1.703426E-10
  19.200   2.173658E-07   1.710140E-10
  19.300   2.246597E-07   1.716881E-10
  19.400   2.321983E-07   1.723648E-10
  19.500   2.399899E-07   1.730442E-10
  19.600   2.480429E-07   1.737263E-10
  19.700   2.563662E-07   1.744110E-10
  19.800   2.649687E-07   1.750985E-10
  19.900   2.738599E-07   1.757886E-10
 Z= 110 A= 349  10 beta2= 0.18 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.855897E-02   4.317330E-02
   0.100   8.840440E-02   4.304952E-02
   0.200   8.825010E-02   4.292610E-02
   0.300   8.809606E-02   4.280303E-02
   0.400   8.794230E-02   4.268032E-02
   0.500   8.771512E-02   4.248900E-02
   0.600   8.745380E-02   4.226614E-02
   0.700   8.718639E-02   4.202419E-02
   0.800   8.690785E-02   4.174847E-02
   0.900   8.663020E-02   4.147456E-02
   1.000   8.636881E-02   4.120229E-02
   1.100   8.616911E-02   4.093118E-02
   1.200   8.596988E-02   4.066186E-02
   1.300   8.591565E-02   4.045402E-02
   1.400   8.588024E-02   4.025496E-02
   1.500   8.584484E-02   4.005689E-02
   1.600   8.595178E-02   3.994984E-02
   1.700   8.611379E-02   3.987771E-02
   1.800   8.634402E-02   3.987412E-02
   1.900   8.667418E-02   3.997039E-02
   2.000   8.700560E-02   4.006689E-02
   2.100   8.736092E-02   4.020615E-02
   2.200   8.778814E-02   4.047839E-02
   2.300   8.821744E-02   4.075247E-02
   2.400   8.864325E-02   4.115649E-02
   2.500   8.907070E-02   4.157442E-02
   2.600   8.950020E-02   4.199659E-02
   2.700   8.987303E-02   4.248072E-02
   2.800   9.022940E-02   4.298827E-02
   2.900   9.053910E-02   4.349948E-02
   3.000   9.079095E-02   4.401380E-02
   3.100   9.104350E-02   4.453420E-02
   3.200   9.127078E-02   4.504138E-02
   3.300   9.143395E-02   4.550570E-02
   3.400   9.159742E-02   4.597480E-02
   3.500   9.172320E-02   4.633868E-02
   3.600   9.184807E-02   4.670226E-02
   3.700   9.197310E-02   4.706869E-02
   3.800   9.211040E-02   4.733525E-02
   3.900   9.225076E-02   4.757896E-02
   4.000   9.241681E-02   4.776745E-02
   4.100   9.260943E-02   4.789844E-02
   4.200   9.280245E-02   4.802979E-02
   4.300   9.301148E-02   4.813594E-02
   4.400   9.325274E-02   4.819035E-02
   4.500   9.349463E-02   4.824460E-02
   4.600   9.373708E-02   4.828440E-02
   4.700   9.398017E-02   4.832423E-02
   4.800   9.422388E-02   4.836410E-02
   4.900   9.441466E-02   4.844458E-02
   5.000   9.459650E-02   4.853226E-02
   5.100   9.471217E-02   4.866714E-02
   5.200   9.477034E-02   4.884326E-02
   5.300   9.482854E-02   4.902002E-02
   5.400   9.482928E-02   4.922500E-02
   5.500   9.473383E-02   4.947722E-02
   5.600   9.462897E-02   4.973027E-02
   5.700   9.437027E-02   4.997688E-02
   5.800   9.411227E-02   5.022471E-02
   5.900   9.385497E-02   5.047378E-02
   6.000   9.346834E-02   5.063843E-02
   6.100   9.302957E-02   5.075095E-02
   6.200   9.252218E-02   5.078316E-02
   6.300   9.190581E-02   5.067015E-02
   6.400   9.123641E-02   5.048088E-02
   6.500   9.047240E-02   5.015888E-02
   6.600   8.955884E-02   4.963396E-02
   6.700   8.855302E-02   4.898631E-02
   6.800   8.734397E-02   4.809082E-02
   6.900   8.604305E-02   4.709030E-02
   7.000   8.457462E-02   4.590400E-02
   7.100   8.284739E-02   4.445649E-02
   7.200   8.097818E-02   4.288106E-02
   7.300   7.879442E-02   4.102998E-02
   7.400   7.650011E-02   3.911013E-02
   7.500   7.398672E-02   3.703476E-02
   7.600   7.115654E-02   3.474396E-02
   7.700   6.819666E-02   3.241089E-02
   7.800   6.491378E-02   2.990066E-02
   7.900   6.159365E-02   2.744535E-02
   8.000   5.812307E-02   2.497110E-02
   8.100   5.443783E-02   2.244985E-02
   8.200   5.075960E-02   2.003914E-02
   8.300   4.693213E-02   1.764696E-02
   8.400   4.323435E-02   1.544757E-02
   8.500   3.957664E-02   1.338318E-02
   8.600   3.593883E-02   1.144109E-02
   8.700   3.248475E-02   9.705084E-03
   8.800   2.912259E-02   8.116407E-03
   8.900   2.602181E-02   6.747718E-03
   9.000   2.311917E-02   5.553045E-03
   9.100   2.040622E-02   4.514387E-03
   9.200   1.794823E-02   3.645082E-03
   9.300   1.569434E-02   2.909191E-03
   9.400   1.369559E-02   2.311739E-03
   9.500   1.191036E-02   1.823383E-03
   9.600   1.032424E-02   1.427323E-03
   9.700   8.935114E-03   1.113005E-03
   9.800   7.717738E-03   8.631197E-04
   9.900   6.663297E-03   6.682504E-04
  10.000   5.748996E-03   5.159978E-04
  10.100   4.961264E-03   3.978546E-04
  10.200   4.282392E-03   3.065458E-04
  10.300   3.700019E-03   2.360936E-04
  10.400   3.198566E-03   1.818043E-04
  10.500   2.767766E-03   1.399659E-04
  10.600   2.399093E-03   1.077318E-04
  10.700   2.081206E-03   8.285384E-05
  10.800   1.808425E-03   6.360237E-05
  10.900   1.572330E-03   4.876131E-05
  11.000   1.368497E-03   3.730064E-05
  11.100   1.192940E-03   2.844819E-05
  11.200   1.040571E-03   2.165294E-05
  11.300   9.088100E-04   1.643191E-05
  11.400   7.941261E-04   1.246198E-05
  11.500   6.945262E-04   9.442766E-06
  11.600   6.082542E-04   7.169547E-06
  11.700   5.330384E-04   5.455181E-06
  11.800   4.677722E-04   4.179320E-06
  11.900   4.107293E-04   3.215561E-06
  12.000   3.610053E-04   2.492803E-06
  12.100   3.177897E-04   1.955699E-06
  12.200   2.799383E-04   1.544195E-06
  12.300   2.469362E-04   1.232352E-06
  12.400   2.179265E-04   9.861578E-07
  12.500   1.924826E-04   7.926387E-07
  12.600   1.701907E-04   6.371179E-07
  12.700   1.505310E-04   5.106875E-07
  12.800   1.332148E-04   4.053940E-07
  12.900   1.178977E-04   3.196812E-07
  13.000   1.043420E-04   2.486098E-07
  13.100   9.225134E-05   1.864060E-07
  13.200   8.156171E-05   1.397659E-07
  13.300   7.211074E-05   1.047955E-07
  13.400   6.375490E-05   7.857497E-08
  13.500   5.636729E-05   5.891498E-08
  13.600   4.983573E-05   4.417405E-08
  13.700   4.406101E-05   3.312140E-08
  13.800   3.895543E-05   2.483420E-08
  13.900   3.444147E-05   1.862051E-08
  14.000   3.041923E-05   1.521902E-08
  14.100   2.685243E-05   1.300655E-08
  14.200   2.370385E-05   1.111571E-08
  14.300   2.092446E-05   9.499759E-09
  14.400   1.847096E-05   8.118726E-09
  14.500   1.630515E-05   6.938462E-09
  14.600   1.439329E-05   5.929779E-09
  14.700   1.270560E-05   5.067734E-09
  14.800   1.121581E-05   4.331009E-09
  14.900   9.900701E-06   3.701386E-09
  15.000   8.739795E-06   3.163295E-09
  15.100   7.715011E-06   2.703430E-09
  15.200   6.789989E-06   2.138986E-09
  15.300   5.973080E-06   1.672150E-09
  15.400   5.254454E-06   1.307201E-09
  15.500   4.622287E-06   1.021903E-09
  15.600   4.066176E-06   7.988713E-10
  15.700   3.576971E-06   6.245167E-10
  15.800   3.146623E-06   4.882152E-10
  15.900   2.768050E-06   3.816616E-10
  16.000   2.435024E-06   2.983635E-10
  16.100   2.142064E-06   2.332453E-10
  16.200   1.884351E-06   1.823393E-10
  16.300   1.657643E-06   1.425435E-10
  16.400   1.472523E-06   1.440538E-10
  16.500   1.309234E-06   1.490030E-10
  16.600   1.164052E-06   1.541222E-10
  16.700   1.034969E-06   1.594174E-10
  16.800   9.202003E-07   1.648944E-10
  16.900   8.181585E-07   1.705596E-10
  17.000   7.274322E-07   1.764195E-10
  17.100   6.467666E-07   1.824807E-10
  17.200   5.750461E-07   1.887501E-10
  17.300   5.112787E-07   1.952349E-10
  17.400   4.545826E-07   2.019425E-10
  17.500   4.041735E-07   2.088806E-10
  17.600   3.824894E-07   2.065704E-10
  17.700   3.671316E-07   2.022141E-10
  17.800   3.523904E-07   1.979498E-10
  17.900   3.382411E-07   1.937754E-10
  18.000   3.246599E-07   1.896890E-10
  18.100   3.116241E-07   1.856887E-10
  18.200   2.991117E-07   1.817729E-10
  18.300   2.871016E-07   1.779396E-10
  18.400   2.755738E-07   1.741871E-10
  18.500   2.645089E-07   1.705138E-10
  18.600   2.538883E-07   1.669180E-10
  18.700   2.436941E-07   1.633980E-10
  18.800   2.421387E-07   1.620068E-10
  18.900   2.488202E-07   1.626334E-10
  19.000   2.556861E-07   1.632624E-10
  19.100   2.627415E-07   1.638939E-10
  19.200   2.699915E-07   1.645278E-10
  19.300   2.774416E-07   1.651642E-10
  19.400   2.850973E-07   1.658030E-10
  19.500   2.929643E-07   1.664443E-10
  19.600   3.010483E-07   1.670881E-10
  19.700   3.093553E-07   1.677344E-10
  19.800   3.178916E-07   1.683832E-10
  19.900   3.266635E-07   1.690344E-10
 Z= 110 A= 350  10 beta2= 0.17 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.842748E-02   4.297165E-02
   0.100   8.827087E-02   4.285027E-02
   0.200   8.811455E-02   4.272923E-02
   0.300   8.795850E-02   4.260852E-02
   0.400   8.780272E-02   4.248816E-02
   0.500   8.757427E-02   4.230102E-02
   0.600   8.731124E-02   4.208240E-02
   0.700   8.704314E-02   4.184585E-02
   0.800   8.676526E-02   4.157620E-02
   0.900   8.648827E-02   4.130828E-02
   1.000   8.622766E-02   4.104210E-02
   1.100   8.603462E-02   4.077771E-02
   1.200   8.584201E-02   4.051502E-02
   1.300   8.579886E-02   4.031362E-02
   1.400   8.577802E-02   4.012207E-02
   1.500   8.575719E-02   3.993144E-02
   1.600   8.587937E-02   3.982945E-02
   1.700   8.606230E-02   3.976474E-02
   1.800   8.631122E-02   3.976437E-02
   1.900   8.666606E-02   3.986680E-02
   2.000   8.702236E-02   3.996950E-02
   2.100   8.739999E-02   4.010992E-02
   2.200   8.785088E-02   4.038592E-02
   2.300   8.830410E-02   4.066383E-02
   2.400   8.874854E-02   4.106548E-02
   2.500   8.919398E-02   4.148495E-02
   2.600   8.964164E-02   4.190870E-02
   2.700   9.002956E-02   4.239025E-02
   2.800   9.039636E-02   4.289715E-02
   2.900   9.071657E-02   4.340730E-02
   3.000   9.096965E-02   4.391949E-02
   3.100   9.122343E-02   4.443773E-02
   3.200   9.145404E-02   4.494513E-02
   3.300   9.161225E-02   4.540608E-02
   3.400   9.177074E-02   4.587176E-02
   3.500   9.189097E-02   4.623795E-02
   3.600   9.200840E-02   4.659905E-02
   3.700   9.212599E-02   4.696297E-02
   3.800   9.225542E-02   4.723328E-02
   3.900   9.238869E-02   4.747489E-02
