 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  15.000   3.421191E-06   3.045915E-09
  15.100   3.002347E-06   2.390018E-09
  15.200   2.634781E-06   1.875360E-09
  15.300   2.312214E-06   1.471526E-09
  15.400   2.029138E-06   1.154653E-09
  15.500   1.780719E-06   9.060135E-10
  15.600   1.562712E-06   7.109156E-10
  15.700   1.371395E-06   5.578295E-10
  15.800   1.203500E-06   4.377083E-10
  15.900   1.056160E-06   3.434537E-10
  16.000   9.268582E-07   2.694955E-10
  16.100   8.133863E-07   2.114633E-10
  16.200   7.151524E-07   1.764724E-10
  16.300   6.328059E-07   1.814350E-10
  16.400   5.599413E-07   1.865373E-10
  16.500   4.954666E-07   1.917830E-10
  16.600   4.384159E-07   1.971762E-10
  16.700   3.879344E-07   2.027211E-10
  16.800   3.432655E-07   2.084219E-10
  16.900   3.037401E-07   2.142831E-10
  17.000   2.687658E-07   2.203091E-10
  17.100   2.378187E-07   2.265045E-10
  17.200   2.104350E-07   2.328741E-10
  17.300   1.862044E-07   2.394229E-10
  17.400   1.653050E-07   2.437021E-10
  17.500   1.485952E-07   2.387734E-10
  17.600   1.335745E-07   2.339443E-10
  17.700   1.200722E-07   2.292130E-10
  17.800   1.079348E-07   2.245773E-10
  17.900   9.702427E-08   2.200353E-10
  18.000   8.721662E-08   2.155852E-10
  18.100   7.840038E-08   2.112252E-10
  18.200   7.047532E-08   2.069533E-10
  18.300   6.335136E-08   2.027678E-10
  18.400   5.694752E-08   1.986669E-10
  18.500   5.119101E-08   1.946490E-10
  18.600   4.601639E-08   1.907123E-10
  18.700   5.033657E-08   1.916270E-10
  18.800   5.523836E-08   1.926250E-10
  18.900   6.061750E-08   1.936282E-10
  19.000   6.652046E-08   1.946366E-10
  19.100   7.299825E-08   1.956503E-10
  19.200   8.010685E-08   1.966693E-10
  19.300   8.790769E-08   1.976935E-10
  19.400   9.646818E-08   1.987231E-10
  19.500   1.058623E-07   1.997581E-10
  19.600   1.161712E-07   2.007984E-10
  19.700   1.274840E-07   2.018442E-10
  19.800   1.398985E-07   2.028954E-10
  19.900   1.505291E-07   2.031075E-10
 Z= 109 A= 336  Mt beta2= 0.25 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.897279E-02   4.434309E-02
   0.100   8.874710E-02   4.421821E-02
   0.200   8.852198E-02   4.409367E-02
   0.300   8.829744E-02   4.396949E-02
   0.400   8.807346E-02   4.384566E-02
   0.500   8.772972E-02   4.364391E-02
   0.600   8.734783E-02   4.341743E-02
   0.700   8.694988E-02   4.316296E-02
   0.800   8.653426E-02   4.287795E-02
   0.900   8.612063E-02   4.259482E-02
   1.000   8.574205E-02   4.231097E-02
   1.100   8.542244E-02   4.202453E-02
   1.200   8.512168E-02   4.174546E-02
   1.300   8.500448E-02   4.152407E-02
   1.400   8.488744E-02   4.130385E-02
   1.500   8.477057E-02   4.108481E-02
   1.600   8.488606E-02   4.098618E-02
   1.700   8.500694E-02   4.089048E-02
   1.800   8.526569E-02   4.091470E-02
   1.900   8.558392E-02   4.098989E-02
   2.000   8.590334E-02   4.106523E-02
   2.100   8.628540E-02   4.124781E-02
   2.200   8.671174E-02   4.150553E-02
   2.300   8.713660E-02   4.181158E-02
   2.400   8.755568E-02   4.222241E-02
   2.500   8.797678E-02   4.263728E-02
   2.600   8.838232E-02   4.307397E-02
   2.700   8.872124E-02   4.358473E-02
   2.800   8.906145E-02   4.410155E-02
   2.900   8.930320E-02   4.462851E-02
   3.000   8.953785E-02   4.516209E-02
   3.100   8.977312E-02   4.570204E-02
   3.200   8.994486E-02   4.619688E-02
   3.300   9.010264E-02   4.668549E-02
   3.400   9.025205E-02   4.711813E-02
   3.500   9.039438E-02   4.750269E-02
   3.600   9.053693E-02   4.789038E-02
   3.700   9.069583E-02   4.822414E-02
   3.800   9.087626E-02   4.848471E-02
   3.900   9.106688E-02   4.872774E-02
   4.000   9.131162E-02   4.886821E-02
   4.100   9.155702E-02   4.900908E-02
   4.200   9.180506E-02   4.914647E-02
   4.300   9.209568E-02   4.920133E-02
   4.400   9.238723E-02   4.925625E-02
   4.500   9.266639E-02   4.929442E-02
   4.600   9.294236E-02   4.932753E-02
   4.700   9.321915E-02   4.936066E-02
   4.800   9.344157E-02   4.942311E-02
   4.900   9.363578E-02   4.950088E-02
   5.000   9.377870E-02   4.961355E-02
   5.100   9.383816E-02   4.978294E-02
   5.200   9.389766E-02   4.995290E-02
   5.300   9.391685E-02   5.014629E-02
   5.400   9.382810E-02   5.040185E-02
   5.500   9.373944E-02   5.065871E-02
   5.600   9.350997E-02   5.092345E-02
   5.700   9.328036E-02   5.118960E-02
   5.800   9.305130E-02   5.145714E-02
   5.900   9.271615E-02   5.165279E-02
   6.000   9.233472E-02   5.179899E-02
   6.100   9.189360E-02   5.186920E-02
   6.200   9.135516E-02   5.179918E-02
   6.300   9.076481E-02   5.165133E-02
   6.400   9.008477E-02   5.137182E-02
   6.500   8.925534E-02   5.088758E-02
   6.600   8.832943E-02   5.027671E-02
   6.700   8.719752E-02   4.941592E-02
   6.800   8.596461E-02   4.844295E-02
   6.900   8.455556E-02   4.727917E-02
   7.000   8.287052E-02   4.584203E-02
   7.100   8.102924E-02   4.426744E-02
   7.200   7.885802E-02   4.240882E-02
   7.300   7.656228E-02   4.047054E-02
   7.400   7.403392E-02   3.836796E-02
   7.500   7.116308E-02   3.603244E-02
   7.600   6.814991E-02   3.364316E-02
   7.700   6.479928E-02   3.106837E-02
   7.800   6.140323E-02   2.854077E-02
   7.900   5.785116E-02   2.598872E-02
   8.000   5.406872E-02   2.337800E-02
   8.100   5.029110E-02   2.087573E-02
   8.200   4.636679E-02   1.839033E-02
   8.300   4.257868E-02   1.610134E-02
   8.400   3.883998E-02   1.395231E-02
   8.500   3.512261E-02   1.192501E-02
   8.600   3.160161E-02   1.011080E-02
   8.700   2.818770E-02   8.452761E-03
   8.800   2.505139E-02   7.023605E-03
   8.900   2.212985E-02   5.776995E-03
   9.000   1.940788E-02   4.692386E-03
   9.100   1.695390E-02   3.784785E-03
   9.200   1.471877E-02   3.018157E-03
   9.300   1.274911E-02   2.396261E-03
   9.400   1.100172E-02   1.888764E-03
   9.500   9.458482E-03   1.477321E-03
   9.600   8.116545E-03   1.151117E-03
   9.700   6.950254E-03   8.923663E-04
   9.800   5.948599E-03   6.907988E-04
   9.900   5.087433E-03   5.335566E-04
  10.000   4.350708E-03   4.115429E-04
  10.100   3.721108E-03   3.172540E-04
  10.200   3.185749E-03   2.445951E-04
  10.300   2.728968E-03   1.885897E-04
  10.400   2.339973E-03   1.454245E-04
  10.500   2.009319E-03   1.121023E-04
  10.600   1.726574E-03   8.634581E-05
  10.700   1.485898E-03   6.640018E-05
  10.800   1.279484E-03   5.099909E-05
  10.900   1.102796E-03   3.908866E-05
  11.000   9.516418E-04   2.986270E-05
  11.100   8.214987E-04   2.276705E-05
  11.200   7.099535E-04   1.731256E-05
  11.300   6.138260E-04   1.315981E-05
  11.400   5.311179E-04   9.998601E-06
  11.500   4.600529E-04   7.614061E-06
  11.600   3.986993E-04   5.812303E-06
  11.700   3.459996E-04   4.471164E-06
  11.800   3.004517E-04   3.455775E-06
  11.900   2.611761E-04   2.692585E-06
  12.000   2.273621E-04   2.123147E-06
  12.100   1.980490E-04   1.684834E-06
  12.200   1.727674E-04   1.351093E-06
  12.300   1.507880E-04   1.086144E-06
  12.400   1.317147E-04   8.764770E-07
  12.500   1.151512E-04   7.064747E-07
  12.600   1.006832E-04   5.674559E-07
  12.700   8.806042E-05   4.510884E-07
  12.800   7.701581E-05   3.560866E-07
  12.900   6.733475E-05   2.772345E-07
  13.000   5.873679E-05   2.092800E-07
  13.100   5.123670E-05   1.579822E-07
  13.200   4.469429E-05   1.192583E-07
  13.300   3.898729E-05   9.002625E-08
  13.400   3.400901E-05   6.795942E-08
  13.500   2.966640E-05   5.130151E-08
  13.600   2.587831E-05   3.872671E-08
  13.700   2.257391E-05   2.923419E-08
  13.800   1.969145E-05   2.206844E-08
  13.900   1.720793E-05   1.820476E-08
  14.000   1.504783E-05   1.552890E-08
  14.100   1.315888E-05   1.324636E-08
  14.200   1.150706E-05   1.129933E-08
  14.300   1.006258E-05   9.638478E-09
  14.400   8.799435E-06   8.221752E-09
  14.500   7.694847E-06   7.013266E-09
  14.600   6.728918E-06   5.982410E-09
  14.700   5.884241E-06   5.103077E-09
  14.800   5.145596E-06   4.352993E-09
  14.900   4.499673E-06   3.713162E-09
  15.000   3.934984E-06   3.165665E-09
  15.100   3.463237E-06   2.467620E-09
  15.200   3.048045E-06   1.923498E-09
  15.300   2.682629E-06   1.499357E-09
  15.400   2.361021E-06   1.168742E-09
  15.500   2.077969E-06   9.110284E-10
  15.600   1.828851E-06   7.101422E-10
  15.700   1.609599E-06   5.535523E-10
  15.800   1.416631E-06   4.314913E-10
  15.900   1.246798E-06   3.363454E-10
  16.000   1.097325E-06   2.621796E-10
  16.100   9.657720E-07   2.043677E-10
  16.200   8.505151E-07   1.653538E-10
  16.300   7.520345E-07   1.705868E-10
  16.400   6.649569E-07   1.759854E-10
  16.500   5.879619E-07   1.815549E-10
  16.600   5.198822E-07   1.873007E-10
  16.700   4.596853E-07   1.932282E-10
  16.800   4.064586E-07   1.993434E-10
  16.900   3.593950E-07   2.056521E-10
  17.000   3.177809E-07   2.121605E-10
  17.100   2.809853E-07   2.188748E-10
  17.200   2.484501E-07   2.258016E-10
  17.300   2.196822E-07   2.329477E-10
  17.400   1.947784E-07   2.389571E-10
  17.500   1.766929E-07   2.337599E-10
  17.600   1.602867E-07   2.286757E-10
  17.700   1.454039E-07   2.237021E-10
  17.800   1.319029E-07   2.188367E-10
  17.900   1.196555E-07   2.140771E-10
  18.000   1.085453E-07   2.094210E-10
  18.100   9.846674E-08   2.048662E-10
  18.200   8.932396E-08   2.004105E-10
  18.300   8.103010E-08   1.960516E-10
  18.400   7.350633E-08   1.917876E-10
  18.500   6.668116E-08   1.876163E-10
  18.600   6.048972E-08   1.835357E-10
  18.700   6.518482E-08   1.840747E-10
  18.800   7.196151E-08   1.852615E-10
  18.900   7.944272E-08   1.864561E-10
  19.000   8.770168E-08   1.876584E-10
  19.100   9.681925E-08   1.888684E-10
  19.200   1.068847E-07   1.900862E-10
  19.300   1.179966E-07   1.913118E-10
  19.400   1.302636E-07   1.925454E-10
  19.500   1.438060E-07   1.937869E-10
  19.600   1.587562E-07   1.950364E-10
  19.700   1.752607E-07   1.962940E-10
  19.800   1.934810E-07   1.975597E-10
  19.900   2.098921E-07   1.981786E-10
 Z= 109 A= 337  Mt beta2= 0.24 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.871161E-02   4.401328E-02
   0.100   8.847419E-02   4.388757E-02
   0.200   8.823740E-02   4.376222E-02
   0.300   8.800125E-02   4.363723E-02
   0.400   8.776572E-02   4.351260E-02
   0.500   8.740523E-02   4.330984E-02
   0.600   8.700368E-02   4.308146E-02
   0.700   8.658557E-02   4.282517E-02
   0.800   8.614849E-02   4.253726E-02
   0.900   8.571362E-02   4.225128E-02
   1.000   8.531361E-02   4.196453E-02
   1.100   8.497536E-02   4.167480E-02
   1.200   8.465365E-02   4.139155E-02
   1.300   8.452569E-02   4.116692E-02
   1.400   8.439793E-02   4.094351E-02
   1.500   8.427035E-02   4.072131E-02
   1.600   8.437923E-02   4.061811E-02
   1.700   8.449864E-02   4.052034E-02
   1.800   8.475556E-02   4.053991E-02
   1.900   8.507847E-02   4.061500E-02
   2.000   8.540261E-02   4.069023E-02
   2.100   8.578876E-02   4.087013E-02
   2.200   8.622368E-02   4.113185E-02
   2.300   8.665770E-02   4.143856E-02
   2.400   8.708605E-02   4.185725E-02
   2.500   8.751652E-02   4.228016E-02
   2.600   8.793445E-02   4.272285E-02
   2.700   8.828293E-02   4.324615E-02
   2.800   8.863278E-02   4.377587E-02
   2.900   8.888836E-02   4.431828E-02
   3.000   8.913295E-02   4.486819E-02
   3.100   8.937821E-02   4.542491E-02
   3.200   8.956640E-02   4.594070E-02
   3.300   8.973837E-02   4.644847E-02
   3.400   8.990573E-02   4.690517E-02
   3.500   9.006838E-02   4.730849E-02
   3.600   9.023132E-02   4.771527E-02
   3.700   9.041162E-02   4.807375E-02
   3.800   9.061983E-02   4.835097E-02
   3.900   9.083551E-02   4.861670E-02
   4.000   9.111280E-02   4.876942E-02
   4.100   9.139094E-02   4.892262E-02
   4.200   9.166993E-02   4.907631E-02
   4.300   9.199427E-02   4.913914E-02
   4.400   9.232025E-02   4.920104E-02
   4.500   9.263211E-02   4.924406E-02
   4.600   9.293875E-02   4.927937E-02
   4.700   9.324642E-02   4.931472E-02
   4.800   9.350196E-02   4.937364E-02
   4.900   9.372212E-02   4.944864E-02
   5.000   9.389834E-02   4.955202E-02
   5.100   9.397857E-02   4.971699E-02
   5.200   9.405887E-02   4.988252E-02
   5.300   9.410864E-02   5.006524E-02
   5.400   9.403756E-02   5.031469E-02
   5.500   9.396654E-02   5.056539E-02
   5.600   9.376540E-02   5.082466E-02
   5.700   9.355371E-02   5.108588E-02
   5.800   9.334250E-02   5.134843E-02
   5.900   9.303543E-02   5.154662E-02
   6.000   9.267967E-02   5.169734E-02
   6.100   9.226663E-02   5.177671E-02
   6.200   9.174742E-02   5.170491E-02
   6.300   9.118682E-02   5.157134E-02
   6.400   9.053353E-02   5.130374E-02
   6.500   8.972908E-02   5.083296E-02
   6.600   8.883667E-02   5.024637E-02
   6.700   8.771431E-02   4.938558E-02
   6.800   8.651224E-02   4.843809E-02
   6.900   8.512496E-02   4.729259E-02
   7.000   8.345635E-02   4.587300E-02
   7.100   8.164413E-02   4.432771E-02
   7.200   7.945937E-02   4.246394E-02
   7.300   7.718417E-02   4.055156E-02
   7.400   7.465975E-02   3.846239E-02
   7.500   7.178425E-02   3.613625E-02
   7.600   6.878234E-02   3.376944E-02
   7.700   6.538945E-02   3.117822E-02
   7.800   6.199251E-02   2.866495E-02
   7.900   5.841964E-02   2.611384E-02
   8.000   5.460855E-02   2.349815E-02
   8.100   5.081824E-02   2.100086E-02
   8.200   4.683310E-02   1.849256E-02
   8.300   4.302182E-02   1.620320E-02
   8.400   3.924493E-02   1.404464E-02
   8.500   3.548513E-02   1.200598E-02
   8.600   3.193582E-02   1.018696E-02
   8.700   2.846639E-02   8.509951E-03
   8.800   2.529936E-02   7.074270E-03
   8.900   2.234137E-02   5.818460E-03
   9.000   1.958366E-02   4.724901E-03
   9.100   1.710311E-02   3.812073E-03
   9.200   1.483356E-02   3.037084E-03
   9.300   1.284156E-02   2.411109E-03
   9.400   1.107281E-02   1.899514E-03
   9.500   9.509450E-03   1.484754E-03
   9.600   8.153726E-03   1.156469E-03
   9.700   6.973798E-03   8.957112E-04
   9.800   5.962181E-03   6.929664E-04
   9.900   5.092824E-03   5.348066E-04
  10.000   4.349440E-03   4.121306E-04
  10.100   3.715413E-03   3.175159E-04
  10.200   3.176883E-03   2.446219E-04
  10.300   2.717622E-03   1.884767E-04
  10.400   2.327014E-03   1.452405E-04
  10.500   1.995357E-03   1.118705E-04
  10.600   1.712328E-03   8.613965E-05
  10.700   1.471773E-03   6.619357E-05
  10.800   1.265558E-03   5.081493E-05
  10.900   1.089260E-03   3.892345E-05
  11.000   9.385720E-04   2.971086E-05
  11.100   8.091826E-04   2.263970E-05
  11.200   6.983949E-04   1.719815E-05
  11.300   6.029960E-04   1.306028E-05
  11.400   5.210426E-04   9.911240E-06
  11.500   4.506894E-04   7.536817E-06
  11.600   3.901054E-04   5.745129E-06
  11.700   3.381671E-04   4.416146E-06
  11.800   2.932982E-04   3.407772E-06
  11.900   2.546741E-04   2.651971E-06
  12.000   2.214638E-04   2.089040E-06
  12.100   1.927534E-04   1.656508E-06
  12.200   1.680409E-04   1.328507E-06
  12.300   1.465615E-04   1.067613E-06
  12.400   1.279503E-04   8.616860E-07
  12.500   1.117955E-04   6.946615E-07
  12.600   9.772166E-05   5.584818E-07
  12.700   8.544942E-05   4.436747E-07
  12.800   7.471625E-05   3.504299E-07
  12.900   6.532501E-05   2.732158E-07
  13.000   5.698387E-05   2.057754E-07
  13.100   4.970779E-05   1.549819E-07
  13.200   4.336077E-05   1.167263E-07
  13.300   3.782417E-05   8.791366E-08
  13.400   3.299453E-05   6.621312E-08
  13.500   2.878157E-05   4.986912E-08
  13.600   2.510655E-05   3.755946E-08
  13.700   2.190077E-05   2.828831E-08
  13.800   1.910434E-05   2.130564E-08
  13.900   1.668935E-05   1.740954E-08
  14.000   1.459148E-05   1.488459E-08
  14.100   1.275732E-05   1.272585E-08
  14.200   1.115371E-05   1.088019E-08
  14.300   9.751680E-06   9.302212E-09
  14.400   8.525885E-06   7.953091E-09
  14.500   7.454173E-06   6.799637E-09
  14.600   6.517176E-06   5.813471E-09
  14.700   5.697961E-06   4.970330E-09
  14.800   4.981722E-06   4.249472E-09
  14.900   4.355515E-06   3.633162E-09
  15.000   3.808022E-06   3.106236E-09
  15.100   3.336380E-06   2.449876E-09
  15.200   2.923712E-06   1.918148E-09
  15.300   2.562085E-06   1.501827E-09
  15.400   2.245187E-06   1.175867E-09
  15.500   1.967486E-06   9.206531E-10
  15.600   1.724132E-06   7.208319E-10
  15.700   1.510879E-06   5.643805E-10
  15.800   1.324002E-06   4.418858E-10
  15.900   1.160240E-06   3.459776E-10
  16.000   1.016732E-06   2.708856E-10
  16.100   8.909753E-07   2.120918E-10
  16.200   7.809086E-07   1.678066E-10
  16.300   6.874573E-07   1.730632E-10
  16.400   6.051893E-07   1.784844E-10
  16.500   5.327663E-07   1.840755E-10
  16.600   4.690102E-07   1.898417E-10
  16.700   4.128837E-07   1.957886E-10
  16.800   3.634740E-07   2.019217E-10
  16.900   3.199770E-07   2.082470E-10
  17.000   2.816854E-07   2.147704E-10
  17.100   2.479761E-07   2.214981E-10
  17.200   2.183008E-07   2.284366E-10
  17.300   1.921768E-07   2.355925E-10
  17.400   1.692145E-07   2.428847E-10
  17.500   1.534963E-07   2.378930E-10
  17.600   1.392382E-07   2.330039E-10
  17.700   1.263045E-07   2.282152E-10
  17.800   1.145722E-07   2.235250E-10
  17.900   1.039297E-07   2.189312E-10
  18.000   9.427582E-08   2.144318E-10
  18.100   8.551864E-08   2.100248E-10
  18.200   7.757490E-08   2.057085E-10
  18.300   7.036905E-08   2.014808E-10
  18.400   6.383255E-08   1.973400E-10
  18.500   5.790321E-08   1.932844E-10
  18.600   5.252464E-08   1.893120E-10
  18.700   5.519073E-08   1.892992E-10
  18.800   6.059531E-08   1.904602E-10
  18.900   6.652914E-08   1.916283E-10
  19.000   7.304404E-08   1.928036E-10
  19.100   8.019691E-08   1.939861E-10
  19.200   8.805023E-08   1.951759E-10
  19.300   9.667260E-08   1.963730E-10
  19.400   1.061393E-07   1.975774E-10
  19.500   1.165331E-07   1.987892E-10
  19.600   1.279446E-07   2.000084E-10
  19.700   1.404737E-07   2.012351E-10
  19.800   1.542296E-07   2.024693E-10
  19.900   1.674699E-07   2.032757E-10
 Z= 109 A= 338  Mt beta2= 0.25 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.885448E-02   4.409184E-02
   0.100   8.863755E-02   4.396926E-02
   0.200   8.842114E-02   4.384702E-02
   0.300   8.820526E-02   4.372511E-02
   0.400   8.798991E-02   4.360355E-02
   0.500   8.766203E-02   4.340727E-02
   0.600   8.729584E-02   4.318565E-02
   0.700   8.691703E-02   4.293818E-02
   0.800   8.652320E-02   4.266041E-02
   0.900   8.613116E-02   4.238444E-02
   1.000   8.577254E-02   4.210836E-02
   1.100   8.547688E-02   4.183042E-02
   1.200   8.519380E-02   4.155790E-02
   1.300   8.510262E-02   4.134610E-02
   1.400   8.501153E-02   4.113539E-02
   1.500   8.492055E-02   4.092575E-02
   1.600   8.505304E-02   4.083145E-02
   1.700   8.520029E-02   4.074477E-02
   1.800   8.547480E-02   4.076852E-02
   1.900   8.581710E-02   4.085023E-02
   2.000   8.616076E-02   4.093212E-02
   2.100   8.655906E-02   4.110991E-02
   2.200   8.700516E-02   4.137123E-02
   2.300   8.744903E-02   4.167071E-02
   2.400   8.788188E-02   4.207991E-02
   2.500   8.831687E-02   4.249313E-02
   2.600   8.874121E-02   4.292174E-02
   2.700   8.908657E-02   4.342684E-02
   2.800   8.943327E-02   4.393789E-02
   2.900   8.968063E-02   4.445597E-02
   3.000   8.991142E-02   4.498034E-02
   3.100   9.014281E-02   4.551089E-02
   3.200   9.030993E-02   4.600027E-02
   3.300   9.045406E-02   4.647774E-02
   3.400   9.058782E-02   4.690962E-02
   3.500   9.070895E-02   4.728401E-02
   3.600   9.083025E-02   4.766138E-02
