 Z= 105 A= 232  Db beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   1.200   8.129345E-02   5.472211E-02
   1.300   8.180746E-02   5.440549E-02
   1.400   8.216390E-02   5.420144E-02
   1.500   8.249116E-02   5.401919E-02
   1.600   8.265598E-02   5.400061E-02
   1.700   8.279107E-02   5.401199E-02
   1.800   8.290915E-02   5.404877E-02
   1.900   8.290213E-02   5.427048E-02
   2.000   8.288855E-02   5.451542E-02
   2.100   8.282944E-02   5.491728E-02
   2.200   8.277036E-02   5.532209E-02
   2.300   8.272434E-02   5.577538E-02
   2.400   8.269776E-02   5.630098E-02
   2.500   8.271080E-02   5.684123E-02
   2.600   8.278160E-02   5.740091E-02
   2.700   8.285245E-02   5.796610E-02
   2.800   8.300341E-02   5.850199E-02
   2.900   8.319206E-02   5.902642E-02
   3.000   8.344574E-02   5.948001E-02
   3.100   8.372961E-02   5.990260E-02
   3.200   8.401444E-02   6.032820E-02
   3.300   8.433861E-02   6.062568E-02
   3.400   8.466552E-02   6.091957E-02
   3.500   8.496013E-02   6.108641E-02
   3.600   8.525466E-02   6.124945E-02
   3.700   8.552609E-02   6.138827E-02
   3.800   8.572347E-02   6.145092E-02
   3.900   8.588707E-02   6.150330E-02
   4.000   8.594762E-02   6.152459E-02
   4.100   8.600821E-02   6.154588E-02
   4.200   8.599935E-02   6.157993E-02
   4.300   8.592767E-02   6.162555E-02
   4.400   8.580903E-02   6.171376E-02
   4.500   8.564893E-02   6.183991E-02
   4.600   8.548913E-02   6.196632E-02
   4.700   8.529912E-02   6.216745E-02
   4.800   8.510217E-02   6.238735E-02
   4.900   8.489855E-02   6.264331E-02
   5.000   8.469375E-02   6.290857E-02
   5.100   8.448726E-02   6.317192E-02
   5.200   8.425804E-02   6.340399E-02
   5.300   8.399495E-02   6.357838E-02
   5.400   8.367786E-02   6.366965E-02
   5.500   8.330742E-02   6.368024E-02
   5.600   8.282579E-02   6.354336E-02
   5.700   8.224874E-02   6.328360E-02
   5.800   8.147683E-02   6.279228E-02
   5.900   8.053512E-02   6.211277E-02
   6.000   7.943472E-02   6.125971E-02
   6.100   7.807935E-02   6.014585E-02
   6.200   7.653171E-02   5.884025E-02
   6.300   7.463367E-02   5.720008E-02
   6.400   7.248266E-02   5.532785E-02
   6.500   7.011750E-02   5.326390E-02
   6.600   6.742979E-02   5.092012E-02
   6.700   6.454331E-02   4.841347E-02
   6.800   6.128506E-02   4.560021E-02
   6.900   5.783069E-02   4.264298E-02
   7.000   5.425283E-02   3.960957E-02
   7.100   5.047242E-02   3.643936E-02
   7.200   4.665370E-02   3.327591E-02
   7.300   4.266698E-02   3.001734E-02
   7.400   3.871681E-02   2.683593E-02
   7.500   3.487775E-02   2.379280E-02
   7.600   3.111242E-02   2.085865E-02
   7.700   2.754976E-02   1.813193E-02
   7.800   2.411448E-02   1.555332E-02
   7.900   2.094082E-02   1.321934E-02
   8.000   1.805367E-02   1.114136E-02
   8.100   1.542456E-02   9.292432E-03
   8.200   1.309227E-02   7.691776E-03
   8.300   1.100916E-02   6.297479E-03
   8.400   9.204550E-03   5.121482E-03
   8.500   7.656565E-03   4.140433E-03
   8.600   6.334755E-03   3.326478E-03
   8.700   5.222390E-03   2.661461E-03
   8.800   4.287575E-03   2.119395E-03
   8.900   3.513858E-03   1.684465E-03
   9.000   2.875749E-03   1.336776E-03
   9.100   2.352127E-03   1.060331E-03
   9.200   1.923547E-03   8.410409E-04
   9.300   1.574156E-03   6.677721E-04
   9.400   1.289376E-03   5.307577E-04
   9.500   1.057021E-03   4.222733E-04
   9.600   8.675720E-04   3.363469E-04
   9.700   7.126291E-04   2.680728E-04
   9.800   5.859727E-04   2.137728E-04
   9.900   4.820454E-04   1.704596E-04
  10.000   3.966757E-04   1.358947E-04
  10.100   3.264744E-04   1.082716E-04
  10.200   2.687075E-04   8.622188E-05
  10.300   2.211967E-04   6.864118E-05
  10.400   1.821539E-04   5.467417E-05
  10.500   1.500618E-04   4.357812E-05
  10.600   1.237608E-04   3.481785E-05
  10.700   1.021801E-04   2.788438E-05
  10.800   8.457850E-05   2.245499E-05
  10.900   7.017282E-05   1.817415E-05
  11.000   5.835188E-05   1.478111E-05
  11.100   4.868397E-05   1.210481E-05
  11.200   4.071718E-05   9.962595E-06
  11.300   3.418058E-05   8.258204E-06
  11.400   2.875378E-05   6.870094E-06
  11.500   2.423141E-05   5.731876E-06
  11.600   2.044739E-05   4.788571E-06
  11.700   1.726337E-05   4.000861E-06
  11.800   1.457228E-05   3.335718E-06
  11.900   1.229116E-05   2.773363E-06
  12.000   1.035811E-05   2.299207E-06
  12.100   8.715554E-06   1.898072E-06
  12.200   7.339146E-06   1.567374E-06
  12.300   6.190684E-06   1.297281E-06
  12.400   5.221939E-06   1.073731E-06
  12.500   4.404787E-06   8.887040E-07
  12.600   3.715506E-06   7.355609E-07
  12.700   3.134088E-06   6.088077E-07
  12.800   2.643652E-06   5.038968E-07
  12.900   2.229962E-06   4.170644E-07
  13.000   1.881007E-06   3.451951E-07
  13.100   1.606275E-06   2.885295E-07
  13.200   1.388903E-06   2.435840E-07
  13.300   1.200946E-06   2.056399E-07
  13.400   1.038426E-06   1.736065E-07
  13.500   8.978986E-07   1.465630E-07
  13.600   7.763886E-07   1.237323E-07
  13.700   6.713222E-07   1.044580E-07
  13.800   5.804741E-07   8.818609E-08
  13.900   5.019202E-07   7.444896E-08
  14.000   4.339968E-07   6.285172E-08
  14.100   3.752652E-07   5.306104E-08
  14.200   3.236669E-07   4.479420E-08
  14.300   2.777548E-07   3.781314E-08
  14.400   2.383552E-07   3.192005E-08
  14.500   2.045445E-07   2.694539E-08
  14.600   1.755299E-07   2.274602E-08
  14.700   1.506309E-07   1.920111E-08
  14.800   1.292639E-07   1.620867E-08
  14.900   1.109278E-07   1.368259E-08
  15.000   9.519270E-08   1.155019E-08
  15.100   8.168961E-08   9.750122E-09
  15.200   7.010193E-08   8.230590E-09
  15.300   6.020773E-08   6.954895E-09
  15.400   5.355845E-08   6.134560E-09
  15.500   4.764351E-08   5.410985E-09
  15.600   4.238181E-08   4.772756E-09
  15.700   3.770121E-08   4.209806E-09
  15.800   3.353753E-08   3.713257E-09
  15.900   2.983368E-08   3.275276E-09
  16.000   2.653888E-08   2.888955E-09
  16.100   2.360795E-08   2.548201E-09
  16.200   2.100072E-08   2.247639E-09
  16.300   1.868142E-08   1.982528E-09
  16.400   1.661826E-08   1.748688E-09
  16.500   1.458529E-08   1.542498E-09
  16.600   1.267062E-08   1.360667E-09
  16.700   1.100730E-08   1.200270E-09
  16.800   9.562326E-09   1.058782E-09
  16.900   8.307042E-09   9.339714E-10
  17.000   7.216543E-09   8.238740E-10
  17.100   6.269199E-09   7.267550E-10
  17.200   5.446217E-09   6.410844E-10
  17.300   4.731270E-09   5.655128E-10
  17.400   4.110178E-09   4.988497E-10
  17.500   3.570618E-09   4.400448E-10
  17.600   3.101889E-09   3.881719E-10
  17.700   2.872958E-09   3.853928E-10
  17.800   2.676193E-09   3.866963E-10
  17.900   2.492904E-09   3.880043E-10
  18.000   2.322168E-09   3.893167E-10
  18.100   2.163126E-09   3.906335E-10
  18.200   2.014976E-09   3.919547E-10
  18.300   1.876973E-09   3.932805E-10
  18.400   1.748422E-09   3.946107E-10
  18.500   1.628675E-09   3.959454E-10
  18.600   1.517129E-09   3.972847E-10
  18.700   1.413223E-09   3.986284E-10
  18.800   1.316404E-09   3.998373E-10
  18.900   1.220854E-09   3.741545E-10
  19.000   1.132240E-09   3.501213E-10
  19.100   1.050058E-09   3.276320E-10
  19.200   9.738406E-10   3.065871E-10
  19.300   9.031555E-10   2.868941E-10
  19.400   8.376011E-10   2.684660E-10
  19.500   7.768048E-10   2.512216E-10
  19.600   7.204213E-10   2.350848E-10
  19.700   6.681304E-10   2.199846E-10
  19.800   6.196350E-10   2.058543E-10
  19.900   5.746595E-10   1.926316E-10
 Z= 105 A= 252  Db beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.528509E-02   5.776003E-02
   0.100   7.556628E-02   5.760985E-02
   0.200   7.584852E-02   5.746006E-02
   0.300   7.613181E-02   5.731067E-02
   0.400   7.647642E-02   5.712640E-02
   0.500   7.698566E-02   5.684832E-02
   0.600   7.752752E-02   5.654813E-02
   0.700   7.815164E-02   5.618743E-02
   0.800   7.878079E-02   5.582903E-02
   0.900   7.940831E-02   5.545897E-02
   1.000   8.003515E-02   5.507970E-02
   1.100   8.059730E-02   5.473415E-02
   1.200   8.110488E-02   5.441660E-02
   1.300   8.161567E-02   5.410089E-02
   1.400   8.197593E-02   5.389412E-02
   1.500   8.230300E-02   5.371222E-02
   1.600   8.247658E-02   5.368828E-02
   1.700   8.261581E-02   5.369964E-02
   1.800   8.274296E-02   5.372947E-02
   1.900   8.274246E-02   5.395120E-02
   2.000   8.273746E-02   5.418962E-02
   2.100   8.268650E-02   5.459148E-02
   2.200   8.263558E-02   5.499633E-02
   2.300   8.259651E-02   5.544509E-02
   2.400   8.257849E-02   5.597092E-02
   2.500   8.259561E-02   5.651031E-02
   2.600   8.267469E-02   5.707015E-02
   2.700   8.275385E-02   5.763553E-02
   2.800   8.290680E-02   5.817478E-02
   2.900   8.310305E-02   5.870043E-02
   3.000   8.335872E-02   5.916138E-02
   3.100   8.364933E-02   5.958558E-02
   3.200   8.394095E-02   6.001282E-02
   3.300   8.427013E-02   6.032023E-02
   3.400   8.460450E-02   6.061611E-02
   3.500   8.490857E-02   6.079429E-02
   3.600   8.521045E-02   6.096061E-02
   3.700   8.549630E-02   6.110979E-02
   3.800   8.570285E-02   6.117684E-02
   3.900   8.588577E-02   6.123682E-02
   4.000   8.595752E-02   6.126392E-02
   4.100   8.602933E-02   6.129103E-02
   4.200   8.604275E-02   6.132930E-02
   4.300   8.598419E-02   6.138135E-02
   4.400   8.588676E-02   6.147002E-02
   4.500   8.574197E-02   6.160360E-02
   4.600   8.559743E-02   6.173746E-02
   4.700   8.542710E-02   6.193858E-02
   4.800   8.524700E-02   6.216649E-02
   4.900   8.506044E-02   6.242572E-02
   5.000   8.487167E-02   6.269781E-02
   5.100   8.468332E-02   6.297108E-02
   5.200   8.446959E-02   6.320874E-02
   5.300   8.422526E-02   6.339554E-02
   5.400   8.393029E-02   6.350484E-02
   5.500   8.357066E-02   6.351897E-02
   5.600   8.311416E-02   6.340329E-02
   5.700   8.255938E-02   6.316066E-02
   5.800   8.180975E-02   6.268898E-02
   5.900   8.090179E-02   6.204131E-02
   6.000   7.980341E-02   6.118721E-02
   6.100   7.848319E-02   6.010691E-02
   6.200   7.696125E-02   5.882475E-02
   6.300   7.508893E-02   5.720866E-02
   6.400   7.297960E-02   5.537588E-02
   6.500   7.060319E-02   5.330379E-02
   6.600   6.795461E-02   5.099769E-02
   6.700   6.509020E-02   4.851399E-02
   6.800   6.185032E-02   4.572238E-02
   6.900   5.842896E-02   4.279942E-02
   7.000   5.481944E-02   3.974570E-02
   7.100   5.106177E-02   3.660207E-02
   7.200   4.724436E-02   3.344825E-02
   7.300   4.325126E-02   3.019542E-02
   7.400   3.930294E-02   2.702656E-02
   7.500   3.541134E-02   2.395351E-02
   7.600   3.163581E-02   2.102304E-02
   7.700   2.804654E-02   1.828832E-02
   7.800   2.457902E-02   1.569855E-02
   7.900   2.137712E-02   1.335691E-02
   8.000   1.843469E-02   1.125230E-02
   8.100   1.577354E-02   9.393242E-03
   8.200   1.340437E-02   7.778905E-03
   8.300   1.128428E-02   6.371253E-03
   8.400   9.446370E-03   5.183915E-03
   8.500   7.860513E-03   4.188153E-03
   8.600   6.510798E-03   3.365437E-03
   8.700   5.372629E-03   2.692467E-03
   8.800   4.414773E-03   2.143598E-03
   8.900   3.620714E-03   1.702948E-03
   9.000   2.964418E-03   1.350346E-03
   9.100   2.426017E-03   1.070379E-03
   9.200   1.985231E-03   8.484860E-04
   9.300   1.625630E-03   6.732077E-04
   9.400   1.332077E-03   5.345744E-04
   9.500   1.092544E-03   4.249410E-04
   9.600   8.970918E-04   3.381505E-04
   9.700   7.373534E-04   2.693197E-04
   9.800   6.067216E-04   2.146131E-04
   9.900   4.994129E-04   1.709861E-04
  10.000   4.112229E-04   1.361793E-04
  10.100   3.386897E-04   1.084045E-04
  10.200   2.790149E-04   8.626148E-05
  10.300   2.298946E-04   6.861268E-05
  10.400   1.894641E-04   5.458671E-05
  10.500   1.562119E-04   4.345558E-05
  10.600   1.289334E-04   3.466940E-05
  10.700   1.065510E-04   2.772814E-05
  10.800   8.827590E-05   2.229685E-05
  10.900   7.328370E-05   1.801096E-05
  11.000   6.099432E-05   1.463058E-05
  11.100   5.091684E-05   1.195854E-05
  11.200   4.261970E-05   9.828479E-06
  11.300   3.580803E-05   8.136411E-06
  11.400   3.014428E-05   6.759223E-06
  11.500   2.542760E-05   5.633866E-06
  11.600   2.147563E-05   4.701433E-06
  11.700   1.815347E-05   3.924960E-06
  11.800   1.534498E-05   3.269877E-06
  11.900   1.296170E-05   2.716637E-06
  12.000   1.093756E-05   2.248980E-06
  12.100   9.218479E-06   1.854770E-06
  12.200   7.773070E-06   1.528636E-06
  12.300   6.568364E-06   1.263336E-06
  12.400   5.550369E-06   1.044079E-06
  12.500   4.690148E-06   8.628757E-07
  12.600   3.963247E-06   7.131206E-07
  12.700   3.349005E-06   5.893560E-07
  12.800   2.829961E-06   4.870712E-07
  12.900   2.391361E-06   4.025383E-07
  13.000   2.020737E-06   3.326763E-07
  13.100   1.724117E-06   2.771662E-07
  13.200   1.492947E-06   2.337894E-07
  13.300   1.292773E-06   1.972011E-07
  13.400   1.119438E-06   1.663389E-07
  13.500   9.693442E-07   1.403067E-07
  13.600   8.393747E-07   1.183485E-07
  13.700   7.268315E-07   9.982687E-08
  13.800   6.293781E-07   8.420386E-08
  13.900   5.449911E-07   7.102587E-08
  14.000   4.719188E-07   5.991024E-08
  14.100   4.086440E-07   5.053423E-08
  14.200   3.533195E-07   4.261569E-08
  14.300   3.038924E-07   3.590914E-08
  14.400   2.613798E-07   3.025802E-08
  14.500   2.248144E-07   2.549623E-08
  14.600   1.933643E-07   2.148381E-08
  14.700   1.663139E-07   1.810285E-08
  14.800   1.430477E-07   1.525395E-08
  14.900   1.230362E-07   1.285339E-08
  15.000   1.058242E-07   1.083062E-08
  15.100   9.102009E-08   9.126172E-09
  15.200   7.828697E-08   7.689960E-09
  15.300   6.733512E-08   6.479770E-09
  15.400   5.972846E-08   5.694587E-09
  15.500   5.314883E-08   5.026178E-09
  15.600   4.729401E-08   4.436225E-09
  15.700   4.208415E-08   3.915519E-09
  15.800   3.744820E-08   3.455930E-09
  15.900   3.332294E-08   3.050287E-09
  16.000   2.965212E-08   2.692256E-09
  16.100   2.638567E-08   2.376250E-09
  16.200   2.347905E-08   2.097335E-09
  16.300   2.089262E-08   1.851158E-09
  16.400   1.859111E-08   1.633876E-09
  16.500   1.637846E-08   1.442826E-09
  16.600   1.424951E-08   1.274921E-09
  16.700   1.239730E-08   1.126555E-09
  16.800   1.078584E-08   9.954546E-10
  16.900   9.383849E-09   8.796109E-10
  17.000   8.164095E-09   7.772483E-10
  17.100   7.102890E-09   6.867978E-10
  17.200   6.179625E-09   6.068734E-10
  17.300   5.376370E-09   5.362499E-10
  17.400   4.677525E-09   4.738451E-10
  17.500   4.069520E-09   4.187025E-10
  17.600   3.540546E-09   3.699770E-10
  17.700   3.241350E-09   3.621893E-10
  17.800   3.008891E-09   3.645944E-10
  17.900   2.793103E-09   3.670155E-10
  18.000   2.592791E-09   3.694527E-10
  18.100   2.406844E-09   3.719060E-10
  18.200   2.234233E-09   3.743757E-10
  18.300   2.074001E-09   3.768617E-10
  18.400   1.925261E-09   3.793643E-10
  18.500   1.787187E-09   3.818834E-10
  18.600   1.659016E-09   3.844194E-10
  18.700   1.540037E-09   3.869721E-10
  18.800   1.429590E-09   3.895418E-10
  18.900   1.322111E-09   3.691932E-10
  19.000   1.221999E-09   3.466318E-10
  19.100   1.129468E-09   3.254490E-10
  19.200   1.043943E-09   3.055608E-10
  19.300   9.648939E-10   2.868879E-10
  19.400   8.918307E-10   2.693561E-10
  19.500   8.243000E-10   2.528957E-10
  19.600   7.618828E-10   2.374412E-10
  19.700   7.041920E-10   2.229311E-10
  19.800   6.508696E-10   2.093077E-10
  19.900   6.015848E-10   1.965169E-10
 Z= 105 A= 253  Db beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.506844E-02   5.745932E-02
   0.100   7.535272E-02   5.731015E-02
   0.200   7.563806E-02   5.716137E-02
   0.300   7.592449E-02   5.701297E-02
   0.400   7.627136E-02   5.683073E-02
   0.500   7.678628E-02   5.655405E-02
   0.600   7.733307E-02   5.625640E-02
   0.700   7.796396E-02   5.589817E-02
   0.800   7.859999E-02   5.554222E-02
   0.900   7.923472E-02   5.517540E-02
   1.000   7.986872E-02   5.479935E-02
   1.100   8.044103E-02   5.445652E-02
   1.200   8.095690E-02   5.414329E-02
   1.300   8.147607E-02   5.383186E-02
   1.400   8.184998E-02   5.362678E-02
   1.500   8.218622E-02   5.345004E-02
   1.600   8.237464E-02   5.342715E-02
   1.700   8.252380E-02   5.344506E-02
   1.800   8.266566E-02   5.347453E-02
   1.900   8.267765E-02   5.370287E-02
   2.000   8.268714E-02   5.394160E-02
   2.100   8.265203E-02   5.435077E-02
   2.200   8.261693E-02   5.476304E-02
   2.300   8.259348E-02   5.521420E-02
   2.400   8.259498E-02   5.574650E-02
   2.500   8.262817E-02   5.629095E-02
   2.600   8.272975E-02   5.685601E-02
   2.700   8.283145E-02   5.742674E-02
   2.800   8.300196E-02   5.797288E-02
   2.900   8.322229E-02   5.850223E-02
   3.000   8.349601E-02   5.897157E-02
   3.100   8.380902E-02   5.939737E-02
   3.200   8.412320E-02   5.982625E-02
   3.300   8.446969E-02   6.014216E-02
   3.400   8.482334E-02   6.043836E-02
   3.500   8.514325E-02   6.062340E-02
   3.600   8.545778E-02   6.078798E-02
   3.700   8.576214E-02   6.094196E-02
   3.800   8.597472E-02   6.100587E-02
   3.900   8.617258E-02   6.106558E-02
   4.000   8.624347E-02   6.108971E-02
   4.100   8.631442E-02   6.111384E-02
   4.200   8.633483E-02   6.114757E-02
   4.300   8.626989E-02   6.119751E-02
   4.400   8.617163E-02   6.127787E-02
   4.500   8.601678E-02   6.141013E-02
   4.600   8.586220E-02   6.154268E-02
   4.700   8.568414E-02   6.173550E-02
   4.800   8.549289E-02   6.196338E-02
   4.900   8.529705E-02   6.221914E-02
   5.000   8.509877E-02   6.249162E-02
   5.100   8.490095E-02   6.276529E-02
   5.200   8.468214E-02   6.300623E-02
   5.300   8.443609E-02   6.320087E-02
   5.400   8.414585E-02   6.332435E-02
   5.500   8.378334E-02   6.333788E-02
   5.600   8.333904E-02   6.324161E-02
   5.700   8.279551E-02   6.301453E-02
   5.800   8.206177E-02   6.256003E-02
   5.900   8.118353E-02   6.194303E-02
   6.000   8.008614E-02   6.108772E-02
   6.100   7.880123E-02   6.004089E-02
   6.200   7.730477E-02   5.878166E-02
   6.300   7.546013E-02   5.718999E-02
   6.400   7.339602E-02   5.539728E-02
   6.500   7.101411E-02   5.331943E-02
   6.600   6.840896E-02   5.105243E-02
   6.700   6.556800E-02   4.859023E-02
   6.800   6.235022E-02   4.581927E-02
   6.900   5.896787E-02   4.293188E-02
   7.000   5.533554E-02   3.986242E-02
   7.100   5.160526E-02   3.674713E-02
   7.200   4.778851E-02   3.360028E-02
   7.300   4.379212E-02   3.035203E-02
   7.400   3.985191E-02   2.719795E-02
   7.500   3.591606E-02   2.409997E-02
   7.600   3.213332E-02   2.117548E-02
   7.700   2.851573E-02   1.843091E-02
   7.800   2.501798E-02   1.583009E-02
   7.900   2.179168E-02   1.348304E-02
   8.000   1.879845E-02   1.135446E-02
   8.100   1.610776E-02   9.486903E-03
   8.200   1.370141E-02   7.858583E-03
   8.300   1.154578E-02   6.438276E-03
   8.400   9.676822E-03   5.241166E-03
   8.500   8.055705E-03   4.232494E-03
   8.600   6.679035E-03   3.401683E-03
   8.700   5.514504E-03   2.720535E-03
   8.800   4.534028E-03   2.165226E-03
   8.900   3.720716E-03   1.719523E-03
   9.000   3.047574E-03   1.362763E-03
   9.100   2.494899E-03   1.079504E-03
   9.200   2.041882E-03   8.549577E-04
   9.300   1.672379E-03   6.778223E-04
   9.400   1.370564E-03   5.377957E-04
   9.500   1.124509E-03   4.272463E-04
   9.600   9.233898E-04   3.396742E-04
   9.700   7.589920E-04   2.702801E-04
   9.800   6.246281E-04   2.152154E-04
   9.900   5.142455E-04   1.713480E-04
  10.000   4.235677E-04   1.363714E-04
  10.100   3.488957E-04   1.084659E-04
