 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  14.400   1.890222E-06   1.073786E-08
  14.500   1.648635E-06   8.880853E-09
  14.600   1.424413E-06   7.170416E-09
  14.700   1.230687E-06   5.789406E-09
  14.800   1.063308E-06   4.674376E-09
  14.900   9.186933E-07   3.774099E-09
  15.000   7.937469E-07   3.047214E-09
  15.100   6.857939E-07   2.460326E-09
  15.200   5.925229E-07   1.986471E-09
  15.300   5.119372E-07   1.603880E-09
  15.400   4.423115E-07   1.294976E-09
  15.500   3.821551E-07   1.045566E-09
  15.600   3.301804E-07   8.441914E-10
  15.700   2.895482E-07   7.522728E-10
  15.800   2.557407E-07   7.029732E-10
  15.900   2.258805E-07   6.569044E-10
  16.000   1.995068E-07   6.138547E-10
  16.100   1.762125E-07   5.736262E-10
  16.200   1.556380E-07   5.360341E-10
  16.300   1.374658E-07   5.009055E-10
  16.400   1.214154E-07   4.680791E-10
  16.500   1.072390E-07   4.374039E-10
  16.600   9.471779E-08   4.087390E-10
  16.700   8.365858E-08   3.819526E-10
  16.800   7.389965E-08   3.569349E-10
  16.900   6.936861E-08   3.398032E-10
  17.000   6.511538E-08   3.234938E-10
  17.100   6.112293E-08   3.079672E-10
  17.200   5.737527E-08   2.931859E-10
  17.300   5.385739E-08   2.791139E-10
  17.400   5.055521E-08   2.657174E-10
  17.500   4.745550E-08   2.529639E-10
  17.600   4.454584E-08   2.408225E-10
  17.700   4.181458E-08   2.292638E-10
  17.800   3.925078E-08   2.182600E-10
  17.900   3.684418E-08   2.077842E-10
  18.000   3.483406E-08   1.995787E-10
  18.100   3.453824E-08   2.033487E-10
  18.200   3.424493E-08   2.071899E-10
  18.300   3.395411E-08   2.111037E-10
  18.400   3.366577E-08   2.150914E-10
  18.500   3.337987E-08   2.191545E-10
  18.600   3.309640E-08   2.232943E-10
  18.700   3.281533E-08   2.275122E-10
  18.800   3.253666E-08   2.318099E-10
  18.900   3.226035E-08   2.361888E-10
  19.000   3.198638E-08   2.406503E-10
  19.100   3.171474E-08   2.451962E-10
  19.200   3.144541E-08   2.498279E-10
  19.300   3.102487E-08   2.457546E-10
  19.400   3.060859E-08   2.416705E-10
  19.500   3.019788E-08   2.376543E-10
  19.600   2.979269E-08   2.337048E-10
  19.700   2.939294E-08   2.298210E-10
  19.800   2.899855E-08   2.260017E-10
  19.900   2.860945E-08   2.222459E-10
 Z= 104 A= 282  Rf beta2=-0.12 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.554494E-02   5.347282E-02
   0.100   8.558492E-02   5.334275E-02
   0.200   8.562492E-02   5.321301E-02
   0.300   8.566493E-02   5.308357E-02
   0.400   8.570871E-02   5.294594E-02
   0.500   8.579944E-02   5.270254E-02
   0.600   8.589027E-02   5.246025E-02
   0.700   8.604428E-02   5.214306E-02
   0.800   8.620052E-02   5.182545E-02
   0.900   8.636362E-02   5.150711E-02
   1.000   8.658911E-02   5.116578E-02
   1.100   8.681519E-02   5.082670E-02
   1.200   8.709367E-02   5.053318E-02
   1.300   8.737347E-02   5.024169E-02
   1.400   8.765627E-02   4.996501E-02
   1.500   8.795573E-02   4.978745E-02
   1.600   8.825577E-02   4.961287E-02
   1.700   8.852571E-02   4.960347E-02
   1.800   8.879648E-02   4.959408E-02
   1.900   8.905842E-02   4.961040E-02
   2.000   8.926165E-02   4.978505E-02
   2.100   8.946228E-02   4.996595E-02
   2.200   8.958113E-02   5.029902E-02
   2.300   8.970014E-02   5.063431E-02
   2.400   8.980754E-02   5.098786E-02
   2.500   8.985411E-02   5.142744E-02
   2.600   8.989877E-02   5.187204E-02
   2.700   8.991199E-02   5.234048E-02
   2.800   8.992521E-02   5.281314E-02
   2.900   8.994046E-02   5.328191E-02
   3.000   8.996470E-02   5.371834E-02
   3.100   8.999306E-02   5.415073E-02
   3.200   9.006886E-02   5.449849E-02
   3.300   9.014472E-02   5.484850E-02
   3.400   9.023413E-02   5.517666E-02
   3.500   9.037569E-02   5.541347E-02
   3.600   9.052229E-02   5.564002E-02
   3.700   9.071159E-02   5.576782E-02
   3.800   9.090128E-02   5.589591E-02
   3.900   9.109191E-02   5.600648E-02
   4.000   9.128474E-02   5.605684E-02
   4.100   9.147049E-02   5.610492E-02
   4.200   9.160360E-02   5.613657E-02
   4.300   9.173690E-02   5.616824E-02
   4.400   9.184341E-02   5.621004E-02
   4.500   9.186908E-02   5.628225E-02
   4.600   9.187558E-02   5.636682E-02
   4.700   9.177006E-02   5.652340E-02
   4.800   9.166466E-02   5.668042E-02
   4.900   9.152513E-02   5.685852E-02
   5.000   9.129434E-02   5.709268E-02
   5.100   9.104496E-02   5.732852E-02
   5.200   9.070229E-02   5.756887E-02
   5.300   9.036090E-02   5.781023E-02
   5.400   8.999085E-02   5.802897E-02
   5.500   8.955105E-02   5.819187E-02
   5.600   8.904081E-02   5.826119E-02
   5.700   8.845710E-02   5.822047E-02
   5.800   8.783076E-02   5.811163E-02
   5.900   8.707674E-02   5.781183E-02
   6.000   8.624148E-02   5.739294E-02
   6.100   8.523323E-02   5.674023E-02
   6.200   8.406464E-02   5.588645E-02
   6.300   8.280560E-02   5.491766E-02
   6.400   8.128361E-02   5.365315E-02
   6.500   7.961542E-02   5.223359E-02
   6.600   7.764308E-02   5.051151E-02
   6.700   7.542470E-02   4.856578E-02
   6.800   7.309135E-02   4.652792E-02
   6.900   7.039885E-02   4.419050E-02
   7.000   6.755451E-02   4.175436E-02
   7.100   6.436985E-02   3.907107E-02
   7.200   6.097083E-02   3.626632E-02
   7.300   5.753770E-02   3.349472E-02
   7.400   5.382539E-02   3.057368E-02
   7.500   5.009772E-02   2.771863E-02
   7.600   4.619612E-02   2.481824E-02
   7.700   4.228453E-02   2.200105E-02
   7.800   3.852767E-02   1.938390E-02
   7.900   3.475160E-02   1.684569E-02
   8.000   3.116903E-02   1.452743E-02
   8.100   2.768243E-02   1.235902E-02
   8.200   2.440743E-02   1.040692E-02
   8.300   2.142381E-02   8.707993E-03
   8.400   1.863536E-02   7.192162E-03
   8.500   1.613358E-02   5.899327E-03
   8.600   1.385936E-02   4.783368E-03
   8.700   1.184528E-02   3.848384E-03
   8.800   1.009274E-02   3.081511E-03
   8.900   8.554431E-03   2.446793E-03
   9.000   7.233563E-03   1.935272E-03
   9.100   6.096171E-03   1.521954E-03
   9.200   5.129746E-03   1.193505E-03
   9.300   4.312719E-03   9.343835E-04
   9.400   3.624000E-03   7.303729E-04
   9.500   3.045828E-03   5.707608E-04
   9.600   2.561567E-03   4.460293E-04
   9.700   2.156261E-03   3.486932E-04
   9.800   1.816153E-03   2.726715E-04
   9.900   1.532385E-03   2.133808E-04
  10.000   1.294273E-03   1.670196E-04
  10.100   1.094743E-03   1.306733E-04
  10.200   9.268305E-04   1.021282E-04
  10.300   7.851170E-04   7.976379E-05
  10.400   6.658720E-04   6.218432E-05
  10.500   5.651113E-04   4.843211E-05
  10.600   4.800049E-04   3.765193E-05
  10.700   4.079983E-04   2.925572E-05
  10.800   3.469456E-04   2.272594E-05
  10.900   2.954324E-04   1.768476E-05
  11.000   2.518053E-04   1.379064E-05
  11.100   2.149869E-04   1.080945E-05
  11.200   1.838385E-04   8.521586E-06
  11.300   1.573572E-04   6.742540E-06
  11.400   1.350341E-04   5.386820E-06
  11.500   1.160601E-04   4.327253E-06
  11.600   9.999599E-05   3.505196E-06
  11.700   8.629556E-05   2.851332E-06
  11.800   7.454632E-05   2.325200E-06
  11.900   6.451592E-05   1.899039E-06
  12.000   5.588216E-05   1.549561E-06
  12.100   4.844227E-05   1.258377E-06
  12.200   4.199749E-05   1.015433E-06
  12.300   3.641181E-05   8.160737E-07
  12.400   3.156045E-05   6.490631E-07
  12.500   2.734456E-05   5.157271E-07
  12.600   2.368582E-05   4.098588E-07
  12.700   2.051663E-05   3.257232E-07
  12.800   1.777147E-05   2.588588E-07
  12.900   1.539363E-05   2.057204E-07
  13.000   1.333394E-05   1.634902E-07
  13.100   1.154984E-05   1.299290E-07
  13.200   1.000445E-05   1.032572E-07
  13.300   8.665843E-06   8.206063E-08
  13.400   7.535804E-06   6.665998E-08
  13.500   6.580881E-06   5.544512E-08
  13.600   5.746965E-06   4.611704E-08
  13.700   5.018721E-06   3.835832E-08
  13.800   4.382758E-06   3.190492E-08
  13.900   3.827384E-06   2.653725E-08
  14.000   3.342385E-06   2.207262E-08
  14.100   2.918845E-06   1.835913E-08
  14.200   2.548975E-06   1.527039E-08
  14.300   2.225974E-06   1.270131E-08
  14.400   1.943903E-06   1.056444E-08
  14.500   1.695259E-06   8.760679E-09
  14.600   1.460160E-06   7.068635E-09
  14.700   1.257665E-06   5.703393E-09
  14.800   1.083252E-06   4.601835E-09
  14.900   9.330269E-07   3.713033E-09
  15.000   8.036347E-07   2.995895E-09
  15.100   6.921867E-07   2.417265E-09
  15.200   5.961943E-07   1.950392E-09
  15.300   5.135140E-07   1.573692E-09
  15.400   4.422999E-07   1.269748E-09
  15.500   3.809618E-07   1.024508E-09
  15.600   3.281300E-07   8.266335E-10
  15.700   2.852897E-07   7.253525E-10
  15.800   2.498265E-07   6.785973E-10
  15.900   2.187717E-07   6.348558E-10
  16.000   1.915771E-07   5.939338E-10
  16.100   1.677629E-07   5.556496E-10
  16.200   1.469090E-07   5.198331E-10
  16.300   1.286474E-07   4.863254E-10
  16.400   1.126558E-07   4.549775E-10
  16.500   9.865203E-08   4.256502E-10
  16.600   8.638901E-08   3.982133E-10
  16.700   7.565036E-08   3.725450E-10
  16.800   6.624658E-08   3.485313E-10
  16.900   6.104928E-08   3.314538E-10
  17.000   5.662304E-08   3.158654E-10
  17.100   5.251771E-08   3.010102E-10
  17.200   4.871003E-08   2.868536E-10
  17.300   4.517842E-08   2.733627E-10
  17.400   4.190286E-08   2.605064E-10
  17.500   3.886478E-08   2.482547E-10
  17.600   3.604698E-08   2.365792E-10
  17.700   3.343347E-08   2.254528E-10
  17.800   3.100945E-08   2.148497E-10
  17.900   2.876118E-08   2.047452E-10
  18.000   2.669471E-08   1.952463E-10
  18.100   2.656610E-08   1.989096E-10
  18.200   2.643811E-08   2.026415E-10
  18.300   2.631074E-08   2.064436E-10
  18.400   2.618399E-08   2.103169E-10
  18.500   2.605784E-08   2.142629E-10
  18.600   2.593230E-08   2.182830E-10
  18.700   2.580736E-08   2.223785E-10
  18.800   2.568303E-08   2.265508E-10
  18.900   2.555930E-08   2.308014E-10
  19.000   2.543616E-08   2.351318E-10
  19.100   2.531362E-08   2.395434E-10
  19.200   2.519166E-08   2.440377E-10
  19.300   2.492312E-08   2.412726E-10
  19.400   2.463440E-08   2.374062E-10
  19.500   2.434902E-08   2.336017E-10
  19.600   2.406695E-08   2.298581E-10
  19.700   2.378815E-08   2.261746E-10
  19.800   2.351258E-08   2.225500E-10
  19.900   2.324020E-08   2.189836E-10
 Z= 104 A= 283  Rf beta2=-0.10 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.766916E-02   5.365763E-02
   0.100   8.766047E-02   5.352704E-02
   0.200   8.765178E-02   5.339678E-02
   0.300   8.764310E-02   5.326683E-02
   0.400   8.763526E-02   5.312941E-02
   0.500   8.763905E-02   5.288598E-02
   0.600   8.764285E-02   5.264367E-02
   0.700   8.769201E-02   5.232633E-02
   0.800   8.774308E-02   5.200775E-02
   0.900   8.780018E-02   5.168880E-02
   1.000   8.792438E-02   5.134618E-02
   1.100   8.804876E-02   5.100582E-02
   1.200   8.824652E-02   5.070910E-02
   1.300   8.844667E-02   5.041521E-02
   1.400   8.865198E-02   5.013363E-02
   1.500   8.890213E-02   4.995307E-02
   1.600   8.915299E-02   4.977316E-02
   1.700   8.940252E-02   4.975692E-02
   1.800   8.965273E-02   4.974268E-02
   1.900   8.989808E-02   4.974846E-02
   2.000   9.009902E-02   4.991662E-02
   2.100   9.030024E-02   5.008565E-02
   2.200   9.042031E-02   5.041029E-02
   2.300   9.054055E-02   5.073703E-02
   2.400   9.065059E-02   5.107797E-02
   2.500   9.068758E-02   5.150716E-02
   2.600   9.072376E-02   5.194027E-02
   2.700   9.070882E-02   5.239660E-02
   2.800   9.069388E-02   5.285694E-02
   2.900   9.067786E-02   5.331514E-02
   3.000   9.065508E-02   5.373831E-02
   3.100   9.063349E-02   5.416199E-02
   3.200   9.064982E-02   5.449611E-02
   3.300   9.066615E-02   5.483229E-02
   3.400   9.069218E-02   5.515284E-02
   3.500   9.077236E-02   5.537602E-02
   3.600   9.085518E-02   5.559519E-02
   3.700   9.099254E-02   5.571064E-02
   3.800   9.113011E-02   5.582633E-02
   3.900   9.127096E-02   5.592946E-02
   4.000   9.142747E-02   5.596836E-02
   4.100   9.158177E-02   5.600629E-02
   4.200   9.169661E-02   5.602817E-02
   4.300   9.181160E-02   5.605005E-02
   4.400   9.190993E-02   5.607961E-02
   4.500   9.193176E-02   5.614412E-02
   4.600   9.194448E-02   5.621491E-02
   4.700   9.184157E-02   5.636462E-02
   4.800   9.173877E-02   5.651472E-02
   4.900   9.161142E-02   5.668003E-02
   5.000   9.138198E-02   5.690751E-02
   5.100   9.114262E-02   5.713634E-02
   5.200   9.079414E-02   5.737067E-02
   5.300   9.044700E-02   5.760596E-02
   5.400   9.007844E-02   5.782546E-02
   5.500   8.962521E-02   5.798178E-02
   5.600   8.910692E-02   5.805349E-02
   5.700   8.851605E-02   5.802112E-02
   5.800   8.787090E-02   5.790645E-02
   5.900   8.710987E-02   5.762015E-02
   6.000   8.626491E-02   5.720990E-02
   6.100   8.525051E-02   5.656837E-02
   6.200   8.408848E-02   5.573827E-02
   6.300   8.281444E-02   5.476564E-02
   6.400   8.130845E-02   5.352856E-02
   6.500   7.965006E-02   5.212717E-02
   6.600   7.769553E-02   5.042544E-02
   6.700   7.551470E-02   4.851500E-02
   6.800   7.318090E-02   4.647472E-02
   6.900   7.053378E-02   4.417336E-02
   7.000   6.772129E-02   4.175786E-02
   7.100   6.457221E-02   3.909731E-02
   7.200   6.122800E-02   3.632825E-02
   7.300   5.780004E-02   3.355094E-02
   7.400   5.413901E-02   3.066046E-02
   7.500   5.043931E-02   2.781707E-02
   7.600   4.656505E-02   2.492811E-02
   7.700   4.269106E-02   2.213014E-02
   7.800   3.892521E-02   1.950055E-02
   7.900   3.517266E-02   1.697210E-02
   8.000   3.159159E-02   1.464963E-02
   8.100   2.810105E-02   1.247567E-02
   8.200   2.482589E-02   1.052204E-02
   8.300   2.181574E-02   8.807290E-03
   8.400   1.901543E-02   7.285432E-03
   8.500   1.648999E-02   5.981197E-03
   8.600   1.419067E-02   4.854392E-03
   8.700   1.215373E-02   3.910689E-03
   8.800   1.037141E-02   3.132508E-03
   8.900   8.808531E-03   2.489974E-03
   9.000   7.460725E-03   1.970371E-03
   9.100   6.298427E-03   1.550259E-03
   9.200   5.309539E-03   1.216341E-03
   9.300   4.471366E-03   9.524486E-04
   9.400   3.763539E-03   7.446261E-04
   9.500   3.167606E-03   5.817780E-04
   9.600   2.667901E-03   4.545539E-04
   9.700   2.249099E-03   3.553049E-04
   9.800   1.897483E-03   2.778268E-04
   9.900   1.603229E-03   2.173552E-04
  10.000   1.355898E-03   1.700580E-04
  10.100   1.148539E-03   1.330138E-04
  10.200   9.738541E-04   1.039533E-04
  10.300   8.263482E-04   8.118053E-05
  10.400   7.019287E-04   6.328644E-05
  10.500   5.966015E-04   4.927487E-05
  10.600   5.075797E-04   3.830003E-05
  10.700   4.321737E-04   2.975491E-05
  10.800   3.681928E-04   2.310988E-05
  10.900   3.140506E-04   1.797462E-05
  11.000   2.680949E-04   1.400419E-05
  11.100   2.292678E-04   1.096600E-05
  11.200   1.963602E-04   8.633623E-06
  11.300   1.683780E-04   6.827733E-06
  11.400   1.447022E-04   5.445865E-06
  11.500   1.245422E-04   4.367931E-06
  11.600   1.074507E-04   3.533408E-06
  11.700   9.285427E-05   2.870908E-06
  11.800   8.034044E-05   2.339937E-06
  11.900   6.962384E-05   1.909732E-06
  12.000   6.038570E-05   1.557573E-06
  12.100   5.242287E-05   1.264842E-06
  12.200   4.552195E-05   1.021284E-06
  12.300   3.953473E-05   8.206561E-07
  12.400   3.432770E-05   6.532500E-07
  12.500   2.979642E-05   5.187489E-07
  12.600   2.585591E-05   4.119015E-07
  12.700   2.243652E-05   3.270615E-07
  12.800   1.946934E-05   2.596962E-07
  12.900   1.689456E-05   2.062062E-07
  13.000   1.466029E-05   1.637336E-07
  13.100   1.272150E-05   1.300091E-07
  13.200   1.103911E-05   1.032310E-07
  13.300   9.579214E-06   8.196833E-08
  13.400   8.334507E-06   6.626266E-08
  13.500   7.282000E-06   5.510282E-08
  13.600   6.362406E-06   4.582250E-08
  13.700   5.558942E-06   3.810515E-08
  13.800   4.856942E-06   3.168755E-08
  13.900   4.243592E-06   2.635079E-08
  14.000   3.707699E-06   2.191283E-08
  14.100   3.239479E-06   1.822231E-08
  14.200   2.830388E-06   1.515334E-08
  14.300   2.472958E-06   1.260124E-08
  14.400   2.160665E-06   1.047896E-08
  14.500   1.887810E-06   8.714114E-09
  14.600   1.620776E-06   7.019570E-09
  14.700   1.391465E-06   5.654187E-09
  14.800   1.194598E-06   4.554385E-09
  14.900   1.025584E-06   3.668507E-09
  15.000   8.804825E-07   2.954942E-09
  15.100   7.559101E-07   2.380173E-09
  15.200   6.489625E-07   1.917204E-09
  15.300   5.571461E-07   1.544286E-09
  15.400   4.783200E-07   1.243906E-09
  15.500   4.106464E-07   1.001952E-09
  15.600   3.525474E-07   8.070616E-10
  15.700   3.032222E-07   6.968368E-10
  15.800   2.613585E-07   6.527791E-10
  15.900   2.252747E-07   6.115070E-10
  16.000   1.941727E-07   5.728443E-10
  16.100   1.673647E-07   5.366261E-10
  16.200   1.442579E-07   5.026978E-10
  16.300   1.243412E-07   4.709146E-10
  16.400   1.071744E-07   4.411409E-10
  16.500   9.237758E-08   4.132497E-10
  16.600   7.962369E-08   3.871219E-10
  16.700   6.863063E-08   3.626460E-10
  16.800   5.915531E-08   3.397176E-10
  16.900   5.424275E-08   3.225405E-10
  17.000   5.064495E-08   3.074347E-10
  17.100   4.728578E-08   2.930364E-10
  17.200   4.414942E-08   2.793125E-10
  17.300   4.122109E-08   2.662312E-10
  17.400   3.848698E-08   2.537627E-10
  17.500   3.593423E-08   2.418780E-10
  17.600   3.355079E-08   2.305500E-10
  17.700   3.132544E-08   2.197525E-10
  17.800   2.924769E-08   2.094607E-10
  17.900   2.730776E-08   1.996509E-10
  18.000   2.549649E-08   1.903005E-10
  18.100   2.569829E-08   1.924635E-10
  18.200   2.615032E-08   1.960969E-10
  18.300   2.661029E-08   1.997989E-10
  18.400   2.707836E-08   2.035708E-10
  18.500   2.755467E-08   2.074138E-10
  18.600   2.803935E-08   2.113295E-10
  18.700   2.853256E-08   2.153190E-10
  18.800   2.903444E-08   2.193839E-10
  18.900   2.954515E-08   2.235255E-10
  19.000   3.006484E-08   2.277453E-10
  19.100   3.059368E-08   2.320447E-10
  19.200   3.113181E-08   2.364253E-10
  19.300   3.128625E-08   2.348748E-10
  19.400   3.130020E-08   2.312172E-10
  19.500   3.131416E-08   2.276165E-10
  19.600   3.132813E-08   2.240719E-10
  19.700   3.134210E-08   2.205825E-10
  19.800   3.135608E-08   2.171474E-10
  19.900   3.137006E-08   2.137658E-10
 Z= 104 A= 284  Rf beta2=-0.08 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.900501E-02   5.371410E-02
   0.100   8.896614E-02   5.358414E-02
   0.200   8.892729E-02   5.345449E-02
   0.300   8.888845E-02   5.332516E-02
   0.400   8.884899E-02   5.318913E-02
   0.500   8.879969E-02   5.294593E-02
   0.600   8.875041E-02   5.270383E-02
   0.700   8.873778E-02   5.238851E-02
   0.800   8.872703E-02   5.207126E-02
   0.900   8.872147E-02   5.175405E-02
   1.000   8.878827E-02   5.141266E-02
   1.100   8.885512E-02   5.107353E-02
   1.200   8.901038E-02   5.077737E-02
   1.300   8.916988E-02   5.048475E-02
   1.400   8.933480E-02   5.020180E-02
   1.500   8.956532E-02   5.002140E-02
   1.600   8.979644E-02   4.984164E-02
   1.700   9.004378E-02   4.982131E-02
   1.800   9.029241E-02   4.980709E-02
   1.900   9.053866E-02   4.980713E-02
   2.000   9.074980E-02   4.997369E-02
   2.100   9.096143E-02   5.014081E-02
   2.200   9.109215E-02   5.045790E-02
   2.300   9.122045E-02   5.078180E-02
   2.400   9.134110E-02   5.111595E-02
   2.500   9.137759E-02   5.154083E-02
   2.600   9.141409E-02   5.196924E-02
   2.700   9.138592E-02   5.241956E-02
   2.800   9.135610E-02   5.287426E-02
   2.900   9.132438E-02   5.332870E-02
   3.000   9.127366E-02   5.374473E-02
