 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   3.000   9.160450E-02   4.312177E-02
   3.100   9.178760E-02   4.352336E-02
   3.200   9.191781E-02   4.388823E-02
   3.300   9.202908E-02   4.424154E-02
   3.400   9.213005E-02   4.455735E-02
   3.500   9.221851E-02   4.482641E-02
   3.600   9.230707E-02   4.509709E-02
   3.700   9.240454E-02   4.533677E-02
   3.800   9.251970E-02   4.551264E-02
   3.900   9.263813E-02   4.568510E-02
   4.000   9.281387E-02   4.578335E-02
   4.100   9.298994E-02   4.588181E-02
   4.200   9.316635E-02   4.598048E-02
   4.300   9.339528E-02   4.604259E-02
   4.400   9.362848E-02   4.610218E-02
   4.500   9.386983E-02   4.617446E-02
   4.600   9.411588E-02   4.625362E-02
   4.700   9.436257E-02   4.633292E-02
   4.800   9.458473E-02   4.644916E-02
   4.900   9.478530E-02   4.659803E-02
   5.000   9.495954E-02   4.676985E-02
   5.100   9.505375E-02   4.701003E-02
   5.200   9.514806E-02   4.725145E-02
   5.300   9.522375E-02   4.750180E-02
   5.400   9.517643E-02   4.780436E-02
   5.500   9.512914E-02   4.810885E-02
   5.600   9.494566E-02   4.838551E-02
   5.700   9.473839E-02   4.865844E-02
   5.800   9.453156E-02   4.893290E-02
   5.900   9.421494E-02   4.912174E-02
   6.000   9.383319E-02   4.924973E-02
   6.100   9.337257E-02   4.928583E-02
   6.200   9.279073E-02   4.916124E-02
   6.300   9.216687E-02   4.897710E-02
   6.400   9.142833E-02   4.863733E-02
   6.500   9.054896E-02   4.811160E-02
   6.600   8.956377E-02   4.745038E-02
   6.700   8.836113E-02   4.653130E-02
   6.800   8.709164E-02   4.553813E-02
   6.900   8.562648E-02   4.433380E-02
   7.000   8.392790E-02   4.289986E-02
   7.100   8.206920E-02   4.132465E-02
   7.200   7.988467E-02   3.947137E-02
   7.300   7.763126E-02   3.759047E-02
   7.400   7.512138E-02   3.552808E-02
   7.500   7.233511E-02   3.329354E-02
   7.600   6.939553E-02   3.100235E-02
   7.700   6.612219E-02   2.853742E-02
   7.800   6.285713E-02   2.616611E-02
   7.900   5.939747E-02   2.375238E-02
   8.000   5.576201E-02   2.132766E-02
   8.100   5.210086E-02   1.899837E-02
   8.200   4.827916E-02   1.668883E-02
   8.300   4.461824E-02   1.459307E-02
   8.400   4.095542E-02   1.261237E-02
   8.500   3.733225E-02   1.076845E-02
   8.600   3.386261E-02   9.114155E-03
   8.700   3.047367E-02   7.603328E-03
   8.800   2.735801E-02   6.314210E-03
   8.900   2.441352E-02   5.183918E-03
   9.000   2.166492E-02   4.208746E-03
   9.100   1.915214E-02   3.390495E-03
   9.200   1.683979E-02   2.699578E-03
   9.300   1.478487E-02   2.142172E-03
   9.400   1.293450E-02   1.685660E-03
   9.500   1.128524E-02   1.317089E-03
   9.600   9.828753E-03   1.024334E-03
   9.700   8.546571E-03   7.921853E-04
   9.800   7.429532E-03   6.118258E-04
   9.900   6.454742E-03   4.710560E-04
  10.000   5.608869E-03   3.620330E-04
  10.100   4.874567E-03   2.779048E-04
  10.200   4.241454E-03   2.131879E-04
  10.300   3.692257E-03   1.635111E-04
  10.400   3.218048E-03   1.253513E-04
  10.500   2.808932E-03   9.602450E-05
  10.600   2.453914E-03   7.347552E-05
  10.700   2.147779E-03   5.610329E-05
  10.800   1.880872E-03   4.279761E-05
  10.900   1.649390E-03   3.256288E-05
  11.000   1.448537E-03   2.470221E-05
  11.100   1.273122E-03   1.869303E-05
  11.200   1.120845E-03   1.410658E-05
  11.300   9.872648E-04   1.064080E-05
  11.400   8.706571E-04   8.019905E-06
  11.500   7.688710E-04   6.054796E-06
  11.600   6.794992E-04   4.579877E-06
  11.700   6.015126E-04   3.490239E-06
  11.800   5.327508E-04   2.668253E-06
  11.900   4.724612E-04   2.057231E-06
  12.000   4.195527E-04   1.602403E-06
  12.100   3.728412E-04   1.256596E-06
  12.200   3.318250E-04   9.953627E-07
  12.300   2.954406E-04   7.900006E-07
  12.400   2.633034E-04   6.296743E-07
  12.500   2.348794E-04   5.013721E-07
  12.600   2.096068E-04   3.978908E-07
  12.700   1.871919E-04   3.121915E-07
  12.800   1.672003E-04   2.436924E-07
  12.900   1.493960E-04   1.875774E-07
  13.000   1.335080E-04   1.398833E-07
  13.100   1.193109E-04   1.040942E-07
  13.200   1.066235E-04   7.746175E-08
  13.300   9.528531E-05   5.764318E-08
  13.400   8.515279E-05   4.289519E-08
  13.500   7.609774E-05   3.192047E-08
  13.600   6.800560E-05   2.375363E-08
  13.700   6.077396E-05   1.767627E-08
  13.800   5.431133E-05   1.315380E-08
  13.900   4.854398E-05   1.054731E-08
  14.000   4.339473E-05   8.968358E-09
  14.100   3.879167E-05   7.625777E-09
  14.200   3.467689E-05   6.484182E-09
  14.300   3.099857E-05   5.513487E-09
  14.400   2.771043E-05   4.688106E-09
  14.500   2.477107E-05   3.986287E-09
  14.600   2.214350E-05   3.389532E-09
  14.700   1.979465E-05   2.882112E-09
  14.800   1.769496E-05   2.450654E-09
  14.900   1.581798E-05   2.083786E-09
  15.000   1.414010E-05   1.771839E-09
  15.100   1.267621E-05   1.431205E-09
  15.200   1.137058E-05   1.143796E-09
  15.300   1.019944E-05   9.141026E-10
  15.400   9.148914E-06   7.305358E-10
  15.500   8.206594E-06   5.838322E-10
  15.600   7.361331E-06   4.665891E-10
  15.700   6.603128E-06   3.728904E-10
  15.800   5.923019E-06   2.980079E-10
  15.900   5.312960E-06   2.381630E-10
  16.000   4.765735E-06   1.903360E-10
  16.100   4.274874E-06   1.521134E-10
  16.200   3.834570E-06   1.215665E-10
  16.300   3.500252E-06   1.227736E-10
  16.400   3.198395E-06   1.257262E-10
  16.500   2.922570E-06   1.287498E-10
  16.600   2.670532E-06   1.318461E-10
  16.700   2.440229E-06   1.350169E-10
  16.800   2.229787E-06   1.382640E-10
  16.900   2.037493E-06   1.415891E-10
  17.000   1.861783E-06   1.449942E-10
  17.100   1.701225E-06   1.484812E-10
  17.200   1.554514E-06   1.520520E-10
  17.300   1.420455E-06   1.557087E-10
  17.400   1.297957E-06   1.594534E-10
  17.500   1.228438E-06   1.576493E-10
  17.600   1.166889E-06   1.552983E-10
  17.700   1.108424E-06   1.529824E-10
  17.800   1.052888E-06   1.507010E-10
  17.900   1.000135E-06   1.484536E-10
  18.000   9.500251E-07   1.462397E-10
  18.100   9.024257E-07   1.440589E-10
  18.200   8.572111E-07   1.419106E-10
  18.300   8.142620E-07   1.397943E-10
  18.400   7.734647E-07   1.377096E-10
  18.500   7.347115E-07   1.356559E-10
  18.600   6.979000E-07   1.336329E-10
  18.700   6.782581E-07   1.330481E-10
  18.800   6.668365E-07   1.331808E-10
  18.900   6.556071E-07   1.333136E-10
  19.000   6.445669E-07   1.334466E-10
  19.100   6.337125E-07   1.335797E-10
  19.200   6.230410E-07   1.337130E-10
  19.300   6.125492E-07   1.338464E-10
  19.400   6.022340E-07   1.339799E-10
  19.500   5.920926E-07   1.341135E-10
  19.600   5.821219E-07   1.342473E-10
  19.700   5.723191E-07   1.343812E-10
  19.800   5.626814E-07   1.345153E-10
  19.900   5.549260E-07   1.345833E-10
 Z= 102 A= 339  No beta2= 0.23 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.098304E-02   4.443130E-02
   0.100   9.085001E-02   4.428840E-02
   0.200   9.071717E-02   4.414595E-02
   0.300   9.058452E-02   4.400396E-02
   0.400   9.045207E-02   4.386243E-02
   0.500   9.024884E-02   4.363313E-02
   0.600   9.002054E-02   4.337343E-02
   0.700   8.978168E-02   4.308163E-02
   0.800   8.952981E-02   4.275080E-02
   0.900   8.927864E-02   4.242252E-02
   1.000   8.904563E-02   4.209111E-02
   1.100   8.884908E-02   4.175079E-02
   1.200   8.865813E-02   4.141549E-02
   1.300   8.858825E-02   4.113587E-02
   1.400   8.851842E-02   4.085813E-02
   1.500   8.844865E-02   4.058226E-02
   1.600   8.852295E-02   4.041529E-02
   1.700   8.861002E-02   4.025842E-02
   1.800   8.878369E-02   4.020384E-02
   1.900   8.900798E-02   4.020832E-02
   2.000   8.923284E-02   4.021281E-02
   2.100   8.949878E-02   4.030252E-02
   2.200   8.980441E-02   4.047434E-02
   2.300   9.011127E-02   4.067623E-02
   2.400   9.041981E-02   4.098085E-02
   2.500   9.072940E-02   4.128775E-02
   2.600   9.103423E-02   4.160430E-02
   2.700   9.128931E-02   4.198778E-02
   2.800   9.154511E-02   4.237479E-02
   2.900   9.173483E-02   4.276424E-02
   3.000   9.190996E-02   4.315701E-02
   3.100   9.208542E-02   4.355338E-02
   3.200   9.221342E-02   4.391488E-02
   3.300   9.232060E-02   4.426235E-02
   3.400   9.241736E-02   4.457593E-02
   3.500   9.249896E-02   4.483844E-02
   3.600   9.258064E-02   4.510251E-02
   3.700   9.266801E-02   4.534026E-02
   3.800   9.276950E-02   4.550940E-02
   3.900   9.287115E-02   4.567909E-02
   4.000   9.302586E-02   4.577143E-02
   4.100   9.318082E-02   4.586396E-02
   4.200   9.333605E-02   4.595668E-02
   4.300   9.353723E-02   4.601522E-02
   4.400   9.374522E-02   4.606907E-02
   4.500   9.396157E-02   4.613477E-02
   4.600   9.418387E-02   4.620869E-02
   4.700   9.440669E-02   4.628272E-02
   4.800   9.461021E-02   4.638928E-02
   4.900   9.479177E-02   4.653275E-02
   5.000   9.495509E-02   4.669310E-02
   5.100   9.503668E-02   4.692679E-02
   5.200   9.511834E-02   4.716164E-02
   5.300   9.519152E-02   4.740119E-02
   5.400   9.513549E-02   4.769553E-02
   5.500   9.507948E-02   4.799170E-02
   5.600   9.489861E-02   4.826195E-02
   5.700   9.468233E-02   4.852571E-02
   5.800   9.446655E-02   4.879090E-02
   5.900   9.415064E-02   4.897944E-02
   6.000   9.376499E-02   4.910740E-02
   6.100   9.329073E-02   4.913427E-02
   6.200   9.270292E-02   4.901427E-02
   6.300   9.207450E-02   4.883763E-02
   6.400   9.131727E-02   4.848896E-02
   6.500   9.043945E-02   4.798062E-02
   6.600   8.943652E-02   4.731305E-02
   6.700   8.823637E-02   4.640994E-02
   6.800   8.697300E-02   4.543498E-02
   6.900   8.549093E-02   4.422412E-02
   7.000   8.381683E-02   4.282153E-02
   7.100   8.195016E-02   4.124367E-02
   7.200   7.979137E-02   3.941640E-02
   7.300   7.756789E-02   3.756227E-02
   7.400   7.505650E-02   3.549605E-02
   7.500   7.232354E-02   3.329921E-02
   7.600   6.939197E-02   3.100689E-02
   7.700   6.616874E-02   2.856901E-02
   7.800   6.295313E-02   2.622211E-02
   7.900   5.950301E-02   2.380269E-02
   8.000   5.593230E-02   2.140581E-02
   8.100   5.228658E-02   1.907164E-02
   8.200   4.851375E-02   1.677629E-02
   8.300   4.489443E-02   1.469042E-02
   8.400   4.123624E-02   1.269916E-02
   8.500   3.765621E-02   1.086378E-02
   8.600   3.419164E-02   9.200125E-03
   8.700   3.082489E-02   7.688353E-03
   8.800   2.772250E-02   6.395611E-03
   8.900   2.476839E-02   5.253063E-03
   9.000   2.202612E-02   4.274075E-03
   9.100   1.950303E-02   3.446113E-03
   9.200   1.718448E-02   2.748644E-03
   9.300   1.511820E-02   2.184587E-03
   9.400   1.324835E-02   1.720109E-03
   9.500   1.158545E-02   1.346364E-03
   9.600   1.011102E-02   1.048151E-03
   9.700   8.811190E-03   8.116280E-04
   9.800   7.675629E-03   6.274921E-04
   9.900   6.681863E-03   4.833534E-04
  10.000   5.818469E-03   3.718070E-04
  10.100   5.068224E-03   2.856201E-04
  10.200   4.419151E-03   2.192277E-04
  10.300   3.854740E-03   1.682204E-04
  10.400   3.366567E-03   1.289811E-04
  10.500   2.944348E-03   9.885361E-05
  10.600   2.578069E-03   7.568229E-05
  10.700   2.261050E-03   5.781873E-05
  10.800   1.984090E-03   4.413113E-05
  10.900   1.743580E-03   3.358374E-05
  11.000   1.534356E-03   2.549821E-05
  11.100   1.351616E-03   1.930809E-05
  11.200   1.192346E-03   1.458151E-05
  11.300   1.052342E-03   1.100491E-05
  11.400   9.299517E-04   8.296577E-06
  11.500   8.228346E-04   6.264485E-06
  11.600   7.287738E-04   4.741017E-06
  11.700   6.463603E-04   3.611288E-06
  11.800   5.735340E-04   2.758352E-06
  11.900   5.095573E-04   2.125764E-06
  12.000   4.532623E-04   1.652939E-06
  12.100   4.035536E-04   1.295629E-06
  12.200   3.597251E-04   1.024692E-06
  12.300   3.207759E-04   8.122930E-07
  12.400   2.863119E-04   6.468517E-07
  12.500   2.557663E-04   5.149351E-07
  12.600   2.286003E-04   4.085711E-07
  12.700   2.044368E-04   3.208905E-07
  12.800   1.828529E-04   2.508818E-07
  12.900   1.635879E-04   1.931977E-07
  13.000   1.463633E-04   1.445668E-07
  13.100   1.309538E-04   1.076685E-07
  13.200   1.171667E-04   8.018797E-08
  13.300   1.048311E-04   5.972134E-08
  13.400   9.379423E-05   4.447848E-08
  13.500   8.391936E-05   3.312610E-08
  13.600   7.508413E-05   2.467122E-08
  13.700   6.717910E-05   1.837431E-08
  13.800   6.010633E-05   1.368458E-08
  13.900   5.377377E-05   1.084799E-08
  14.000   4.810405E-05   9.208268E-09
  14.100   4.303213E-05   7.816397E-09
  14.200   3.849497E-05   6.634914E-09
  14.300   3.443619E-05   5.632017E-09
  14.400   3.080536E-05   4.780713E-09
  14.500   2.755735E-05   4.058087E-09
  14.600   2.465180E-05   3.444689E-09
  14.700   2.205260E-05   2.924009E-09
  14.800   1.972745E-05   2.482032E-09
  14.900   1.764745E-05   2.106862E-09
  15.000   1.578677E-05   1.788400E-09
  15.100   1.416785E-05   1.448214E-09
  15.200   1.272936E-05   1.153485E-09
  15.300   1.143692E-05   9.187365E-10
  15.400   1.027571E-05   7.317625E-10
  15.500   9.232396E-06   5.828399E-10
  15.600   8.295012E-06   4.642249E-10
  15.700   7.452802E-06   3.697495E-10
  15.800   6.696104E-06   2.945010E-10
  15.900   6.016235E-06   2.345664E-10
  16.000   5.405394E-06   1.868293E-10
  16.100   4.856574E-06   1.488073E-10
  16.200   4.363476E-06   1.185232E-10
  16.300   3.989055E-06   1.169413E-10
  16.400   3.658032E-06   1.198590E-10
  16.500   3.354479E-06   1.228495E-10
  16.600   3.076115E-06   1.259146E-10
  16.700   2.820851E-06   1.290562E-10
  16.800   2.586769E-06   1.322762E-10
  16.900   2.372112E-06   1.355765E-10
  17.000   2.175268E-06   1.389592E-10
  17.100   1.994758E-06   1.424262E-10
  17.200   1.829228E-06   1.459798E-10
  17.300   1.677434E-06   1.496220E-10
  17.400   1.538236E-06   1.533551E-10
  17.500   1.452175E-06   1.521788E-10
  17.600   1.380551E-06   1.498405E-10
  17.700   1.312460E-06   1.475382E-10
  17.800   1.247726E-06   1.452712E-10
  17.900   1.186186E-06   1.430391E-10
  18.000   1.127681E-06   1.408412E-10
  18.100   1.072062E-06   1.386771E-10
  18.200   1.019185E-06   1.365463E-10
  18.300   9.689171E-07   1.344482E-10
  18.400   9.211282E-07   1.323824E-10
  18.500   8.756963E-07   1.303483E-10
  18.600   8.325052E-07   1.283454E-10
  18.700   8.052326E-07   1.275549E-10
  18.800   7.895822E-07   1.277073E-10
  18.900   7.742359E-07   1.278598E-10
  19.000   7.591879E-07   1.280125E-10
  19.100   7.444324E-07   1.281654E-10
  19.200   7.299637E-07   1.283185E-10
  19.300   7.157761E-07   1.284717E-10
  19.400   7.018644E-07   1.286252E-10
  19.500   6.882230E-07   1.287788E-10
  19.600   6.748467E-07   1.289326E-10
  19.700   6.617305E-07   1.290866E-10
  19.800   6.488691E-07   1.292407E-10
  19.900   6.367510E-07   1.293803E-10
 Z= 102 A= 340  No beta2= 0.17 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.095546E-02   4.427482E-02
   0.100   9.081780E-02   4.413246E-02
   0.200   9.068036E-02   4.399056E-02
   0.300   9.054313E-02   4.384912E-02
   0.400   9.040610E-02   4.370813E-02
   0.500   9.019731E-02   4.348058E-02
   0.600   8.996232E-02   4.322209E-02
   0.700   8.971711E-02   4.293223E-02
   0.800   8.945881E-02   4.260276E-02
   0.900   8.920125E-02   4.227583E-02
   1.000   8.896203E-02   4.194625E-02
   1.100   8.876180E-02   4.160809E-02
   1.200   8.856531E-02   4.127403E-02
   1.300   8.849776E-02   4.099635E-02
   1.400   8.843026E-02   4.072053E-02
   1.500   8.836281E-02   4.044657E-02
   1.600   8.844038E-02   4.027841E-02
   1.700   8.853433E-02   4.012260E-02
   1.800   8.871376E-02   4.006571E-02
   1.900   8.894828E-02   4.007178E-02
   2.000   8.918342E-02   4.007786E-02
   2.100   8.945781E-02   4.016399E-02
   2.200   8.977436E-02   4.033600E-02
   2.300   9.009169E-02   4.053398E-02
   2.400   9.040870E-02   4.083782E-02
   2.500   9.072682E-02   4.114394E-02
   2.600   9.104191E-02   4.145723E-02
   2.700   9.130186E-02   4.183921E-02
   2.800   9.156255E-02   4.222471E-02
   2.900   9.175763E-02   4.261230E-02
   3.000   9.193438E-02   4.300302E-02
   3.100   9.211147E-02   4.339733E-02
   3.200   9.224229E-02   4.375958E-02
   3.300   9.234849E-02   4.410576E-02
   3.400   9.244573E-02   4.442194E-02
   3.500   9.252723E-02   4.468310E-02
   3.600   9.260880E-02   4.494579E-02
   3.700   9.269562E-02   4.518721E-02
   3.800   9.279916E-02   4.535653E-02
   3.900   9.290281E-02   4.552649E-02
   4.000   9.305992E-02   4.562412E-02
   4.100   9.322011E-02   4.571812E-02
   4.200   9.338057E-02   4.581231E-02
   4.300   9.358667E-02   4.587570E-02
   4.400   9.380301E-02   4.593250E-02
   4.500   9.402762E-02   4.600076E-02
   4.600   9.425957E-02   4.607906E-02
   4.700   9.449208E-02   4.615750E-02
   4.800   9.470810E-02   4.626460E-02
   4.900   9.489980E-02   4.641346E-02
   5.000   9.507964E-02   4.657333E-02
   5.100   9.516914E-02   4.681210E-02
   5.200   9.525871E-02   4.705209E-02
   5.300   9.534837E-02   4.729331E-02
   5.400   9.529953E-02   4.759138E-02
   5.500   9.524973E-02   4.789173E-02
   5.600   9.508528E-02   4.816757E-02
   5.700   9.487302E-02   4.843384E-02
   5.800   9.466123E-02   4.870157E-02
   5.900   9.436010E-02   4.890050E-02
   6.000   9.398528E-02   4.903824E-02
   6.100   9.351314E-02   4.906434E-02
   6.200   9.293703E-02   4.895608E-02
   6.300   9.232194E-02   4.879376E-02
   6.400   9.156557E-02   4.844286E-02
   6.500   9.070708E-02   4.795682E-02
   6.600   8.970252E-02   4.728544E-02
   6.700   8.851817E-02   4.640001E-02
   6.800   8.727351E-02   4.544462E-02
   6.900   8.578751E-02   4.422903E-02
   7.000   8.413981E-02   4.285483E-02
   7.100   8.226523E-02   4.126925E-02
   7.200   8.012722E-02   3.946136E-02
   7.300   7.792671E-02   3.762746E-02
   7.400   7.540230E-02   3.555284E-02
   7.500   7.269952E-02   3.338188E-02
   7.600   6.974923E-02   3.107596E-02
   7.700   6.654277E-02   2.865262E-02
   7.800   6.334386E-02   2.631926E-02
   7.900   5.987109E-02   2.388631E-02
   8.000   5.632015E-02   2.150384E-02
   8.100   5.264440E-02   1.915315E-02
   8.200   4.887485E-02   1.686178E-02
   8.300   4.525654E-02   1.477793E-02
   8.400   4.156821E-02   1.277148E-02
   8.500   3.798612E-02   1.093811E-02
   8.600   3.448841E-02   9.259141E-03
   8.700   3.110949E-02   7.743745E-03
   8.800   2.799293E-02   6.446679E-03
   8.900   2.500945E-02   5.293513E-03
   9.000   2.225176E-02   4.310468E-03
   9.100   1.970074E-02   3.473904E-03
   9.200   1.736503E-02   2.772252E-03
   9.300   1.528161E-02   2.204275E-03
   9.400   1.339140E-02   1.735096E-03
   9.500   1.171104E-02   1.358377E-03
   9.600   1.022009E-02   1.057000E-03
   9.700   8.906763E-03   8.185051E-04
   9.800   7.758821E-03   6.327518E-04
   9.900   6.754568E-03   4.872936E-04
  10.000   5.880543E-03   3.746724E-04
  10.100   5.122018E-03   2.877056E-04
  10.200   4.465531E-03   2.207576E-04
  10.300   3.894725E-03   1.693431E-04
  10.400   3.401951E-03   1.298227E-04
  10.500   2.974539E-03   9.944556E-05
  10.600   2.604678E-03   7.610315E-05
  10.700   2.284269E-03   5.812657E-05
  10.800   2.004435E-03   4.435983E-05
  10.900   1.761975E-03   3.374811E-05
  11.000   1.550339E-03   2.561385E-05
  11.100   1.366095E-03   1.938531E-05
  11.200   1.205355E-03   1.463535E-05
  11.300   1.064067E-03   1.104070E-05
  11.400   9.407676E-04   8.320332E-06
  11.500   8.325510E-04   6.275397E-06
  11.600   7.377684E-04   4.746643E-06
  11.700   6.546517E-04   3.611691E-06
  11.800   5.811967E-04   2.755149E-06
  11.900   5.167922E-04   2.123009E-06
