Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
30,  6.330000 ,  3.5,  1,19F,9,10,18998000.0
31,  6.429000 ,  0.5, -1,19F,9,10,18998000.0
32,  6.496700 ,  1.5,  1,19F,9,10,18998000.0
33,  6.500000 ,  5.5,  1,19F,9,10,18998000.0
34,  6.527500 ,  1.5,  1,19F,9,10,18998000.0
35,  6.554000 ,  3.5,  1,19F,9,10,18998000.0
36,  6.592000 ,  4.5,  1,19F,9,10,18998000.0
37,  6.787000 ,  1.5, -1,19F,9,10,18998000.0
38,  6.838400 ,  2.5,  1,19F,9,10,18998000.0
39,  6.891000 ,  1.5, -1,19F,9,10,18998000.0
40,  6.926500 ,  3.5, -1,19F,9,10,18998000.0
41,  6.989000 ,  0.5, -1,19F,9,10,18998000.0
42,  7.114000 ,  3.5,  1,19F,9,10,18998000.0
43,  7.166200 ,  5.5, -1,19F,9,10,18998000.0
44,  7.262000 ,  1.5,  1,19F,9,10,18998000.0
45,  7.364000 ,  0.5,  1,19F,9,10,18998000.0
46,  7.539600 ,  2.5,  1,19F,9,10,18998000.0
47,  7.560000 ,  3.5,  1,19F,9,10,18998000.0
48,  7.587000 ,  2.5, -1,19F,9,10,18998000.0
49,  7.660600 ,  1.5,  1,19F,9,10,18998000.0
50,  7.702000 ,  0.5, -1,19F,9,10,18998000.0
51,  7.740000 ,  2.5, -1,19F,9,10,18998000.0
52,  7.900000 ,  1.5,  1,19F,9,10,18998000.0
53,  7.929000 ,  4.5,  1,19F,9,10,18998000.0
54,  7.937000 ,  5.5,  1,19F,9,10,18998000.0
55,  8.014000 ,  2.5,  1,19F,9,10,18998000.0
56,  8.084000 ,  0.5,  1,19F,9,10,18998000.0
57,  8.137700 ,  0.5,  1,19F,9,10,18998000.0
58,  8.160000 ,  4.5,  1,19F,9,10,18998000.0
59,  8.199000 ,  2.5,  1,19F,9,10,18998000.0
60,  8.254300 ,  3.5, -1,19F,9,10,18998000.0
61,  8.288000 ,  6.5, -1,19F,9,10,18998000.0
62,  8.310000 ,  2.5,  1,19F,9,10,18998000.0
63,  8.370000 ,  2.5,  1,19F,9,10,18998000.0
64,  8.583500 ,  2.5,  1,19F,9,10,18998000.0
65,  8.591900 ,  1.5, -1,19F,9,10,18998000.0
66,  8.629000 ,  3.5, -1,19F,9,10,18998000.0
67,  8.650000 ,  0.5,  1,19F,9,10,18998000.0
1,  0.000000 ,  0.0,  1,20Ne,10,10,20180000.0
2,  1.633674 ,  2.0,  1,20Ne,10,10,20180000.0
3,  4.247700 ,  4.0,  1,20Ne,10,10,20180000.0
4,  4.966510 ,  2.0, -1,20Ne,10,10,20180000.0
5,  5.621400 ,  3.0, -1,20Ne,10,10,20180000.0
6,  5.787700 ,  1.0, -1,20Ne,10,10,20180000.0
7,  6.706000 ,  3.0, -1,20Ne,10,10,20180000.0
8,  6.725000 ,  0.0,  1,20Ne,10,10,20180000.0
9,  7.004000 ,  4.0, -1,20Ne,10,10,20180000.0
10,  7.156300 ,  3.0, -1,20Ne,10,10,20180000.0
11,  7.191000 ,  0.0,  1,20Ne,10,10,20180000.0
12,  7.421900 ,  2.0,  1,20Ne,10,10,20180000.0
13,  7.833400 ,  2.0,  1,20Ne,10,10,20180000.0
14,  8.453000 ,  5.0, -1,20Ne,10,10,20180000.0
15,  8.700000 ,  0.0,  1,20Ne,10,10,20180000.0
16,  8.708000 ,  1.0, -1,20Ne,10,10,20180000.0
17,  8.777600 ,  6.0,  1,20Ne,10,10,20180000.0
18,  8.820000 ,  5.0, -1,20Ne,10,10,20180000.0
19,  8.854000 ,  1.0, -1,20Ne,10,10,20180000.0
20,  9.000000 ,  2.0,  1,20Ne,10,10,20180000.0
21,  9.031000 ,  4.0,  1,20Ne,10,10,20180000.0
22,  9.116000 ,  3.0, -1,20Ne,10,10,20180000.0
23,  9.196000 ,  2.0,  1,20Ne,10,10,20180000.0
24,  9.318000 ,  2.0, -1,20Ne,10,10,20180000.0
25,  9.487000 ,  2.0,  1,20Ne,10,10,20180000.0
26,  9.873000 ,  3.0,  1,20Ne,10,10,20180000.0
27,  9.935000 ,  1.0,  1,20Ne,10,10,20180000.0
28,  9.990000 ,  4.0,  1,20Ne,10,10,20180000.0
29, 10.262000 ,  5.0, -1,20Ne,10,10,20180000.0
30, 10.273200 ,  2.0,  1,20Ne,10,10,20180000.0
31, 10.406000 ,  3.0, -1,20Ne,10,10,20180000.0
32, 10.553000 ,  4.0,  1,20Ne,10,10,20180000.0
33, 10.584000 ,  2.0,  1,20Ne,10,10,20180000.0
34, 10.609000 ,  6.0, -1,20Ne,10,10,20180000.0
35, 10.694000 ,  3.0,  1,20Ne,10,10,20180000.0
36, 10.800000 ,  4.0,  1,20Ne,10,10,20180000.0
37, 10.840000 ,  3.0, -1,20Ne,10,10,20180000.0
38, 10.843000 ,  2.0,  1,20Ne,10,10,20180000.0
39, 10.884000 ,  3.0,  1,20Ne,10,10,20180000.0
40, 10.917000 ,  3.0,  1,20Ne,10,10,20180000.0
41, 10.940000 ,  2.0,  1,20Ne,10,10,20180000.0
42, 10.970000 ,  0.0,  1,20Ne,10,10,20180000.0
43, 11.020000 ,  4.0,  1,20Ne,10,10,20180000.0
44, 11.090000 ,  4.0,  1,20Ne,10,10,20180000.0
45, 11.116000 ,  2.0,  1,20Ne,10,10,20180000.0
46, 11.240000 ,  1.0, -1,20Ne,10,10,20180000.0
47, 11.262300 ,  1.0,  1,20Ne,10,10,20180000.0
48, 11.270000 ,  1.0, -1,20Ne,10,10,20180000.0
49, 11.320000 ,  2.0,  1,20Ne,10,10,20180000.0
1,  0.000000 ,  1.5,  1,21Ne,10,11,20993846.685
2,  0.350727 ,  2.5,  1,21Ne,10,11,20993846.685
3,  1.745911 ,  3.5,  1,21Ne,10,11,20993846.685
4,  2.788230 ,  0.5, -1,21Ne,10,11,20993846.685
5,  2.794160 ,  0.5,  1,21Ne,10,11,20993846.685
6,  2.866600 ,  4.5,  1,21Ne,10,11,20993846.685
7,  3.662640 ,  1.5, -1,21Ne,10,11,20993846.685
8,  3.735590 ,  2.5,  1,21Ne,10,11,20993846.685
9,  3.883960 ,  2.5, -1,21Ne,10,11,20993846.685
10,  4.431800 ,  5.5,  1,21Ne,10,11,20993846.685
11,  4.525860 ,  2.5,  1,21Ne,10,11,20993846.685
12,  4.684560 ,  1.5,  1,21Ne,10,11,20993846.685
13,  4.725340 ,  1.5, -1,21Ne,10,11,20993846.685
14,  5.335200 ,  3.5, -1,21Ne,10,11,20993846.685
15,  5.431800 ,  3.5,  1,21Ne,10,11,20993846.685
16,  5.549800 ,  1.5,  1,21Ne,10,11,20993846.685
17,  5.630800 ,  3.5,  1,21Ne,10,11,20993846.685
18,  5.689770 ,  0.5, -1,21Ne,10,11,20993846.685
19,  5.773700 ,  2.5,  1,21Ne,10,11,20993846.685
20,  5.818700 ,  3.5, -1,21Ne,10,11,20993846.685
21,  5.820900 ,  1.5,  1,21Ne,10,11,20993846.685
22,  5.992610 ,  1.5, -1,21Ne,10,11,20993846.685
23,  6.033300 ,  4.5, -1,21Ne,10,11,20993846.685
24,  6.175200 ,  3.5,  1,21Ne,10,11,20993846.685
25,  6.260300 ,  3.5,  1,21Ne,10,11,20993846.685
26,  6.266700 ,  4.5,  1,21Ne,10,11,20993846.685
27,  6.411900 ,  3.5,  1,21Ne,10,11,20993846.685
28,  6.448300 ,  6.5,  1,21Ne,10,11,20993846.685
29,  6.543500 ,  4.5, -1,21Ne,10,11,20993846.685
30,  6.554200 ,  4.5, -1,21Ne,10,11,20993846.685
31,  6.607700 ,  1.5,  1,21Ne,10,11,20993846.685
32,  6.639800 ,  4.5, -1,21Ne,10,11,20993846.685
33,  6.749300 ,  1.5, -1,21Ne,10,11,20993846.685
34,  6.857000 ,  1.5,  1,21Ne,10,11,20993846.685
35,  6.900500 ,  1.5, -1,21Ne,10,11,20993846.685
36,  7.006700 ,  3.5,  1,21Ne,10,11,20993846.685
37,  7.022600 ,  3.5,  1,21Ne,10,11,20993846.685
38,  7.042100 ,  4.5,  1,21Ne,10,11,20993846.685
39,  7.109000 ,  3.5,  1,21Ne,10,11,20993846.685
40,  7.154000 ,  3.5,  1,21Ne,10,11,20993846.685
41,  7.211000 ,  0.5,  1,21Ne,10,11,20993846.685
42,  7.226000 ,  3.5,  1,21Ne,10,11,20993846.685
43,  7.294000 ,  5.5,  1,21Ne,10,11,20993846.685
44,  7.320000 ,  0.5,  1,21Ne,10,11,20993846.685
45,  7.356900 ,  3.5,  1,21Ne,10,11,20993846.685
46,  7.422800 ,  5.5, -1,21Ne,10,11,20993846.685
47,  7.465000 ,  0.5, -1,21Ne,10,11,20993846.685
48,  7.547000 ,  4.5,  1,21Ne,10,11,20993846.685
49,  7.600000 ,  3.5,  1,21Ne,10,11,20993846.685
50,  7.627000 ,  1.5, -1,21Ne,10,11,20993846.685
51,  7.649100 ,  2.5,  1,21Ne,10,11,20993846.685
52,  7.740000 ,  1.5,  1,21Ne,10,11,20993846.685
53,  7.810000 ,  1.5,  1,21Ne,10,11,20993846.685
54,  7.960300 ,  5.5, -1,21Ne,10,11,20993846.685
55,  7.979000 ,  1.5, -1,21Ne,10,11,20993846.685
56,  7.982100 ,  3.5,  1,21Ne,10,11,20993846.685
57,  8.008000 ,  0.5, -1,21Ne,10,11,20993846.685
58,  8.062000 ,  1.5,  1,21Ne,10,11,20993846.685
59,  8.154900 ,  4.5,  1,21Ne,10,11,20993846.685
60,  8.222200 ,  3.5,  1,21Ne,10,11,20993846.685
61,  8.241200 ,  5.5,  1,21Ne,10,11,20993846.685
62,  8.287000 ,  3.5,  1,21Ne,10,11,20993846.685
63,  8.303000 ,  1.5, -1,21Ne,10,11,20993846.685
64,  8.360000 ,  1.5,  1,21Ne,10,11,20993846.685
65,  8.402000 ,  1.5,  1,21Ne,10,11,20993846.685
66,  8.430000 ,  0.5,  1,21Ne,10,11,20993846.685
67,  8.465000 ,  1.5,  1,21Ne,10,11,20993846.685
68,  8.522000 ,  1.5,  1,21Ne,10,11,20993846.685
69,  8.591000 ,  1.5,  1,21Ne,10,11,20993846.685
70,  8.664500 ,  2.5,  1,21Ne,10,11,20993846.685
71,  8.680000 ,  1.5, -1,21Ne,10,11,20993846.685
1,  0.000000 ,  0.0,  1,22Ne,10,12,21991385.109
2,  1.274577 ,  2.0,  1,22Ne,10,12,21991385.109
3,  3.357700 ,  4.0,  1,22Ne,10,12,21991385.109
4,  4.455800 ,  2.0,  1,22Ne,10,12,21991385.109
5,  5.146300 ,  2.0, -1,22Ne,10,12,21991385.109
6,  5.331800 ,  1.0,  1,22Ne,10,12,21991385.109
7,  5.363200 ,  2.0,  1,22Ne,10,12,21991385.109
8,  5.523700 ,  4.0,  1,22Ne,10,12,21991385.109
9,  5.641400 ,  3.0,  1,22Ne,10,12,21991385.109
10,  5.910100 ,  3.0, -1,22Ne,10,12,21991385.109
11,  6.120100 ,  2.0,  1,22Ne,10,12,21991385.109
12,  6.234300 ,  0.0,  1,22Ne,10,12,21991385.109
13,  6.310300 ,  6.0,  1,22Ne,10,12,21991385.109
14,  6.346500 ,  4.0,  1,22Ne,10,12,21991385.109
15,  6.635400 ,  3.0,  1,22Ne,10,12,21991385.109
16,  6.691000 ,  1.0, -1,22Ne,10,12,21991385.109
17,  6.819400 ,  2.0,  1,22Ne,10,12,21991385.109
18,  6.855500 ,  1.0,  1,22Ne,10,12,21991385.109
19,  6.900300 ,  1.0,  1,22Ne,10,12,21991385.109
20,  7.050900 ,  1.0, -1,22Ne,10,12,21991385.109
21,  7.340700 ,  0.0,  1,22Ne,10,12,21991385.109
22,  7.342800 ,  3.0,  1,22Ne,10,12,21991385.109
23,  7.405900 ,  3.0, -1,22Ne,10,12,21991385.109
24,  7.422100 ,  5.0,  1,22Ne,10,12,21991385.109
25,  7.469000 ,  2.0, -1,22Ne,10,12,21991385.109
26,  7.491000 ,  1.0, -1,22Ne,10,12,21991385.109
27,  7.643000 ,  2.0,  1,22Ne,10,12,21991385.109
28,  7.664800 ,  2.0, -1,22Ne,10,12,21991385.109
29,  7.722000 ,  3.0, -1,22Ne,10,12,21991385.109
30,  7.922600 ,  2.0,  1,22Ne,10,12,21991385.109
31,  8.076400 ,  4.0,  1,22Ne,10,12,21991385.109
32,  8.134300 ,  2.0,  1,22Ne,10,12,21991385.109
33,  8.161800 ,  2.0,  1,22Ne,10,12,21991385.109
34,  8.375900 ,  3.0, -1,22Ne,10,12,21991385.109
35,  8.452000 ,  1.0, -1,22Ne,10,12,21991385.109
36,  8.488700 ,  2.0,  1,22Ne,10,12,21991385.109
37,  8.553000 ,  1.0,  1,22Ne,10,12,21991385.109
38,  8.573000 ,  1.0, -1,22Ne,10,12,21991385.109
39,  8.596000 ,  2.0,  1,22Ne,10,12,21991385.109
40,  8.740000 ,  3.0, -1,22Ne,10,12,21991385.109
41,  8.854900 ,  4.0,  1,22Ne,10,12,21991385.109
42,  8.899000 ,  6.0, -1,22Ne,10,12,21991385.109
43,  8.976000 ,  3.0, -1,22Ne,10,12,21991385.109
44,  9.045000 ,  2.0,  1,22Ne,10,12,21991385.109
45,  9.097000 ,  1.0, -1,22Ne,10,12,21991385.109
46,  9.162000 ,  2.0, -1,22Ne,10,12,21991385.109
47,  9.177400 ,  4.0,  1,22Ne,10,12,21991385.109
48,  9.178000 ,  1.0,  1,22Ne,10,12,21991385.109
49,  9.229000 ,  2.0,  1,22Ne,10,12,21991385.109
50,  9.250000 ,  3.0,  1,22Ne,10,12,21991385.109
1,  0.000000 ,  0.5,  1,25Ne,10,15,24997814.799
1,  0.000000 ,  3.0,  1,22Na,11,11,21994437.418
2,  0.583110 ,  1.0,  1,22Na,11,11,21994437.418
3,  0.657160 ,  0.0,  1,22Na,11,11,21994437.418
4,  0.890810 ,  4.0,  1,22Na,11,11,21994437.418
5,  1.528140 ,  5.0,  1,22Na,11,11,21994437.418
6,  1.936450 ,  1.0,  1,22Na,11,11,21994437.418
7,  1.952130 ,  2.0,  1,22Na,11,11,21994437.418
8,  1.983360 ,  3.0,  1,22Na,11,11,21994437.418
9,  2.211630 ,  1.0, -1,22Na,11,11,21994437.418
10,  2.571700 ,  2.0, -1,22Na,11,11,21994437.418
11,  2.969000 ,  3.0,  1,22Na,11,11,21994437.418
12,  3.060370 ,  2.0,  1,22Na,11,11,21994437.418
13,  3.519670 ,  3.0, -1,22Na,11,11,21994437.418
14,  3.706900 ,  6.0,  1,22Na,11,11,21994437.418
15,  3.944400 ,  1.0,  1,22Na,11,11,21994437.418
16,  4.071560 ,  4.0,  1,22Na,11,11,21994437.418
17,  4.296200 ,  0.0, -1,22Na,11,11,21994437.418
18,  4.319700 ,  1.0,  1,22Na,11,11,21994437.418
19,  4.360570 ,  2.0,  1,22Na,11,11,21994437.418
20,  4.468500 ,  4.0, -1,22Na,11,11,21994437.418
21,  4.523900 ,  5.0,  1,22Na,11,11,21994437.418
22,  4.582800 ,  2.0, -1,22Na,11,11,21994437.418
23,  4.622000 ,  1.0, -1,22Na,11,11,21994437.418
24,  4.710400 ,  5.0,  1,22Na,11,11,21994437.418
25,  4.771000 ,  3.0,  1,22Na,11,11,21994437.418
26,  5.063000 ,  2.0,  1,22Na,11,11,21994437.418
27,  5.100900 ,  4.0,  1,22Na,11,11,21994437.418
28,  5.131000 ,  3.0, -1,22Na,11,11,21994437.418
29,  5.174000 ,  1.0,  1,22Na,11,11,21994437.418
30,  5.318000 ,  3.0,  1,22Na,11,11,21994437.418
31,  5.442000 ,  2.0, -1,22Na,11,11,21994437.418
32,  5.603000 ,  2.0,  1,22Na,11,11,21994437.418
33,  5.700000 ,  0.0,  1,22Na,11,11,21994437.418
34,  5.725000 ,  0.0,  1,22Na,11,11,21994437.418
35,  5.739000 ,  1.0,  1,22Na,11,11,21994437.418
36,  5.832000 ,  4.0, -1,22Na,11,11,21994437.418
37,  5.863000 ,  1.0,  1,22Na,11,11,21994437.418
38,  5.920000 ,  0.0, -1,22Na,11,11,21994437.418
39,  5.959000 ,  2.0, -1,22Na,11,11,21994437.418
40,  5.988000 ,  2.0, -1,22Na,11,11,21994437.418
41,  5.995000 ,  2.0,  1,22Na,11,11,21994437.418
42,  6.090000 ,  2.0,  1,22Na,11,11,21994437.418
1,  0.000000 ,  1.5,  1,23Na,11,12,22990000.0
2,  0.439990 ,  2.5,  1,23Na,11,12,22990000.0
3,  2.076011 ,  3.5,  1,23Na,11,12,22990000.0
4,  2.390732 ,  0.5,  1,23Na,11,12,22990000.0
5,  2.639850 ,  0.5, -1,23Na,11,12,22990000.0
6,  2.703500 ,  4.5,  1,23Na,11,12,22990000.0
7,  2.982060 ,  1.5,  1,23Na,11,12,22990000.0
8,  3.677600 ,  1.5, -1,23Na,11,12,22990000.0
9,  3.848069 ,  2.5, -1,23Na,11,12,22990000.0
10,  3.914239 ,  2.5,  1,23Na,11,12,22990000.0
11,  4.429640 ,  0.5,  1,23Na,11,12,22990000.0
12,  4.774610 ,  3.5,  1,23Na,11,12,22990000.0
13,  5.378570 ,  2.5,  1,23Na,11,12,22990000.0
14,  5.534000 ,  5.5,  1,23Na,11,12,22990000.0
15,  5.741750 ,  2.5,  1,23Na,11,12,22990000.0
16,  5.766030 ,  1.5,  1,23Na,11,12,22990000.0
17,  5.776000 ,  2.5,  1,23Na,11,12,22990000.0
18,  5.926810 ,  3.5,  1,23Na,11,12,22990000.0
19,  5.964420 ,  1.5, -1,23Na,11,12,22990000.0
20,  6.042190 ,  3.5, -1,23Na,11,12,22990000.0
21,  6.114900 ,  5.5,  1,23Na,11,12,22990000.0
22,  6.194600 ,  2.5, -1,23Na,11,12,22990000.0
23,  6.235400 ,  4.5,  1,23Na,11,12,22990000.0
24,  6.307960 ,  0.5,  1,23Na,11,12,22990000.0
25,  6.354510 ,  4.5, -1,23Na,11,12,22990000.0
26,  6.577790 ,  4.5,  1,23Na,11,12,22990000.0
27,  6.618000 ,  2.5,  1,23Na,11,12,22990000.0
28,  6.735510 ,  1.5,  1,23Na,11,12,22990000.0
29,  6.819610 ,  2.5, -1,23Na,11,12,22990000.0
30,  6.867690 ,  2.5,  1,23Na,11,12,22990000.0
31,  6.920600 ,  1.5, -1,23Na,11,12,22990000.0
32,  6.947400 ,  1.5,  1,23Na,11,12,22990000.0
33,  7.070830 ,  1.5, -1,23Na,11,12,22990000.0
34,  7.081900 ,  1.5, -1,23Na,11,12,22990000.0
35,  7.122000 ,  3.5,  1,23Na,11,12,22990000.0
36,  7.133300 ,  1.5,  1,23Na,11,12,22990000.0
37,  7.150000 ,  2.5,  1,23Na,11,12,22990000.0
38,  7.186000 ,  0.5,  1,23Na,11,12,22990000.0
39,  7.267700 ,  4.5,  1,23Na,11,12,22990000.0
40,  7.277110 ,  2.5,  1,23Na,11,12,22990000.0
41,  7.391100 ,  1.5, -1,23Na,11,12,22990000.0
42,  7.412400 ,  4.5,  1,23Na,11,12,22990000.0
43,  7.451510 ,  2.5,  1,23Na,11,12,22990000.0
44,  7.487820 ,  0.5, -1,23Na,11,12,22990000.0
45,  7.566210 ,  2.5, -1,23Na,11,12,22990000.0
46,  7.686000 ,  3.5,  1,23Na,11,12,22990000.0
47,  7.724440 ,  1.5,  1,23Na,11,12,22990000.0
48,  7.750520 ,  1.5,  1,23Na,11,12,22990000.0
49,  7.834130 ,  3.5,  1,23Na,11,12,22990000.0
50,  7.872830 ,  1.5,  1,23Na,11,12,22990000.0
51,  7.876220 ,  2.5, -1,23Na,11,12,22990000.0
52,  7.891190 ,  2.5,  1,23Na,11,12,22990000.0
53,  7.964900 ,  1.5, -1,23Na,11,12,22990000.0
54,  7.982000 ,  0.5,  1,23Na,11,12,22990000.0
55,  7.991000 ,  1.5, -1,23Na,11,12,22990000.0
56,  8.061100 ,  3.5,  1,23Na,11,12,22990000.0
57,  8.100000 ,  2.5,  1,23Na,11,12,22990000.0
58,  8.122000 ,  2.5,  1,23Na,11,12,22990000.0
59,  8.149000 ,  3.5,  1,23Na,11,12,22990000.0
60,  8.173000 ,  2.5,  1,23Na,11,12,22990000.0
61,  8.220000 ,  3.5,  1,23Na,11,12,22990000.0
62,  8.261000 ,  3.5,  1,23Na,11,12,22990000.0
63,  8.302010 ,  2.5, -1,23Na,11,12,22990000.0
64,  8.328000 ,  1.5,  1,23Na,11,12,22990000.0
65,  8.360000 ,  3.5,  1,23Na,11,12,22990000.0
66,  8.417430 ,  1.5,  1,23Na,11,12,22990000.0
1,  0.000000 ,  0.0,  1,24Mg,12,12,24305000.0
2,  1.368672 ,  2.0,  1,24Mg,12,12,24305000.0
3,  4.122889 ,  4.0,  1,24Mg,12,12,24305000.0
4,  4.238240 ,  2.0,  1,24Mg,12,12,24305000.0
5,  5.235120 ,  3.0,  1,24Mg,12,12,24305000.0
6,  6.010840 ,  4.0,  1,24Mg,12,12,24305000.0
7,  6.432300 ,  0.0,  1,24Mg,12,12,24305000.0
8,  7.349000 ,  2.0,  1,24Mg,12,12,24305000.0
9,  7.555040 ,  1.0, -1,24Mg,12,12,24305000.0
10,  7.616470 ,  3.0, -1,24Mg,12,12,24305000.0
11,  7.747510 ,  1.0,  1,24Mg,12,12,24305000.0
12,  7.812350 ,  5.0,  1,24Mg,12,12,24305000.0
13,  8.114200 ,  6.0,  1,24Mg,12,12,24305000.0
14,  8.357980 ,  3.0, -1,24Mg,12,12,24305000.0
15,  8.437310 ,  1.0, -1,24Mg,12,12,24305000.0
16,  8.439360 ,  4.0,  1,24Mg,12,12,24305000.0
17,  8.654530 ,  2.0,  1,24Mg,12,12,24305000.0
18,  8.864290 ,  2.0, -1,24Mg,12,12,24305000.0
19,  9.003340 ,  2.0,  1,24Mg,12,12,24305000.0
20,  9.145990 ,  1.0, -1,24Mg,12,12,24305000.0
21,  9.284220 ,  2.0,  1,24Mg,12,12,24305000.0
22,  9.299770 ,  4.0,  1,24Mg,12,12,24305000.0
23,  9.301150 ,  2.0,  1,24Mg,12,12,24305000.0
24,  9.305390 ,  0.0,  1,24Mg,12,12,24305000.0
25,  9.457810 ,  3.0,  1,24Mg,12,12,24305000.0
26,  9.516280 ,  4.0,  1,24Mg,12,12,24305000.0
27,  9.527800 ,  6.0,  1,24Mg,12,12,24305000.0
28,  9.532480 ,  4.0,  1,24Mg,12,12,24305000.0
1,  0.000000 ,  2.5,  1,25Mg,12,13,24985836.964
2,  0.585045 ,  0.5,  1,25Mg,12,13,24985836.964
3,  0.974756 ,  1.5,  1,25Mg,12,13,24985836.964
4,  1.611768 ,  3.5,  1,25Mg,12,13,24985836.964
5,  1.964624 ,  2.5,  1,25Mg,12,13,24985836.964
6,  2.563360 ,  0.5,  1,25Mg,12,13,24985836.964
7,  2.737800 ,  3.5,  1,25Mg,12,13,24985836.964
8,  2.801460 ,  1.5,  1,25Mg,12,13,24985836.964
9,  3.405060 ,  4.5,  1,25Mg,12,13,24985836.964
10,  3.413374 ,  1.5, -1,25Mg,12,13,24985836.964
11,  3.907900 ,  2.5,  1,25Mg,12,13,24985836.964
12,  3.970730 ,  3.5, -1,25Mg,12,13,24985836.964
13,  4.059600 ,  4.5,  1,25Mg,12,13,24985836.964
14,  4.277100 ,  0.5, -1,25Mg,12,13,24985836.964
15,  4.359610 ,  1.5,  1,25Mg,12,13,24985836.964
16,  4.711600 ,  4.5,  1,25Mg,12,13,24985836.964
17,  4.722200 ,  2.5,  1,25Mg,12,13,24985836.964
18,  5.012200 ,  3.5,  1,25Mg,12,13,24985836.964
19,  5.116520 ,  0.5, -1,25Mg,12,13,24985836.964
20,  5.251630 ,  5.5,  1,25Mg,12,13,24985836.964
21,  5.461100 ,  6.5,  1,25Mg,12,13,24985836.964
22,  5.474900 ,  0.5,  1,25Mg,12,13,24985836.964
23,  5.521330 ,  2.5, -1,25Mg,12,13,24985836.964
24,  5.533800 ,  5.5,  1,25Mg,12,13,24985836.964
25,  5.746200 ,  3.5,  1,25Mg,12,13,24985836.964
26,  5.748400 ,  1.5,  1,25Mg,12,13,24985836.964
27,  5.793200 ,  3.5, -1,25Mg,12,13,24985836.964
28,  5.860000 ,  2.5,  1,25Mg,12,13,24985836.964
29,  5.971600 ,  4.5,  1,25Mg,12,13,24985836.964
30,  5.980000 ,  3.5,  1,25Mg,12,13,24985836.964
31,  6.040700 ,  5.5,  1,25Mg,12,13,24985836.964
32,  6.082000 ,  2.5,  1,25Mg,12,13,24985836.964
33,  6.169000 ,  1.5,  1,25Mg,12,13,24985836.964
1,  0.000000 ,  0.0,  1,26Mg,12,14,25982592.971
2,  1.808730 ,  2.0,  1,26Mg,12,14,25982592.971
3,  2.938340 ,  2.0,  1,26Mg,12,14,25982592.971
4,  3.588560 ,  0.0,  1,26Mg,12,14,25982592.971
5,  3.941550 ,  3.0,  1,26Mg,12,14,25982592.971
6,  4.318880 ,  4.0,  1,26Mg,12,14,25982592.971
7,  4.332570 ,  2.0,  1,26Mg,12,14,25982592.971
8,  4.350080 ,  3.0,  1,26Mg,12,14,25982592.971
9,  4.835130 ,  2.0,  1,26Mg,12,14,25982592.971
10,  4.901300 ,  4.0,  1,26Mg,12,14,25982592.971
11,  4.972290 ,  0.0,  1,26Mg,12,14,25982592.971
12,  5.291740 ,  2.0,  1,26Mg,12,14,25982592.971
13,  5.476110 ,  4.0,  1,26Mg,12,14,25982592.971
14,  5.691110 ,  1.0,  1,26Mg,12,14,25982592.971
15,  5.715600 ,  4.0,  1,26Mg,12,14,25982592.971
16,  6.125480 ,  3.0,  1,26Mg,12,14,25982592.971
17,  6.256000 ,  0.0,  1,26Mg,12,14,25982592.971
18,  6.622000 ,  4.0,  1,26Mg,12,14,25982592.971
19,  6.634310 ,  4.0,  1,26Mg,12,14,25982592.971
20,  6.745760 ,  2.0,  1,26Mg,12,14,25982592.971
21,  6.876420 ,  3.0, -1,26Mg,12,14,25982592.971
22,  6.978000 ,  5.0,  1,26Mg,12,14,25982592.971
23,  7.061900 ,  1.0, -1,26Mg,12,14,25982592.971
24,  7.099660 ,  2.0,  1,26Mg,12,14,25982592.971
25,  7.200000 ,  1.0,  1,26Mg,12,14,25982592.971
26,  7.242000 ,  3.0,  1,26Mg,12,14,25982592.971
27,  7.261390 ,  2.0, -1,26Mg,12,14,25982592.971
28,  7.282740 ,  4.0, -1,26Mg,12,14,25982592.971
29,  7.348870 ,  3.0, -1,26Mg,12,14,25982592.971
30,  7.371200 ,  2.0,  1,26Mg,12,14,25982592.971
31,  7.395000 ,  5.0,  1,26Mg,12,14,25982592.971
32,  7.428000 ,  0.0,  1,26Mg,12,14,25982592.971
33,  7.541730 ,  2.0, -1,26Mg,12,14,25982592.971
34,  7.677000 ,  4.0,  1,26Mg,12,14,25982592.971
35,  7.697300 ,  1.0, -1,26Mg,12,14,25982592.971
36,  7.725740 ,  3.0,  1,26Mg,12,14,25982592.971
37,  7.773000 ,  4.0,  1,26Mg,12,14,25982592.971
38,  7.816000 ,  2.0,  1,26Mg,12,14,25982592.971
39,  7.824000 ,  3.0, -1,26Mg,12,14,25982592.971
40,  7.840000 ,  2.0,  1,26Mg,12,14,25982592.971
41,  7.851000 ,  2.0, -1,26Mg,12,14,25982592.971
1,  0.000000 ,  0.5,  1,27Mg,12,15,26984340.628
2,  0.984880 ,  1.5,  1,27Mg,12,15,26984340.628
3,  1.698520 ,  2.5,  1,27Mg,12,15,26984340.628
4,  1.940230 ,  2.5,  1,27Mg,12,15,26984340.628
5,  3.109730 ,  3.5,  1,27Mg,12,15,26984340.628
6,  3.427400 ,  2.5,  1,27Mg,12,15,26984340.628
7,  3.476340 ,  0.5,  1,27Mg,12,15,26984340.628
8,  3.491340 ,  1.5,  1,27Mg,12,15,26984340.628
9,  3.561540 ,  1.5, -1,27Mg,12,15,26984340.628
