Z,A,Element,Temperature_MeV,Temperature_U,Black_Shift,Black_Shift_U,N_Lev_ENSDF,N_Max_Lev_Complete,Min_Lev_Complete,Num_Lev_Unique_Spin,E_Max_N_Max,E_Num_Lev_U_Spin,Chi,Fit,Flag,Nox,Xm_Ex,Sigma,Element_w_A
36,96,Kr,0.66252,0.04456,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,96Kr
37,96,Rb,0.66252,0.04456,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,96Rb
38,96,Sr,0.66252,0.04456,0.45153999999999994,0.11997000000000001,62,26,7,5,2.57625,1.50684,  3.645E-02,  ,  ,0,            ,2.227,96Sr
39,96,Y,0.66252,0.04456,0.0,1.0,8,1,1,3,0.0,0.6522899999999999,           ,  ,  ,0,            ,0.0,96Y
40,96,Zr,0.66252,0.04456,1.28315,0.1377,136,45,7,6,3.7722,2.43875,  2.939E-02,  ,  ,0,            ,2.688,96Zr
41,96,Nb,0.66252,0.04456,-0.5829300000000001,0.12992,37,24,14,1,1.537,0.0,  8.526E-03, *,  ,0,            ,2.7289999999999996,96Nb
42,96,Mo,0.66252,0.04456,0.53279,0.13885999999999998,122,48,7,12,3.08962,2.23463,  1.035E-02, *,  ,0,            ,2.752,96Mo
43,96,Tc,0.66252,0.04456,-1.65675,0.16499,129,76,20,2,1.2116,0.034230000000000003,  1.456E-02, *,  ,0,            ,3.6210000000000004,96Tc
44,96,Ru,0.66252,0.04456,0.91586,0.13607,115,43,7,8,3.3805099999999997,2.46216,  7.785E-03, *,  ,0,            ,3.2880000000000003,96Ru
45,96,Rh,0.66252,0.04456,-0.91609,0.10678,49,17,7,2,0.93876,0.05198,  1.381E-01,  , F,0,            ,3.722,96Rh
46,96,Pd,0.66252,0.04456,0.0,1.0,15,1,1,2,0.0,1.41531,           ,  ,  ,0,            ,0.0,96Pd
47,96,Ag,0.66252,0.04456,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,96Ag
48,96,Cd,0.66252,0.04456,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,96Cd
35,97,Br,0.62722,0.04333,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97Br
36,97,Kr,0.62722,0.04333,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97Kr
37,97,Rb,0.62722,0.04333,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97Rb
38,97,Sr,0.62722,0.04333,-0.78193,0.1108,54,22,7,3,1.0955,0.30813,  1.505E-01,  , F,0,            ,2.456,97Sr
39,97,Y,0.62722,0.04333,0.19143,0.11724000000000001,30,16,14,1,1.9139,0.0,  1.821E-02,  ,  ,0,            ,2.738,97Y
40,97,Zr,0.62722,0.04333,0.66923,0.08968,52,9,7,3,2.0576,1.26435,  3.224E-02,  ,  ,0,            ,0.0,97Zr
41,97,Nb,0.62722,0.04333,0.24589,0.10608,60,18,7,7,2.1059099999999997,1.43392,  1.453E-02, *,  ,0,            ,2.138,97Nb
42,97,Mo,0.62722,0.04333,-0.8418,0.1337,189,33,14,1,1.341,0.0,  9.166E-03, *,  ,0,            ,2.26,97Mo
43,97,Tc,0.62722,0.04333,-0.90633,0.16576,209,133,7,6,2.151,0.6569,  1.257E-02, *,  ,0,            ,2.946,97Tc
44,97,Ru,0.62722,0.04333,-0.20678000000000002,0.1145,135,27,7,4,2.0201,0.52784,  4.487E-02, *,  ,0,            ,3.225,97Ru
45,97,Rh,0.62722,0.04333,-0.26084,0.12337000000000001,87,21,14,2,1.635,0.25876,  2.551E-02,  ,  ,0,            ,3.213,97Rh
46,97,Pd,0.62722,0.04333,0.29406,0.13147,171,43,7,1,2.63978,0.0,  4.223E-02,  ,  ,0,            ,4.037,97Pd
47,97,Ag,0.62722,0.04333,0.0,1.0,12,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97Ag
48,97,Cd,0.62722,0.04333,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97Cd
49,97,In,0.62722,0.04333,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,97In
35,98,Br,0.5967,0.04211,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98Br
36,98,Kr,0.5967,0.04211,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98Kr
37,98,Rb,0.5967,0.04211,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98Rb
38,98,Sr,0.5967,0.04211,0.12212,0.08453,32,8,7,4,1.4324,0.43351999999999996,  1.325E-01,  , F,0,            ,0.0,98Sr
39,98,Y,0.5967,0.04211,-0.9096,0.11062000000000001,34,25,7,1,0.9862700000000001,0.0,  2.286E-01,  , F,0,            ,1.879,98Y
40,98,Zr,0.5967,0.04211,0.5990800000000001,0.08728999999999999,59,9,7,7,1.85926,1.8062,  6.010E-02,  , F,0,            ,0.0,98Zr
41,98,Nb,0.5967,0.04211,0.0,1.0,17,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98Nb
42,98,Mo,0.5967,0.04211,0.57791,0.13177,137,48,7,6,2.8563,1.7584799999999998,  8.215E-03, *,  ,0,            ,2.585,98Mo
43,98,Tc,0.5967,0.04211,-1.43013,0.13992000000000002,94,43,18,1,0.7995,0.0,  1.259E-02, *,  ,0,            ,3.497,98Tc
44,98,Ru,0.5967,0.04211,0.69275,0.11571,71,28,7,6,2.65962,1.79696,  1.350E-02, *,  ,0,            ,2.7030000000000003,98Ru
45,98,Rh,0.5967,0.04211,-0.69238,0.08526,44,9,7,1,0.8416,0.0,  6.117E-01,  , F,0,            ,0.0,98Rh
46,98,Pd,0.5967,0.04211,1.20139,0.0991,200,15,7,3,2.78424,1.5414,  4.601E-02,  ,  ,0,            ,3.548,98Pd
47,98,Ag,0.5967,0.04211,0.02694,0.08693,20,9,7,1,1.4047,0.0,  1.080E-01,  , F,0,            ,0.0,98Ag
48,98,Cd,0.5967,0.04211,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98Cd
49,98,In,0.5967,0.04211,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,98In
36,99,Kr,0.57102,0.04069,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,99Kr
37,99,Rb,0.57102,0.04069,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,99Rb
38,99,Sr,0.57102,0.04069,-0.53899,0.08406,26,9,7,1,0.6844,0.0,  6.918E-02,  , F,0,            ,0.0,99Sr
39,99,Y,0.57102,0.04069,-0.44153000000000003,0.11467999999999999,42,20,14,1,1.2592,0.0,  5.500E-02,  , F,0,            ,3.0789999999999997,99Y
40,99,Zr,0.57102,0.04069,-0.6307,0.1144,74,33,7,1,1.3267,0.0,  1.313E-01,  , F,0,            ,2.679,99Zr
41,99,Nb,0.57102,0.04069,-0.24216999999999997,0.10875,24,15,14,2,1.305,0.36527,  1.752E-03,  ,  ,0,            ,1.8219999999999998,99Nb
42,99,Mo,0.57102,0.04069,-0.69904,0.13752999999999999,138,47,17,9,1.4935,0.6841,  5.426E-03, *,  ,0,            ,2.6830000000000003,99Mo
43,99,Tc,0.57102,0.04069,-0.76199,0.13078,124,41,14,5,1.3294,0.5091,  1.134E-02, *,  ,0,            ,2.582,99Tc
44,99,Ru,0.57102,0.04069,-0.45353000000000004,0.10464000000000001,121,24,7,4,1.41405,0.3409,  2.935E-02, *,  ,0,            ,2.5789999999999997,99Ru
45,99,Rh,0.57102,0.04069,-0.33075,0.11381,95,28,9,1,1.6268,0.0,  2.345E-02, *,  ,0,            ,2.465,99Rh
46,99,Pd,0.57102,0.04069,-0.36275999999999997,0.08436,51,9,7,1,0.83237,0.0,  1.228E-01,  , F,0,            ,0.0,99Pd
47,99,Ag,0.57102,0.04069,2.31703,0.10875,27,15,14,1,3.9295,0.0,  8.172E-02,  , F,0,            ,6.652,99Ag
48,99,Cd,0.57102,0.04069,0.0,1.0,16,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,99Cd
49,99,In,0.57102,0.04069,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,99In
50,99,Sn,0.57102,0.04069,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,99Sn
36,100,Kr,0.55016,0.03896,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,100Kr
37,100,Rb,0.55016,0.03896,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,100Rb
38,100,Sr,0.55016,0.03896,0.15117,0.09312000000000001,31,16,7,1,1.648,0.0,  7.332E-02,  , F,0,            ,2.865,100Sr
39,100,Y,0.55016,0.03896,-0.89497,0.08657000000000001,31,13,7,1,0.48358,0.0,  1.075E-01,  , F,0,            ,2.101,100Y
40,100,Zr,0.55016,0.03896,0.019780000000000002,0.07825,58,8,7,3,1.1961600000000001,0.33113000000000004,  7.387E-02,  , F,0,            ,0.0,100Zr
41,100,Nb,0.55016,0.03896,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,100Nb
42,100,Mo,0.55016,0.03896,0.53213,0.10561,145,27,7,7,2.3398,1.50462,  1.062E-02, *,  ,0,            ,2.498,100Mo
43,100,Tc,0.55016,0.03896,-1.29261,0.13294,79,45,20,2,0.77786,0.17215,  1.965E-02, *,  ,0,            ,3.6510000000000002,100Tc
44,100,Ru,0.55016,0.03896,0.6731,0.1319,193,67,7,10,2.98333,2.06265,  6.340E-03, *,  ,0,            ,2.707,100Ru
45,100,Rh,0.55016,0.03896,-1.29321,0.11349000000000001,67,25,14,1,0.4455,0.0,  3.133E-02, *,  ,0,            ,2.728,100Rh
46,100,Pd,0.55016,0.03896,1.0432700000000001,0.08479,83,11,7,3,2.3594,1.41615,  4.717E-02,  ,  ,0,            ,2.785,100Pd
47,100,Ag,0.55016,0.03896,-0.86993,0.08039,57,9,7,1,0.30365,0.0,  1.269E-01,  , F,0,            ,0.0,100Ag
48,100,Cd,0.55016,0.03896,1.9266400000000001,0.08237,28,10,7,2,3.6568,1.00411,  3.953E-01,  , F,0,            ,4.54,100Cd
49,100,In,0.55016,0.03896,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,100In
50,100,Sn,0.55016,0.03896,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,100Sn
36,101,Kr,0.53394,0.03692,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,101Kr
37,101,Rb,0.53394,0.03692,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,101Rb
38,101,Sr,0.53394,0.03692,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,101Sr
39,101,Y,0.53394,0.03692,-0.39652,0.10762000000000001,40,24,14,1,1.29759,0.0,  5.194E-02,  , F,0,            ,3.023,101Y
40,101,Zr,0.53394,0.03692,-0.60921,0.09782,64,26,7,1,1.1206,0.0,  1.238E-01,  , F,0,            ,3.242,101Zr
41,101,Nb,0.53394,0.03692,-0.75665,0.10840999999999999,61,25,14,1,0.9527700000000001,0.0,  5.270E-02,  , F,0,            ,2.918,101Nb
42,101,Mo,0.53394,0.03692,-0.95535,0.1012,67,34,7,4,0.91419,0.17096,  2.013E-01,  , F,0,            ,2.265,101Mo
43,101,Tc,0.53394,0.03692,-0.80655,0.11155,98,30,14,8,1.045,0.51525,  2.170E-02, *,  ,0,            ,2.6239999999999997,101Tc
44,101,Ru,0.53394,0.03692,-0.7296100000000001,0.11055999999999999,151,30,13,9,1.111,0.5451199999999999,  9.696E-03, *,  ,0,            ,2.468,101Ru
45,101,Rh,0.53394,0.03692,-0.38451,0.08922000000000001,128,17,7,3,1.058,0.18178,  3.217E-02, *,  ,0,            ,2.7310000000000003,101Rh
46,101,Pd,0.53394,0.03692,-0.39516999999999997,0.09629,66,26,7,1,1.6146,0.0,  5.133E-02, *, F,0,            ,2.864,101Pd
47,101,Ag,0.53394,0.03692,-0.040369999999999996,0.09869,97,15,14,1,1.4175200000000001,0.0,  2.629E-02,  ,  ,0,            ,2.678,101Ag
48,101,Cd,0.53394,0.03692,1.1294,0.07646,41,9,7,1,2.3012,0.0,  5.411E-02,  , F,0,            ,0.0,101Cd
49,101,In,0.53394,0.03692,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,101In
50,101,Sn,0.53394,0.03692,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,101Sn
37,102,Rb,0.52161,0.03475,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,102Rb
38,102,Sr,0.52161,0.03475,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,102Sr
39,102,Y,0.52161,0.03475,0.0,1.0,11,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,102Y
40,102,Zr,0.52161,0.03475,0.12290999999999999,0.07197,51,9,7,3,1.2423,0.47828000000000004,  4.256E-02,  ,  ,0,            ,0.0,102Zr
41,102,Nb,0.52161,0.03475,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,102Nb
42,102,Mo,0.52161,0.03475,0.17256,0.07568,66,11,7,5,1.39839,0.8478899999999999,  6.379E-02,  , F,0,            ,2.289,102Mo
43,102,Tc,0.52161,0.03475,-0.9414600000000001,0.08741,25,23,7,1,0.689,0.0,  2.077E-01,  , F,0,            ,0.0,102Tc
44,102,Ru,0.52161,0.03475,0.69447,0.09404,137,27,7,7,2.46739,1.58056,  2.121E-02, *,  ,0,            ,2.555,102Ru
45,102,Rh,0.52161,0.03475,-1.2607,0.11334000000000001,113,47,14,1,0.73075,0.0,  3.549E-02, *,  ,0,            ,3.2760000000000002,102Rh
46,102,Pd,0.52161,0.03475,0.8773799999999999,0.10265999999999999,99,38,7,6,2.769,1.6581,  1.052E-02, *,  ,0,            ,2.56,102Pd
47,102,Ag,0.52161,0.03475,-0.85244,0.07416,53,11,7,3,0.382,0.09745,  1.363E-01,  , F,0,            ,3.7310000000000003,102Ag
48,102,Cd,0.52161,0.03475,1.32879,0.08807999999999999,309,20,7,3,2.8742400000000004,1.6379,  3.019E-02,  ,  ,0,            ,3.9760000000000004,102Cd
49,102,In,0.52161,0.03475,-0.22080999999999998,0.07156,52,9,7,1,0.97967,0.0,  1.990E-01,  , F,0,            ,0.0,102In
50,102,Sn,0.52161,0.03475,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,102Sn
37,103,Rb,0.51248,0.032619999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Rb
38,103,Sr,0.51248,0.032619999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Sr
39,103,Y,0.51248,0.032619999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Y
40,103,Zr,0.51248,0.032619999999999996,0.0,1.0,14,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Zr
41,103,Nb,0.51248,0.032619999999999996,-0.65442,0.08928,48,17,14,1,0.76782,0.0,  5.686E-02,  , F,0,            ,3.1439999999999997,103Nb
42,103,Mo,0.51248,0.032619999999999996,-0.6443300000000001,0.07719,45,16,7,1,0.7462,0.0,  1.404E-01,  , F,0,            ,2.676,103Mo
43,103,Tc,0.51248,0.032619999999999996,-0.7757,0.09109,49,19,14,6,0.6915899999999999,0.259,  5.718E-02,  , F,0,            ,2.6319999999999997,103Tc
44,103,Ru,0.51248,0.032619999999999996,-0.9224700000000001,0.10795,132,39,19,6,0.9544,0.2382,  1.041E-02, *,  ,0,            ,2.291,103Ru
45,103,Rh,0.51248,0.032619999999999996,-0.40811,0.0989,215,42,9,6,1.5305,0.53684,  2.328E-02, *,  ,0,            ,2.705,103Rh
46,103,Pd,0.51248,0.032619999999999996,-0.51352,0.07818,105,17,7,4,0.90412,0.26686,  1.834E-02, *,  ,0,            ,2.476,103Pd
47,103,Ag,0.51248,0.032619999999999996,0.05955,0.09117,118,19,14,1,1.5569600000000001,0.0,  2.271E-02,  ,  ,0,            ,2.885,103Ag
48,103,Cd,0.51248,0.032619999999999996,-0.18307,0.07352,117,13,7,1,1.1076,0.0,  1.040E-01,  , F,0,            ,3.071,103Cd
49,103,In,0.51248,0.032619999999999996,0.82288,0.08721,33,15,14,1,2.2092,0.0,  2.784E-03,  ,  ,0,            ,4.619,103In
50,103,Sn,0.51248,0.032619999999999996,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Sn
51,103,Sb,0.51248,0.032619999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,103Sb
38,104,Sr,0.50603,0.030760000000000003,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,104Sr
39,104,Y,0.50603,0.030760000000000003,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,104Y
40,104,Zr,0.50603,0.030760000000000003,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,104Zr
41,104,Nb,0.50603,0.030760000000000003,0.0,1.0,10,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,104Nb
42,104,Mo,0.50603,0.030760000000000003,0.22119,0.07303,70,16,7,8,1.62402,1.21482,  1.199E-01,  , F,0,            ,2.636,104Mo
43,104,Tc,0.50603,0.030760000000000003,-0.74658,0.06629,20,11,7,1,0.4426,0.0,  7.127E-02,  , F,0,            ,2.886,104Tc
44,104,Ru,0.50603,0.030760000000000003,0.65132,0.0874,70,34,7,10,2.61897,1.5564,  3.873E-02, *,  ,0,            ,3.034,104Ru
45,104,Rh,0.50603,0.030760000000000003,-1.2524600000000001,0.11395,181,95,14,9,1.05029,0.21306,  2.537E-02, *,  ,0,            ,2.987,104Rh
46,104,Pd,0.50603,0.030760000000000003,0.73297,0.09122000000000001,150,38,7,8,2.5725,1.82065,  1.091E-02, *,  ,0,            ,2.397,104Pd
47,104,Ag,0.50603,0.030760000000000003,-0.95085,0.08673,79,39,7,3,0.8473,0.09056,  2.219E-01,  , F,0,            ,3.199,104Ag
48,104,Cd,0.50603,0.030760000000000003,1.3741,0.07371,106,16,7,3,2.7736,1.4921,  2.701E-02,  ,  ,0,            ,3.1889999999999996,104Cd
49,104,In,0.50603,0.030760000000000003,-0.71036,0.06141,49,8,7,1,0.39605999999999997,0.0,  2.157E-01,  , F,0,            ,0.0,104In
50,104,Sn,0.50603,0.030760000000000003,4.2063,0.0617,20,8,7,3,5.8389,1.9427,  6.383E-01,  , F,0,            ,0.0,104Sn
51,104,Sb,0.50603,0.030760000000000003,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,104Sb
38,105,Sr,0.50185,0.02938,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Sr
39,105,Y,0.50185,0.02938,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Y
40,105,Zr,0.50185,0.02938,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Zr
41,105,Nb,0.50185,0.02938,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Nb
42,105,Mo,0.50185,0.02938,-0.69688,0.06913,31,16,7,1,0.6623,0.0,  1.132E-01,  , F,0,            ,2.924,105Mo
43,105,Tc,0.50185,0.02938,-0.8639100000000001,0.0828,40,20,14,1,0.61028,0.0,  6.600E-02,  , F,0,            ,2.5069999999999997,105Tc
44,105,Ru,0.50185,0.02938,-0.85696,0.07496,61,25,7,1,0.75671,0.0,  1.536E-01,  , F,0,            ,2.3209999999999997,105Ru
45,105,Rh,0.50185,0.02938,-0.59915,0.09051000000000001,129,45,9,6,1.40594,0.4694,  2.735E-02, *,  ,0,            ,2.832,105Rh
46,105,Pd,0.50185,0.02938,-0.63551,0.09701,106,39,18,5,1.2016,0.34451,  1.122E-02, *,  ,0,            ,2.388,105Pd
47,105,Ag,0.50185,0.02938,-0.20301,0.07546,148,23,7,5,1.44155,0.43322,  2.482E-02, *,  ,0,            ,2.549,105Ag
48,105,Cd,0.50185,0.02938,-0.30585,0.06406,66,11,7,2,0.83237,0.13111,  1.484E-01,  , F,0,            ,2.752,105Cd
49,105,In,0.50185,0.02938,0.57593,0.08133,100,18,14,1,1.988,0.0,  3.796E-02,  ,  ,0,            ,4.019,105In
50,105,Sn,0.50185,0.02938,1.0919,0.06085,31,9,7,1,2.2035,0.0,  4.875E-02,  ,  ,0,            ,0.0,105Sn
51,105,Sb,0.50185,0.02938,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Sb
52,105,Te,0.50185,0.02938,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,105Te
38,106,Sr,0.49959,0.0287,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Sr
39,106,Y,0.49959,0.0287,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Y
40,106,Zr,0.49959,0.0287,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Zr
41,106,Nb,0.49959,0.0287,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Nb
42,106,Mo,0.49959,0.0287,0.0453,0.05774,75,8,7,5,1.06777,0.8851700000000001,  4.458E-02,  ,  ,0,            ,0.0,106Mo
43,106,Tc,0.49959,0.0287,0.0,1.0,17,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Tc
44,106,Ru,0.49959,0.0287,0.29545,0.05945,50,9,7,2,1.39221,0.27007,  4.890E-02,  ,  ,0,            ,0.0,106Ru
45,106,Rh,0.49959,0.0287,0.048389999999999996,0.059160000000000004,26,9,7,1,1.2075,0.0,  2.404E-01,  , F,0,            ,0.0,106Rh
46,106,Pd,0.49959,0.0287,0.68734,0.08216,136,34,7,4,2.50031,1.13376,  1.909E-02, *,  ,0,            ,2.343,106Pd
47,106,Ag,0.49959,0.0287,-1.0059,0.10407000000000001,150,80,14,2,1.176,0.08966,  1.774E-02, *,  ,0,            ,3.35,106Ag
48,106,Cd,0.49959,0.0287,1.08566,0.07629,120,24,7,7,2.63008,2.1440599999999996,  7.630E-02,  , F,0,            ,2.7110000000000003,106Cd
49,106,In,0.49959,0.0287,-0.77318,0.05917000000000001,38,9,7,1,0.3062,0.0,  9.437E-02,  , F,0,            ,0.0,106In
50,106,Sn,0.49959,0.0287,3.3251699999999995,0.061029999999999994,52,10,7,5,4.5873,3.4804,  1.132E-01,  , F,0,            ,5.627999999999999,106Sn
51,106,Sb,0.49959,0.0287,0.9379200000000001,0.057670000000000006,32,8,7,1,2.0529,0.0,  1.464E-01,  , F,0,            ,0.0,106Sb
52,106,Te,0.49959,0.0287,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,106Te
38,107,Sr,0.49896,0.028860000000000004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107Sr
39,107,Y,0.49896,0.028860000000000004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107Y
40,107,Zr,0.49896,0.028860000000000004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107Zr
41,107,Nb,0.49896,0.028860000000000004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107Nb
42,107,Mo,0.49896,0.028860000000000004,-0.6514800000000001,0.0634,42,12,7,1,0.5819,0.0,  7.408E-02,  , F,0,            ,2.972,107Mo
43,107,Tc,0.49896,0.028860000000000004,-0.63876,0.07801,35,16,14,1,0.76605,0.0,  7.080E-02,  , F,0,            ,3.1069999999999998,107Tc
44,107,Ru,0.49896,0.028860000000000004,-0.8247700000000001,0.07436,56,25,7,1,0.74142,0.0,  1.519E-01,  , F,0,            ,3.511,107Ru
45,107,Rh,0.49896,0.028860000000000004,-0.62434,0.08355,84,29,11,3,1.04195,0.26836,  1.859E-02, *,  ,0,            ,2.7510000000000003,107Rh
46,107,Pd,0.49896,0.028860000000000004,-0.58682,0.08438999999999999,104,47,7,5,1.59,0.3122,  3.849E-02, *,  ,0,            ,2.7110000000000003,107Pd
47,107,Ag,0.49896,0.028860000000000004,-0.16914,0.07146,142,19,7,2,1.3258,0.09312999999999999,  1.417E-02, *,  ,0,            ,2.7310000000000003,107Ag
48,107,Cd,0.49896,0.028860000000000004,-0.309,0.06973,135,17,7,6,1.0595,0.50549,  1.039E-01,  , F,0,            ,2.572,107Cd
49,107,In,0.49896,0.028860000000000004,0.46665,0.08299,63,22,14,3,2.004,1.00125,  2.226E-02,  ,  ,0,            ,3.225,107In
50,107,Sn,0.49896,0.028860000000000004,0.29865,0.059789999999999996,32,9,7,1,1.3706,0.0,  3.594E-02,  ,  ,0,            ,0.0,107Sn
51,107,Sb,0.49896,0.028860000000000004,1.82305,0.07802,44,16,14,1,3.3776800000000002,0.0,  2.751E-01,  , F,0,            ,4.98,107Sb
52,107,Te,0.49896,0.028860000000000004,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107Te
53,107,I,0.49896,0.028860000000000004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,107I
39,108,Y,0.49968999999999997,0.029889999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,108Y
40,108,Zr,0.49968999999999997,0.029889999999999996,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,108Zr
41,108,Nb,0.49968999999999997,0.029889999999999996,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,108Nb
42,108,Mo,0.49968999999999997,0.029889999999999996,0.15342,0.06002999999999999,34,8,7,8,1.2321,1.2321,  9.806E-02,  , F,0,            ,0.0,108Mo
43,108,Tc,0.49968999999999997,0.029889999999999996,0.0,1.0,12,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,108Tc
44,108,Ru,0.49968999999999997,0.029889999999999996,0.15874000000000002,0.06361,46,10,7,4,1.2491700000000001,0.7078300000000001,  8.755E-02,  , F,0,            ,2.5639999999999996,108Ru
45,108,Rh,0.49968999999999997,0.029889999999999996,0.0,1.0,14,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,108Rh
46,108,Pd,0.49968999999999997,0.029889999999999996,0.56504,0.07185,93,17,7,8,2.0986700000000003,1.44118,  6.234E-02, *, F,0,            ,2.487,108Pd
47,108,Ag,0.49968999999999997,0.029889999999999996,-1.1441,0.10633,169,75,14,3,1.0132,0.10947,  2.371E-02, *,  ,0,            ,2.951,108Ag
48,108,Cd,0.49968999999999997,0.029889999999999996,1.13394,0.09732,284,56,7,11,3.139,2.36578,  4.483E-03, *,  ,0,            ,2.7960000000000003,108Cd
49,108,In,0.49968999999999997,0.029889999999999996,-0.78522,0.06339,145,10,7,2,0.30249000000000004,0.02975,  2.014E-01,  , F,0,            ,3.8810000000000002,108In
